,draw_99
01001,0.0019294910407117144
01002,0.0008756500417054295
01004,0.28471307429688364
01005,0.0001443018795319809
01006,2.0770725084148765e-05
01007,0.33651744904886477
01008,0.0469090428084644
01009,0.005374151816509228
01010,0.0018988815511140214
01011,0.05136163034887166
01012,0.005293255308286754
01013,0.0046504560267352025
01014,0.0025493332050649958
01015,0.0070117595099857995
01016,0.09130482788174679
01017,0.004631871693765175
01019,0.005024329078249881
01021,0.0011566014283699681
01022,0.0012353115444783214
01023,0.08958851007216187
01024,0.3389137348059413
01025,0.12052595848697292
01026,0.11812420674961109
01027,0.15968096166270748
01028,0.001625582536848906
01029,0.22977450644931013
01030,0.01791311059099272
01031,0.00234599873845175
01032,0.24073926290162656
01033,0.05079426159525728
01034,0.005612468556948409
01035,0.00049740420596251
01036,0.0014124093057221161
01037,0.04522989366481953
01038,0.2285698043944295
01039,0.0013118352684725538
01040,0.00034982273825934766
01041,0.04671664030242176
01042,0.0008319221994230111
01043,0.0076676771442220765
01044,0.049363267956565135
01045,0.0004471171873377287
01046,0.003511345735278202
01047,0.23638506300635476
01049,0.007905993884661257
01050,0.00034982273825934766
01051,0.0005127089507613564
01052,0.0007324413582305092
01053,0.3394002070513332
01054,0.23977943676352748
01056,0.0013151148566437352
01057,0.08972078679506619
01058,0.039859021436481484
01060,0.0008275494151947693
01061,0.005368685836223926
01062,0.0077988606710693315
01063,0.052318176898799564
01064,0.0025843154788909306
01065,0.09975523340282416
01066,0.004701836241417044
01067,0.05260022148152116
01068,0.053703256303095165
01069,0.3335909632041139
01071,0.0009609193341561455
01072,0.3348186223761928
01073,0.002490300617983731
01074,0.0005247341073890215
01075,0.0013872657964097254
01076,0.004841765336720784
01077,0.05291068916172633
01078,0.002059581371501909
01079,0.0008986071589036993
01080,0.0013632154831543953
01081,0.0012877849552172236
01082,0.002004921568648886
01083,0.0012309387602500795
01084,0.0023252280133676012
01085,0.00106586615563395
01087,0.049007979238020485
01088,0.24010411599247444
01089,0.28464092335711766
01090,0.00020333446661324582
01092,0.284521764986898
01093,0.001544686028626432
01094,0.0008679976693060064
01095,0.0007991263177111972
01096,0.0016518192422183573
01098,0.005824548592018138
01099,0.2400472697975073
01100,0.005086641253502327
01101,0.052330202055427225
01102,0.0008548793166212809
01103,0.0018846700023722354
01104,0.04949991746369769
01105,0.006972404451931623
01106,0.0002951629354063246
01107,0.004566279930341547
01108,0.0010516546068921639
01109,0.002467343500785461
01110,2.0770725084148765e-05
01111,0.0046504560267352025
01112,0.052330202055427225
01113,0.0006351469091521281
01114,0.04996780537611957
01115,0.11510370604395304
01116,0.005320585209713266
01117,0.0021361050954961415
01118,0.00220388325103389
01121,0.0006373333012662489
01123,0.07718510760875388
01124,0.22976685407691072
01125,0.0006034442234973747
01127,0.0008177106506812251
01128,0.0004755402848213007
01129,0.0003902709923705847
01130,0.2284790691216935
01133,0.004908450296201471
01134,0.12130868686382822
01135,0.002070513332072514
01136,0.0022497974854304294
01138,0.002047556214874244
01139,0.00038371181602822195
01140,0.11331414409854507
01141,0.0052320363290913685
01142,0.007837122533066447
01143,0.0009160982958166667
01145,0.0003563819146017104
01146,0.0008756500417054295
01147,0.22992974028941274
01148,0.0023492783266229316
01149,0.28461905943597643
01150,0.00080568549405356
01151,0.33665300535994025
01152,0.0005422252443019888
01153,0.0020694201360154534
01154,0.0
01155,0.004986067216252764
01156,0.0004296260504247613
01157,0.018143774959032476
01158,0.002256356661772792
01159,0.14126716727758107
01160,0.0012254727799647772
01162,0.001828917003462152
01163,0.0009991811961532616
01165,0.019251182564834726
01166,0.017590617754159883
01167,0.021389474052444988
01169,0.019744213986568993
01170,0.0025547991853502984
01171,0.00234599873845175
01173,0.0017141314174708034
01174,0.0005553435969867144
01175,0.0006821543396057279
01177,0.0005684619496714399
01179,0.07909820070860968
01180,0.0008701840614201273
01181,0.0024749958731848844
01183,0.019769357495881382
01184,0.0004777266769354216
01185,0.005867183238243496
01187,0.04947805354255648
01188,0.0019229318643693516
01189,0.0012528026813912888
01190,0.004673413143933472
01191,0.0009521737656996618
01192,0.0028499621207566227
01193,0.00433670875835885
01194,0.02379122578980682
01195,0.3385245570096278
01196,0.0007204162016028441
01197,0.3329044360802799
01198,0.00035856830671583136
01199,0.0024039381294759547
01200,0.052688770362143054
01202,0.04677020690921772
01203,0.002758133651963544
01204,0.04906373223693057
01206,0.0007400937306299324
01207,0.00029844252357750595
01208,0.0018660856694022077
01209,0.04923864360606024
01210,0.000606723811668556
01211,0.0012943441315595864
01212,0.0005531572048725935
