insee,tourisme
01001,0.6166506564020502
01002,0.6380516921363971
01004,0.04323056648095313
01005,0.9529015314224818
01006,0.9189777615460283
01007,0.036985694940421095
01008,0.1186426749442035
01009,0.2843599316895281
01010,0.3466761622070509
01011,0.07468627445337132
01012,0.3602583197719571
01013,0.35872181116375995
01014,0.40482823559817277
01015,0.3342572755956315
01016,0.16392711119427888
01017,0.3522862529571329
01019,0.21357381729909355
01021,0.8542127399614725
01022,0.4642303085248004
01023,0.25324998223743816
01024,0.06787659004096865
01025,0.12468570212346977
01026,0.14381318426645204
01027,0.1751079270301776
01028,0.7235557990165173
01029,0.04230723116079114
01030,0.5677824919491384
01031,0.5196053774981533
01032,0.07802195388757877
01033,0.11975361736051192
01034,0.44484820214525045
01035,0.6225202681602574
01036,0.20621864061774953
01037,0.08914242672523796
01038,0.08303295562909632
01039,0.4404583799063321
01040,0.8973013544555791
01041,0.10957117736583277
01042,0.85846033032337
01043,0.8142723238258062
01044,0.0756667379730656
01045,0.849971315996269
01046,0.6216223356137379
01047,0.07679894631947903
01049,0.7813352319290847
01050,0.9143060410444618
01051,0.9166946653127503
01052,0.7284673770441067
01053,0.16909618309201835
01054,0.07157868752038746
01056,0.5776732934197214
01057,0.2425330953767029
01058,0.15110459291038403
01060,0.6595497439488909
01061,0.5183351032890157
01062,0.6109615457270245
01063,0.14928837488639707
01064,0.4607164424923777
01065,0.17748282082164102
01066,0.26314581690890876
01067,0.2765353559911812
01068,0.1381322352509141
01069,0.08869119380207671
01071,0.8596330354728117
01072,0.17904268762412484
01073,0.3346204939781878
01074,0.7597074257054726
01075,0.8202912310838798
01076,0.32247478652985756
01077,0.25034988006934616
01078,0.7642513249661138
01079,0.2878361443089636
01080,0.4949503334930129
01081,0.5448211433008565
01082,0.43072654826643286
01083,0.8012910419247886
01084,0.6133628097274051
01085,0.5157576275355593
01087,0.07490830800564033
01088,0.06842066856334608
01089,0.04595943358793105
01090,0.8642548247196465
01092,0.035481867764697216
01093,0.6969604765397892
01094,0.8506309838006592
01095,0.8725758625914188
01096,0.7368172248833972
01098,0.2312933419170899
01099,0.05937419754132696
01100,0.24759678795556953
01101,0.08709147148394675
01102,0.877859442444952
01103,0.8092009047338248
01104,0.14881201901307203
01105,0.7405010894882744
01106,0.9424406077131856
01107,0.4136132838155583
01108,0.737991525086944
01109,0.6959670060861761
01110,0.9302338766967522
01111,0.37383422727693677
01112,0.09574264437134174
01113,0.870594531554713
01114,0.14664388291147187
01115,0.11610531842514002
01116,0.2575810870611555
01117,0.5175420620979161
01118,0.4346933357478466
01121,0.657172231770826
01123,0.20682618824725563
01124,0.03751596968206854
01125,0.9028079920290467
01127,0.8504303535072355
01128,0.8069798149530522
01129,0.7963243186389836
01130,0.07363543410983459
01133,0.47550854948088905
01134,0.161080914700961
01135,0.7193756555675924
01136,0.7309700096077264
01138,0.4312255708752381
01139,0.789128468007975
01140,0.11374280418561822
01141,0.19626251171999343
01142,0.7412919845653814
01143,0.7236880076831634
01145,0.9128222547349638
01146,0.7371285362109368
01147,0.044014068638809724
01148,0.34569160227175644
01149,0.04206713923507194
01150,0.9242087242485397
01151,0.06312060631162766
01152,0.6105222741702361
01153,0.6072701262814405
01154,0.0
01155,0.33651344305733927
01156,0.8737341902869014
01157,0.4967299018102879
01158,0.7106866053676567
01159,0.2029211862301569
01160,0.8723608150486346
01162,0.516990991288709
01163,0.7418863392668006
01165,0.3866014230985459
01166,0.5411232863040621
01167,0.3609145643070213
01169,0.43338820565958225
01170,0.6189039540724108
01171,0.4797152634042158
01173,0.6552842511993578
01174,0.6897551885480208
01175,0.9059162588978146
01177,0.9192266337525671
01179,0.21541364053595927
01180,0.835106004686069
01181,0.48182520746432306
01183,0.4223957753043019
01184,0.9120302910067775
01185,0.11033839660556902
01187,0.06314374542373752
01188,0.7286476712210859
01189,0.5260782310214382
01190,0.2785555872721857
01191,0.6038227691766825
01192,0.5449279785010293
01193,0.5209679240876045
01194,0.5865460534769168
01195,0.15222690574283362
01196,0.7805697327542349
01197,0.08997662728229128
01198,0.8619091732008483
01199,0.6481385011640143
01200,0.20849675978194304
01202,0.15879070222019412
01203,0.7325803240813091
01204,0.07574966519142019
01206,0.6731844616009803
01207,0.9018927362224102
01208,0.5401750892774049
01209,0.20008236047907263
01210,0.7088624750506445
01211,0.8381157980001821
01212,0.7230908504179158
01213,0.04175527545444863
01214,0.2255940600350323
01215,0.5552428018061774
01216,0.44244388618490493
01219,0.35386404315945774
01224,0.08176754954305988
01225,0.7893262437371891
01227,0.450776432480115
01228,0.16500322492547165
01229,0.840192028882151
01230,0.8112037176044664
01231,0.23622912541928642
01232,0.07483966502126332
01233,0.8942858548750607
01234,0.34916379236624107
01235,0.6898839150678693
01236,0.8581485063923667
01237,0.07635223855812247
01238,0.7406600480516886
01239,0.5084450975877652
01240,0.8525179837221964
01241,0.09178857430505467
01242,0.707716106329925
01243,0.4438755438066458
01244,0.06593061497175819
01245,0.8078685080333801
01246,0.12248642195388368
01247,0.5946954988026569
01248,0.7904718632686023
01249,0.8007927420634562
01250,0.6676270313535962
01252,0.8180462440954105
01254,0.1204014012526486
01255,0.09962625599724065
01257,0.07745362585428218
01258,0.3993234560332591
01259,0.8762850333776832
01260,0.9353000684142867
01261,0.9358917257922177
01262,0.6250361970379187
01263,0.4060630421341744
01264,0.8414806057960951
01265,0.07953915720910663
01266,0.8212788637865103
01267,0.1626087532934665
01268,0.584084265756754
01269,0.096446220799548
01272,0.677647456000278
01273,0.06738827994761522
01274,0.08577661845459932
01275,0.847547361600454
01276,0.7733419733792759
01277,0.3416098475437805
01279,0.401366548586434
01280,0.2612718449204107
01281,0.8882864351791749
01282,0.6434982614876869
01283,0.5061868314599826
01284,0.21398585182277574
01285,0.7263058167487257
01286,0.5518352427055729
01288,0.6933116279374264
01289,0.09792863843796003
01290,0.06875728298072428
01291,0.09533319222634348
01293,0.1910081290298238
01294,0.5491857877261471
01295,0.4035776064219112
01296,0.7463381550090168
01297,0.5744845964039378
01298,0.5982722428345494
01299,0.6235116295171833
01301,0.14470870134679112
01302,0.5381689651776236
01303,0.7302525116813698
01304,0.059058992394336235
01305,0.20310716503899812
01306,0.14819833246789604
01307,0.11739334126126752
01308,0.7459021653025099
01309,0.9327266218780501
01310,0.6083631981211609
01311,0.20005142873307408
01313,0.8302839084217579
01314,0.04868706042972116
01317,0.11221009524761313
01318,0.8699986873534308
01319,0.7099042223343422
01320,0.18902618872582547
01321,0.10230235667061459
01322,0.7055026178514374
01323,0.2339053342627247
01325,0.8452550998507504
01328,0.6594607908258245
01329,0.23020342092193655
01330,0.5566365949393821
01331,0.20500113131947828
01332,0.14712869383222382
01333,0.7164755044842375
01334,0.7485032050564127
