insee,local
01001,0.32112310638122743
01002,0.13921854553568833
01004,0.021445695973704965
01005,0.19903775536045462
01006,0.13129443853727768
01007,0.07654130770513516
01008,0.19350066788750056
01009,0.056888435649530104
01010,0.022051568991043675
01011,0.13153514975769434
01012,0.2702191137613317
01013,0.3363842079226333
01014,0.024038172461431605
01015,0.10139115794238347
01016,0.894209973702669
01017,0.20827002239056003
01019,0.10223563508074862
01021,0.25589068275732346
01022,0.07679857178976807
01023,0.8957554381156573
01024,0.5105177916867277
01025,0.3360670275993119
01026,0.7101022679355267
01027,0.29197383118003345
01028,0.45252510038806043
01029,0.378206696593047
01030,0.46505656107191673
01031,0.06052891405658947
01032,0.17157367958248515
01033,0.024618309563049952
01034,0.025575042499312778
01035,0.08966942868646005
01036,0.015598512300111682
01037,0.2822744252929675
01038,0.8347845768557025
01039,0.05484127128010439
01040,0.602169127052557
01041,0.18653723188728036
01042,0.6520645160838198
01043,0.13547048876103063
01044,0.09474707668762909
01045,0.14092429685766017
01046,0.4580472365299608
01047,0.4079278114747823
01049,0.22932612120417425
01050,0.7067305602092615
01051,0.8771803503975018
01052,0.27608437480476866
01053,0.16626402689568012
01054,0.19213096464338975
01056,0.18127328555237146
01057,0.8788451815906306
01058,0.15441074126373244
01060,0.20868083138061336
01061,0.19709646280184723
01062,0.19921163651066456
01063,0.5740711262074979
01064,0.1008652839886433
01065,0.6764152790975339
01066,0.10519107251655287
01067,0.9639770049278445
01068,0.6358901287307671
01069,0.8179215932720635
01071,0.07244607116116622
01072,0.9400545517705604
01073,0.03774993664284191
01074,0.081160701543329
01075,0.3159292654919336
01076,0.20305651417389003
01077,0.8972766676656857
01078,0.22111285222879407
01079,0.018926409249222002
01080,0.08019930077351359
01081,0.08133580456704506
01082,0.09220350352665431
01083,0.3849113973353206
01084,0.33339646882963814
01085,0.10025464846313255
01087,0.1547401013708064
01088,0.30571158526740816
01089,0.1760836112854536
01090,0.3056864837238677
01092,0.09114564118065814
01093,0.11478059996945791
01094,0.7855009853099599
