insee,local,tourisme,reseau,cumul
,0.0,0.0,0.0,0.0
01001,0.17660440147157735,0.5699450964975963,0.557460381369161,0.43466995977944484
01002,0.3307986791596263,0.7496867923038543,0.6704165845002633,0.5836340186545813
01004,0.02266581879102557,0.047822001427487625,0.5716182047667215,0.2140353416617449
01005,0.14171314699893736,0.9435521074369158,0.6404239768001214,0.5752297437453249
01006,0.13023084627389947,0.9072608982565067,0.3932658693307635,0.4769192046203899
01007,0.1289570344167998,0.043097489890080005,0.6751704044172305,0.2824083095747034
01008,0.22642510829134999,0.14308093454117962,0.4175873052419979,0.2623644493581758
01009,0.023597630782406107,0.16860903323709245,0.20458584814005956,0.13226417071985272
01010,0.022007540961278944,0.368017167115336,0.32169137548536897,0.2372386945206613
01011,0.3647638204932193,0.10625105716603446,0.39121718236762004,0.2874106866756246
01012,0.27723773281584424,0.35723227026170823,0.3969489904415506,0.3438063311730344
01013,0.28151072740056776,0.34501745814967394,0.37579169790090106,0.33410662781704764
01014,0.11154944644816078,0.5948833220689913,0.785514793629597,0.4973158540489164
01015,0.1379133062492307,0.3211032884048581,0.4072298417379059,0.2887488121306649
01016,0.8866124234810483,0.17391504503526342,0.8674592897012773,0.6426622527391963
01017,0.20034795792408255,0.3613161392649261,0.3263973896179113,0.29602049560230664
01019,0.08568855116609699,0.17265008617080257,0.2860900712689908,0.18147623620196343
01021,0.1735529053807572,0.8222857809846539,0.7564603106617254,0.5840996656757121
01022,0.10443402945744817,0.5967287295859848,0.7532593314379351,0.48480736349378933
01023,0.9016413852886739,0.30484726282798363,0.9972720263536211,0.7345868914900929
01024,0.39636344401721024,0.05917875561164019,0.686326035414361,0.3806227450144038
01025,0.3177319353773931,0.16377280715383782,0.889475526496726,0.45699342300931894
01026,0.6879856527293948,0.19153223707228362,0.900318436417533,0.5932787754064038
01027,0.5099042011072776,0.20702584165875873,0.8998171349691183,0.5389157259117182
01028,0.27658885696963714,0.6477817475620558,0.5738383271434748,0.4994029772250559
01029,0.2974975246476146,0.02719363508360672,0.32722204788870796,0.2173044025399764
01030,0.458434473124191,0.5169496051068524,0.7337034792316339,0.5696958524875592
01031,0.2672394682636375,0.6681701988095401,0.5387189846444806,0.49137621723921937
01032,0.39356113623258165,0.10718400880287181,0.7423291741873104,0.4143581064075879
01033,0.015751728615887743,0.11386921899640327,0.31852364691536983,0.1493815315092203
01034,0.01641511655142933,0.37936515808781823,0.46890029770341274,0.28822685744755344
01035,0.20203715691627505,0.7073997495660256,0.30214915636327344,0.4038620209485247
01036,0.011736709501628374,0.2502293786504885,0.22918354493695514,0.163716544363024
01037,0.20941047356001952,0.08253365798505079,0.45877986322800235,0.2502413315910242
01038,0.7154223125396378,0.07447149182325442,0.6417714748947877,0.4772217597525599
01039,0.08040848715593914,0.4665890796792847,0.39401096698834004,0.3136695112745213
01040,0.5844392940541697,0.922449843574087,0.8988290021514039,0.8019060465932202
01041,0.2501142027664436,0.13731416464651672,0.4317233736949012,0.27305058036928714
01042,0.5649272649037378,0.876671753037597,0.8429016150469893,0.761500210996108
01043,0.19280228834943952,0.8251631955227922,0.9427907257622888,0.6535854032115068
01044,0.05889447353257389,0.06231722260685596,0.2178407590935763,0.11301748507766872
01045,0.14819511702641033,0.8532529656832876,0.7318126058813701,0.5777535628636893
01046,0.4024247515987638,0.6788064213229105,0.8178941283014093,0.6330417670743612
01047,0.5884636591799817,0.09603032224180896,0.7230107679721725,0.4691682497979877
01049,0.348490004617453,0.8029867128988288,0.925156973439074,0.6922112303184519
01050,0.7272268312673204,0.9350420005846721,0.9143862662787271,0.8588850327102399
01051,0.8297121293263213,0.9094869063191768,0.7528060641003711,0.8306683665819564
01052,0.246551258453348,0.7004903192965312,0.342465722184799,0.4298357666448927
01053,0.11013845735361422,0.14229986152739008,0.8868963486044036,0.379778222495136
01054,0.4599544885677664,0.09605413765358507,0.7311154801116149,0.4290413687776555
01056,0.36036693817505766,0.6786718920671471,0.6461133074326516,0.5617173792249521
