index,insee,nom,nearlier_road,nearlier_road_dist,tmja,tmja_norm,betweeness,betweeness_stand,score_1
0,66113,Montbolo,4796,18980.409366835134,15498.0,0.06756120527306968,25215.0,10.135233992657605,0.24398940484251497
1,66202,Targasonne,4826,6341.06503658344,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.5809344546067089
2,66001,L'Albère,429,3774.3726737962247,32877.0,0.14332234777150032,0.0,0.0,0.15909370684201554
3,66117,Mont-Louis,4822,497.0270581956638,5279.0,0.023013008300202274,155527.0,11.954581058700477,0.8619851604379255
4,66072,Estavar,4826,2650.517408686531,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.7470740486706406
5,66064,Égat,4826,5724.103998054732,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.6058827165614206
6,66063,Les Cluses,428,694.6893558216113,32877.0,0.14332234777150032,5047.0,8.52674740422105,0.7516780946072198
7,66027,La Cabanasse,4823,304.6658331862027,3061.6666666666665,0.013346876380460811,160512.0,11.986130215156873,0.874014522460601
8,66123,Nyer,4815,5053.270333996165,5279.0,0.023013008300202274,120576.0,11.700043831986005,0.6277807054834109
9,66066,Enveitg,3433,3196.4946111922945,3615.0,0.01575905001046244,254847.0,12.448422567983814,0.7281611158035258
10,66003,Amélie-les-Bains-Palalda,427,16779.345273292107,32877.0,0.14332234777150032,10092.0,9.219597393238859,0.2918984037501298
11,66106,Maureillas-las-Illas,428,5178.1195873463175,32877.0,0.14332234777150032,5047.0,8.52674740422105,0.5727773480593485
12,66137,Le Perthus,429,701.1017911019575,32877.0,0.14332234777150032,0.0,0.0,0.1916771755241719
13,66194,Serralongue,4797,29732.379295782852,15498.0,0.06756120527306968,30252.0,10.317350632095335,0.12221761264899066
14,66179,Saint-Laurent-de-Cerdans,427,25276.557203067994,32877.0,0.14332234777150032,10092.0,9.219597393238859,0.17438341075343436
15,66009,Arles-sur-Tech,427,22411.97325035517,32877.0,0.14332234777150032,10092.0,9.219597393238859,0.20745693862999254
16,66060,Corsavy,4797,18495.83017175667,15498.0,0.06756120527306968,30252.0,10.317350632095335,0.2535017999708031
17,66116,Montferrer,4796,22984.187608201264,15498.0,0.06756120527306968,25215.0,10.135233992657605,0.18813637474329015
18,66206,Le Tech,4798,22050.592921622334,15498.0,0.06756120527306968,35287.0,10.471298241784776,0.2023945960391705
19,66150,Prats-de-Mollo-la-Preste,4807,20312.603902209532,3234.6666666666665,0.014101043918997466,80512.0,11.296173941051668,0.21759357774709212
20,66102,Mantet,4815,10562.809828047848,5279.0,0.023013008300202274,120576.0,11.700043831986005,0.4322004657521055
21,66155,Py,4810,11206.55228245152,586.5555555555555,0.002557000922244697,95551.0,11.467425880898862,0.40424412470476734
22,66080,Fontpédrouse,4817,5760.43212321358,5279.0,0.023013008300202274,130572.0,11.779687736319495,0.5999837353021783
23,66142,Planès,4820,3990.944572658531,5279.0,0.023013008300202274,145551.0,11.888288690061843,0.6788159931032035
24,66188,Saint-Pierre-dels-Forcats,4823,3078.431243264422,3061.6666666666665,0.013346876380460811,160512.0,11.986130215156873,0.7229691365601558
25,66181,Sainte-Léocadie,4826,1934.641774364844,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.784427576151841
26,66025,Bourg-Madame,4828,1803.5336395263064,3556.0,0.015501848364371905,185407.0,12.130314081129022,0.792724313926491
27,66100,Llo,4825,6576.9088510628735,3906.0,0.017027620841180164,170476.0,12.046355669245537,0.5711418213968769
28,66075,Eyne,4824,4970.199757281897,1953.0,0.008513810420590082,165495.0,12.016702304322886,0.6348097679441176
29,66160,Reynès,427,13148.319244222286,32877.0,0.14332234777150032,10092.0,9.219597393238859,0.3637763680538758
30,66132,Palau-de-Cerdagne,4827,6607.482868007594,3556.0,0.015501848364371905,180432.0,12.103114796710857,0.5706079073008528
31,66220,Valcebollère,4826,8570.841105401885,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.499031540146139
32,66095,Latour-de-Carol,3433,240.21910590769602,3615.0,0.01575905001046244,254847.0,12.448422567983814,0.8909217486571452
33,66067,Err,4826,7514.398982101494,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.5362874383707087
34,66130,Osséja,4826,6422.268356233345,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.5777282412600692
35,66218,Ur,3440,770.7047442206008,3046.0,0.013278579898165586,220176.0,12.302187047315838,0.8551930610543109
36,66120,Nahuja,4826,3398.5315463827746,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.7099425084343913
37,66167,Saillagouse,4826,3215.728542357318,3906.0,0.017027620841180164,175455.0,12.075143578203775,0.7188428653756573
38,66049,Céret,427,8450.992427907277,32877.0,0.14332234777150032,10092.0,9.219597393238859,0.48362897557377615
39,66148,Port-Vendres,429,26996.207666291186,32877.0,0.14332234777150032,0.0,0.0,0.038925648197992505
40,66016,Banyuls-sur-Mer,429,26259.429351419127,32877.0,0.14332234777150032,0.0,0.0,0.04070378441951544
41,66048,Cerbère,429,31718.083693714343,32877.0,0.14332234777150032,0.0,0.0,0.029235576149323955
42,34032,Béziers,415,4535.945903340876,64713.0,0.2821066122619795,1337977.0,14.106670077083713,0.7443211523426841
43,48123,Recoules-d'Aubrac,1771,25539.522270323792,14604.5,0.06366612610727489,603798.0,13.310996640075961,0.1760099690515574
44,34231,Romiguières,1790,9243.119616989563,15857.0,0.06912621189928157,566132.0,13.246584311913452,0.5096288769469629
45,34230,Les Rives,1789,4681.386157572017,10153.5,0.044262659552207574,567276.0,13.248602999570156,0.6801186121862385
46,48138,Saint-Bonnet-de-Chirac,1773,4096.117658869447,16261.0,0.07088738927251169,597753.0,13.300934577058952,0.7129574544336152
47,48092,Marvejols,1772,4720.353755849416,14750.0,0.06430041152263374,600767.0,13.305964115696664,0.6835327621629927
48,48185,Les Salelles,4452,4603.869893349723,11861.5,0.05170842923903188,0.0,0.0,0.14765686728069236
49,48005,Antrenas,1772,1197.673677586928,14750.0,0.06430041152263374,600767.0,13.305964115696664,0.8597969499564749
50,34188,Olmet-et-Villecun,1790,10255.971170907946,15857.0,0.06912621189928157,566132.0,13.246584311913452,0.4772385680292619
51,34205,Les Plans,1790,7559.036915101616,15857.0,0.06912621189928157,566132.0,13.246584311913452,0.568423644839226
52,34168,Montesquieu,1791,18974.668434404866,27264.0,0.11885331659342958,565062.0,13.2446925083372,0.2863961387910202
53,34323,Valmascle,1791,13828.553732459164,27264.0,0.11885331659342958,565062.0,13.2446925083372,0.3939349646670173
54,34156,Mérifons,1791,13860.41990381093,27264.0,0.11885331659342958,565062.0,13.2446925083372,0.39315804142949434
55,34234,Roquessels,1795,20708.631195614547,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.23873010615798845
56,34319,Vailhan,1793,16776.65595842742,32808.0,0.1430215526260724,563247.0,13.24147530746706,0.3354345882658186
57,34149,Margon,1795,10736.33198553202,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.45897849653117917
58,34214,Pouzolles,1795,11301.435656456373,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.4422881694418391
59,34139,Lieuran-lès-Béziers,1796,8202.65195945035,14069.333333333334,0.06133314733440283,562634.0,13.240386384265319,0.5429683490825572
60,34324,Valras-Plage,415,8517.90979117246,64713.0,0.2821066122619795,1337977.0,14.106670077083713,0.6001592878015297
61,34298,Sauvian,415,3089.959307664922,64713.0,0.2821066122619795,1337977.0,14.106670077083713,0.8048429649042519
62,34132,Lauroux,1790,4648.973281604206,15857.0,0.06912621189928157,566132.0,13.246584311913452,0.6864513175446192
63,34133,Lavalette,1790,12917.295527822482,15857.0,0.06912621189928157,566132.0,13.246584311913452,0.4016072902289577
64,34094,Espondeilhan,1795,9071.537543978342,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.5118994478431628
65,34105,Fouzilhon,1795,15974.52596096578,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.32559274885037026
66,34109,Gabian,1795,15607.602306716715,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.33351861325210175
67,34104,Fos,1791,21143.540040381606,27264.0,0.11885331659342958,565062.0,13.2446925083372,0.25038780974719604
68,34085,Coulobres,1795,8654.349648975627,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.5260910384075403
69,34040,Brenas,1791,16512.45753605661,27264.0,0.11885331659342958,565062.0,13.2446925083372,0.3335903624833187
70,34025,Bassan,1796,6569.932555698646,14069.333333333334,0.06133314733440283,562634.0,13.240386384265319,0.604065401303458
71,34001,Abeilhan,1795,7837.963441665601,13180.0,0.05745623212666527,562547.0,13.240231742753364,0.5550105947048729
72,34336,Villeneuve-lès-Béziers,1798,2744.9402727499028,21104.0,0.09199972100160424,562944.0,13.24093721140837,0.77941218834898
73,34037,Boujan-sur-Libron,1796,3262.9005857701327,14069.333333333334,0.06133314733440283,562634.0,13.240386384265319,0.74969148670369
74,43015,Auvers,1768,21039.73471119567,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.2372101921176587
75,43262,Vieille-Brioude,4661,2175.036089859228,9011.0,0.039282102252912045,682351.0,13.43330093270908,0.8070398561329893
76,63185,Lamontgie,1761,7376.570516023228,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.5849296935073586
77,63029,Bansat,1761,11062.850616714686,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.4601508036668446
78,48121,Prunières,1769,7615.718327959895,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.5667402749322811
79,63156,Esteil,1761,11848.59068125083,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.43720885050990355
