index,insee,nom,nearlier_road,nearlier_road_dist,tmja,tmja_norm,betweeness,betweeness_stand,score_1
80,63050,Brassac-les-Mines,1761,9072.084973167603,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.5238114599343083
81,63182,Jumeaux,1761,10596.930396936448,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.4743192842388217
82,63022,Auzat-la-Combelle,1761,7563.988567686506,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.5778375352870037
83,43006,Ally,1764,16366.319330687755,16479.0,0.07183772755806654,625439.0,13.34621068102678,0.32294704340076985
84,43031,Blassac,4661,11468.836208651739,9011.0,0.039282102252912045,682351.0,13.43330093270908,0.434208511658825
85,43175,Saint-Cirgues,4660,13823.347783083096,9011.0,0.039282102252912045,677580.0,13.426284381785173,0.371031119507653
86,43169,Saint-Austremoine,4661,16929.936760991997,9011.0,0.039282102252912045,682351.0,13.43330093270908,0.3016591746019363
87,43082,Cronce,4657,20202.94270764426,9011.0,0.039282102252912045,663255.0,13.404916318321677,0.24229948542790763
88,43151,Pinols,4657,21391.207021613143,9011.0,0.039282102252912045,663255.0,13.404916318321677,0.22383819484064668
89,43065,Chastel,1767,18321.37006422448,15449.0,0.06734759712631652,616064.0,13.331107756429388,0.2830513475540284
90,43038,Bournoncle-Saint-Pierre,4662,3723.752648645542,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.7245141802348343
91,43022,Beaumont,4662,3457.641057615331,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.7377400114620789
92,43207,Saint-Laurent-Chabreuges,4662,6156.585250050457,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.614075890372522
93,43147,Paulhac,4662,4399.120511602748,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.6920028990706838
94,43133,Mercœur,1763,13697.678523378232,5493.0,0.02394590918602218,628638.0,13.351312444055464,0.368258675002398
95,43016,Auzon,4662,6706.960496264512,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.591525190879044
96,43261,Vézézoux,4662,8196.711846287595,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.5345534235845717
97,43206,Saint-Just-près-Brioude,4661,10387.468833099885,9011.0,0.039282102252912045,682351.0,13.43330093270908,0.46668123650229554
98,43074,Cohade,4662,1730.9044296031805,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.8296253527263585
99,43258,Vergongheon,4662,5278.302405586951,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.6518560623315246
100,48179,Saint-Privat-du-Fau,1769,13460.519840756573,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.3875407724616536
101,48077,Julianges,1768,10833.524439678073,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.46024045014259857
102,43185,Sainte-Florine,4662,9415.626266562007,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.4920451341119788
103,48177,Saint-Pierre-le-Vieux,1769,4393.989277011524,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.6988290193923881
104,15048,Chazelles,1764,18974.973814857727,16479.0,0.07183772755806654,625439.0,13.34621068102678,0.2728137078459083
105,15051,Clavières,1767,13638.887139776803,15449.0,0.06734759712631652,616064.0,13.331107756429388,0.3836435528598311
106,15107,Lorcières,1768,9512.90237776924,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.5014539150109485
107,48089,Le Malzieu-Forain,1769,14006.934831126573,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.3740121880156336
108,48090,Le Malzieu-Ville,1769,8259.92470708562,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.5434888558358755
109,48169,Saint-Léger-du-Malzieu,1769,8839.661848291216,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.5233809679711933
110,48140,Saint-Chély-d'Apcher,1769,2666.4434715479406,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.781915148389461
111,48128,Rimeize,1770,3316.9417536718906,14459.0,0.06303184069191602,606838.0,13.316018795979845,0.7489807463087855
112,48063,Fontans,1770,10004.215459788538,14459.0,0.06303184069191602,606838.0,13.316018795979845,0.4842839040802442
113,05139,Le Dévoluy,4337,15142.53386757871,3170.0,0.013819139289949083,1900.0,7.550135342488429,0.2661818398243955
114,59216,Eswars,67,1464.9565860845373,31128.0,0.13569784473739277,78486.0,11.27068828496092,0.7969031909205351
115,59042,Bachy,800,8627.220731776171,52943.0,0.23079706354188465,5906.0,8.683893367307235,0.4855951123055722
116,59638,Wannehain,859,8549.480170521667,10772.0,0.04695891748622445,20898.0,9.947456589918252,0.47170524079115206
117,89342,Saint-Denis-lès-Sens,671,2319.3549710783523,12877.0,0.05613534909674269,34523.0,10.449410013339548,0.7269826732807513
118,63107,Chavaroux,2017,4079.384161856095,9682.333333333334,0.04220867917509474,254848.0,12.4484264918837,0.6904471118759965
119,59341,Lesdain,837,12659.635292981817,19377.0,0.08447112366603891,182132.0,12.11249246840788,0.39895882457515175
120,02428,Licy-Clignon,115,5999.605903972931,21362.0,0.09312443328450862,1549631.0,14.253528041352153,0.6528572553309968
121,02225,Courchamps,115,7563.985798482916,21362.0,0.09312443328450862,1549631.0,14.253528041352153,0.591204280854709
122,02087,Bieuxy,3742,7206.438621588677,8124.0,0.03541535886168654,20176.0,9.912298620814678,0.5121453141430189
123,02268,Domptin,115,4592.452073127088,21362.0,0.09312443328450862,1549631.0,14.253528041352153,0.7137878165228367
124,03267,Saulcet,2616,11668.51179953751,8327.0,0.03630030689823534,20176.0,9.912298620814678,0.3801504042976859
125,02474,Mennessis,843,13507.631796042726,20574.0,0.08968926553672317,324188.0,12.689081958035047,0.386410887930309
126,02744,Torcy-en-Valois,115,3601.460721558151,21362.0,0.09312443328450862,1549631.0,14.253528041352153,0.7600804097762774
127,02443,Lucy-le-Bocage,115,1510.679052474637,21362.0,0.09312443328450862,1549631.0,14.253528041352153,0.8678337096285736
128,02451,Magny-la-Fosse,840,5605.778200977826,19377.0,0.08447112366603891,192159.0,12.166083637313811,0.6273003392408468
129,02363,Guny,3742,14214.57812221229,8124.0,0.03541535886168654,20176.0,9.912298620814678,0.32036352775567234
130,02212,Condren,843,17020.01493223072,20574.0,0.08968926553672317,324188.0,12.689081958035047,0.3090428467209388
131,02030,Aubencheul-aux-Bois,839,9061.518171239271,19377.0,0.08447112366603891,187545.0,12.141779427636635,0.5025888588722486
132,02043,Bagneux,3743,8689.088659826728,8124.0,0.03541535886168654,15135.0,9.62483129129166,0.4586127241324126
133,02767,Vauxrezis,3743,4311.032559987022,8124.0,0.03541535886168654,15135.0,9.62483129129166,0.6147957895263327
134,02812,Villers-Hélon,2355,6753.043488109253,15482.0,0.06749145567412987,672346.0,13.418529855280285,0.6015523688550906
135,63188,Laps,1759,9771.673638255063,34053.5,0.14845112296854293,1084664.0,13.896781741521455,0.5242751275480019
136,63059,Busséol,1758,10534.267552417761,38324.0,0.16706772686057056,1087696.0,13.899573174964688,0.5058354484212436
137,63052,Le Breuil-sur-Couze,1761,1106.3396166332889,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.8797313639259046
138,63325,Saint-Bonnet-lès-Allier,2286,7458.580384949657,14317.099999999999,0.06241324893631861,0.0,0.0,0.1229403624452729
139,63275,Perrier,1759,6272.032802572204,34053.5,0.14845112296854293,1084664.0,13.896781741521455,0.6475767186707289
140,63422,Solignat,1759,9097.05171255884,34053.5,0.14845112296854293,1084664.0,13.896781741521455,0.5460624663126996
141,63202,Madriat,1761,10523.894622828566,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.4765794937994549
142,63222,Meilhaud,1759,9000.179826709926,34053.5,0.14845112296854293,1084664.0,13.896781741521455,0.5492644803980951
143,63017,Augnat,1761,11368.372078772112,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.4510905484562503
144,63357,Saint-Hérent,1761,13486.704575534339,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.39299123720793805
145,63458,Villeneuve,1761,8116.8783527540445,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.5574124996616703
146,63356,Saint-Gervazy,1762,9545.682186556858,8296.666666666666,0.036168073283578614,1199709.0,13.997590418885467,0.5007342048050709
147,63005,Antoingt,1761,8997.622520141456,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.5263563838590039
148,63166,Gignat,1761,4872.930851286882,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.6884562753432437
149,63036,Bergonne,1761,6163.339348879891,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.6329934182141241
150,63209,Mareugheol,1761,11166.926852373219,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.45704416190024794
151,63046,Boudes,1761,9074.788740604929,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.523719284390223
152,63074,Chalus,1761,5990.537904541365,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.6401532169748604
153,63114,Collanges,1761,6812.364998330331,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.6068098012395078
154,63352,Saint-Germain-Lembron,1761,3213.3352374542505,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.7669899700092878
155,63268,Pardines,1759,6324.818211235219,34053.5,0.14845112296854293,1084664.0,13.896781741521455,0.6455169120864274
156,43247,Torsiac,1762,7294.197893966081,8296.666666666666,0.036168073283578614,1199709.0,13.997590418885467,0.5821272266692956
157,43121,Léotoing,1762,3398.1215698502933,8296.666666666666,0.036168073283578614,1199709.0,13.997590418885467,0.7554533329974876
158,43088,Espalem,1762,4184.393205969545,8296.666666666666,0.036168073283578614,1199709.0,13.997590418885467,0.7167450335896935
159,43103,Grenier-Montgon,1763,2641.0209205432498,5493.0,0.02394590918602218,628638.0,13.351312444055464,0.7784089342150045
160,43033,Blesle,1763,6903.865651677628,5493.0,0.02394590918602218,628638.0,13.351312444055464,0.583289800416293
161,48012,Les Monts-Verts,1768,4456.498346340121,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.6963692882369482
162,48190,Termes,1768,9955.930574533213,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.48723228186405454
163,48059,La Fage-Saint-Julien,1769,7669.249696669565,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.5647708380615241
164,48001,Albaret-le-Comtal,1768,10371.398420551688,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.47426206029813933
165,48025,Les Bessons,1770,5098.413766757895,14459.0,0.06303184069191602,606838.0,13.316018795979845,0.6668418106933759
166,15207,Saint-Poncy,1764,3287.15108673908,16479.0,0.07183772755806654,625439.0,13.34621068102678,0.7524282371661666
167,15203,Saint-Mary-le-Plain,1764,3051.4462498225603,16479.0,0.07183772755806654,625439.0,13.34621068102678,0.763985211244461
168,15245,Vabres,1766,7608.98960266672,14332.0,0.06247820325033131,619158.0,13.336117384595095,0.566334459214015
169,15168,Ruynes-en-Margeride,1767,6006.54629647661,15449.0,0.06734759712631652,616064.0,13.331107756429388,0.6297773973682192
170,15259,Vieillespesse,1765,5271.012113491668,16488.0,0.07187696170747018,622283.0,13.341151859154945,0.6617414323672712
171,15097,Lastic,1764,9084.449611346427,16479.0,0.07183772755806654,625439.0,13.34621068102678,0.5171846097682766
172,15034,Chaliers,1767,5208.134155878946,15449.0,0.06734759712631652,616064.0,13.331107756429388,0.6632925703178337
173,15119,Massiac,3061,949.4252346690245,6674.666666666667,0.02909720769105578,0.0,0.0,0.18761067625102001
174,15042,La Chapelle-Laurent,1764,7894.217304956469,16479.0,0.07183772755806654,625439.0,13.34621068102678,0.5585650428198425
175,15130,Montchamp,1766,10303.631052964416,14332.0,0.06247820325033131,619158.0,13.336117384595095,0.4750356537867022
176,15005,Anglards-de-Saint-Flour,1767,4766.068316380778,15449.0,0.06734759712631652,616064.0,13.331107756429388,0.6826104964728067
177,15237,Tiviers,1765,6079.435469555756,16488.0,0.07187696170747018,622283.0,13.341151859154945,0.6280355947914636
178,63255,Nonette-Orsonnette,1761,3022.1120475014172,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.7765960319606858
179,63270,Parentignat,1760,3144.2241039769474,29783.0,0.1298345190765153,1081650.0,13.893999135526062,0.7796227869668884
180,63287,Les Pradeaux,1760,5176.637113960693,29783.0,0.1298345190765153,1081650.0,13.893999135526062,0.6882297979516149
181,63445,Vassel,2018,8468.574676092929,29047.0,0.12662603752528423,249900.0,12.428820118415677,0.53754536933243
182,63096,Chas,2018,9956.240330796685,29047.0,0.12662603752528423,249900.0,12.428820118415677,0.49052968060068536
183,63280,Pignols,1759,8796.38639214489,34053.5,0.14845112296854293,1084664.0,13.896781741521455,0.5560621223358989
184,63091,Charbonnier-les-Mines,1761,6740.255796483648,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.6096645800065787
185,63031,Beaulieu,1761,4503.0877764571505,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.7052304547412879
186,63453,Vertaizon,2018,7302.869175995195,29047.0,0.12662603752528423,249900.0,12.428820118415677,0.5775137280196515
187,63106,Chauriat,2286,9257.857701428791,14317.099999999999,0.06241324893631861,0.0,0.0,0.10932331166343681
188,43191,Saint-Géron,1762,3860.9176760594414,8296.666666666666,0.036168073283578614,1199709.0,13.997590418885467,0.7324236847238539
189,43120,Lempdes-sur-Allagnon,1762,6029.889657533987,8296.666666666666,0.036168073283578614,1199709.0,13.997590418885467,0.6335033176318611
190,43099,Frugerès-les-Mines,4662,8070.226288922413,4505.5,0.019641051126456022,687120.0,13.440265683788914,0.5391695603357497
191,48026,Blavignac,1769,4271.336278268675,15119.0,0.06590901164818302,609895.0,13.321043729810835,0.7044251461089145
192,63111,Clémensat,1758,12097.490145119957,38324.0,0.16706772686057056,1087696.0,13.899573174964688,0.46098623759535834
193,48106,Noalhac,1768,16588.528001778854,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.3167183386273436
194,63335,Saint-Diéry,1757,20189.33312164472,48339.5,0.2107287961219223,1090746.0,13.902373340580974,0.2977030685848727
195,63220,Mazoires,4855,20826.360911171112,3545.0,0.015453895515100789,21.0,3.091042453358316,0.13312232837368387
196,63435,Tourzel-Ronzières,1759,14825.195508410876,34053.5,0.14845112296854293,1084664.0,13.896781741521455,0.3864534822244583
197,63409,Saurier,1757,17815.457280233433,48339.5,0.2107287961219223,1090746.0,13.902373340580974,0.34104073821493963
198,63342,Saint-Floret,1758,14937.063013970457,38324.0,0.16706772686057056,1087696.0,13.899573174964688,0.38944385703148443
199,63087,La Chapelle-Marcousse,1761,20342.25877105065,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.2515304602947781
200,63134,Dauzat-sur-Vodable,1761,19820.913331860247,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.2602123701661015
201,63299,Rentières,1761,16625.814901989495,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.32036623424706906
202,63097,Chassagne,1758,21128.925348123157,38324.0,0.16706772686057056,1087696.0,13.899573174964688,0.2696086322283294
203,63466,Vodable,1761,14424.296920656732,14891.5,0.06491725953825765,1078638.0,13.89121061921415,0.36972522175087624
204,43182,Saint-Étienne-sur-Blesle,4855,8412.973734613815,3545.0,0.015453895515100789,21.0,3.091042453358316,0.31063054914831173
205,48161,Saint-Juéry,1768,18091.14675192888,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.28727247492587593
206,48071,Grandvals,1771,24318.330083606186,14604.5,0.06366612610727489,603798.0,13.310996640075961,0.1905892664439227
207,48044,Chauchailles,1768,20704.441709294093,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.24243191988015866
208,15187,Saint-Flour,1766,4949.276221599622,14332.0,0.06247820325033131,619158.0,13.336117384595095,0.6736435528538459
209,15073,Fridefont,1767,12274.57957766535,15449.0,0.06734759712631652,616064.0,13.331107756429388,0.41918548045036197
210,15007,Anterrieux,1768,20741.61541504155,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.24184737059721273
211,15002,Alleuze,1766,9342.90492554894,14332.0,0.06247820325033131,619158.0,13.336117384595095,0.5057621020544968
212,15055,Coren,1765,1507.3048927686466,16488.0,0.07187696170747018,622283.0,13.341151859154945,0.8440918553124995
213,15013,Auriac-l'Église,4855,4001.788415976132,3545.0,0.015453895515100789,21.0,3.091042453358316,0.4197717263689492
214,15105,Leyvaux,4855,11781.651134122936,3545.0,0.015453895515100789,21.0,3.091042453358316,0.24681989207019653
215,15151,Peyrusse,4853,5539.012412561686,3545.0,0.015453895515100789,57.0,4.060443010546419,0.41316335640808305
216,15126,Molèdes,4854,9363.304456900216,3545.0,0.015453895515100789,40.0,3.713572066704308,0.30894994661810593
217,15098,Laurie,4855,8512.647467933277,3545.0,0.015453895515100789,21.0,3.091042453358316,0.30852428143327526
218,15043,Charmensac,4854,3847.984273556173,3545.0,0.015453895515100789,40.0,3.713572066704308,0.45018298752937935
219,15121,Maurines,1767,15778.483827977607,15449.0,0.06734759712631652,616064.0,13.331107756429388,0.33387481898258264
220,15127,Molompize,4855,1176.2029796549807,3545.0,0.015453895515100789,21.0,3.091042453358316,0.509069758901459
221,15004,Andelat,1765,7191.002894997914,16488.0,0.07187696170747018,622283.0,13.341151859154945,0.5844758578539055
222,15262,Villedieu,1766,9131.424727819503,14332.0,0.06247820325033131,619158.0,13.336117384595095,0.5127883064965891
223,15069,Ferrières-Saint-Mary,4854,2290.547464670847,3545.0,0.015453895515100789,40.0,3.713572066704308,0.5006786723681315
224,15231,Talizat,4853,4840.438909995154,3545.0,0.015453895515100789,57.0,4.060443010546419,0.4333421344007966
225,15161,Rézentières,1765,5566.915850222356,16488.0,0.07187696170747018,622283.0,13.341151859154945,0.6491993170226612
226,48064,Fournels,1768,14472.952185663662,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.36336239153282573
227,48031,Brion,1771,22018.53841415302,14604.5,0.06366612610727489,603798.0,13.310996640075961,0.22140388719333695
228,48007,Arzenc-d'Apcher,1768,14499.733200233512,15449.0,0.06734759712631652,612973.0,13.326077799663206,0.3627309851320661
229,59161,Crèvecœur-sur-l'Escaut,837,11053.267706917766,19377.0,0.08447112366603891,182132.0,12.11249246840788,0.44209743747557845
230,89348,Saint-Julien-du-Sault,227,12220.959366174997,34294.0,0.1494995466276069,1811907.0,14.409890991669156,0.4590616057498336
