id,insee,score_2,last_updated
43495,25186,0.000334032,2023-11-20
43496,25187,4.29623e-06,2023-11-20
43497,25188,0.020926933,2023-11-20
43498,25189,6.44434e-06,2023-11-20
43499,25190,0.000627249,2023-11-20
43500,25191,0.021770068,2023-11-20
43501,25192,7.84062e-05,2023-11-20
43502,25193,6.87397e-05,2023-11-20
43503,25194,0.0,2023-11-20
43504,25195,0.032650269,2023-11-20
43505,25196,0.000527362,2023-11-20
43506,25197,0.0,2023-11-20
43507,25198,4.29623e-06,2023-11-20
43508,25199,0.000122443,2023-11-20
43509,25200,0.000334032,2023-11-20
43510,25201,0.000668064,2023-11-20
43511,25202,0.000184738,2023-11-20
43512,25203,5.37029e-06,2023-11-20
43513,25204,0.000701359,2023-11-20
43514,25207,0.002651848,2023-11-20
43515,25208,0.00060362,2023-11-20
43516,25209,0.000120294,2023-11-20
43517,25210,4.29623e-06,2023-11-20
43518,25211,6.55175e-05,2023-11-20
43519,25212,0.0313614,2023-11-20
43520,25213,6.87397e-05,2023-11-20
43521,25214,0.021772216,2023-11-20
43522,25215,0.027256353,2023-11-20
43523,25216,7.62581e-05,2023-11-20
43524,25217,1.18146e-05,2023-11-20
43525,25218,0.000165405,2023-11-20
43526,25219,0.000749692,2023-11-20
43527,25220,0.000107406,2023-11-20
43528,25221,0.000195478,2023-11-20
43529,25222,0.000759359,2023-11-20
43530,25223,0.000167553,2023-11-20
43531,25224,0.021768994,2023-11-20
43532,25225,0.014376257,2023-11-20
43533,25226,6.12213e-05,2023-11-20
43534,25227,0.000747544,2023-11-20
43535,25228,0.021091264,2023-11-20
43536,25229,0.000314699,2023-11-20
43537,25230,0.021342593,2023-11-20
43538,25231,0.000104184,2023-11-20
43539,25232,3.22217e-05,2023-11-20
43540,25233,0.000759359,2023-11-20
43541,25234,0.0,2023-11-20
43542,25235,0.033624439,2023-11-20
43543,25236,7.5184e-05,2023-11-20
43544,25237,0.020641234,2023-11-20
43545,25238,0.0,2023-11-20
43546,25239,7.84062e-05,2023-11-20
43547,25240,0.000263144,2023-11-20
43548,25241,4.83326e-05,2023-11-20
43549,25242,0.0,2023-11-20
43550,25243,0.000221256,2023-11-20
43551,25244,0.000136405,2023-11-20
43552,25245,0.001331831,2023-11-20
43553,25246,0.024519655,2023-11-20
43554,25247,0.000577843,2023-11-20
43555,25248,6.22953e-05,2023-11-20
43556,25249,0.00018796,2023-11-20
43557,25251,0.02735624,2023-11-20
43558,25252,0.000431771,2023-11-20
43559,25253,0.000154664,2023-11-20
43560,25254,0.00026207,2023-11-20
43561,25255,0.0,2023-11-20
43562,25256,6.87397e-05,2023-11-20
43563,25257,1.18146e-05,2023-11-20
43564,25258,0.032895154,2023-11-20
43565,25259,0.000843135,2023-11-20
43566,25261,0.0,2023-11-20
43567,25262,0.000219108,2023-11-20
43568,25263,0.000417808,2023-11-20
43569,25264,4.29623e-06,2023-11-20
43570,25265,0.030626745,2023-11-20
43571,25266,6.12213e-05,2023-11-20
43572,25267,0.000873209,2023-11-20
43573,25268,5.37029e-06,2023-11-20
43574,25269,0.0,2023-11-20
43575,25270,0.000356587,2023-11-20
43576,25271,9.66652e-06,2023-11-20
43577,25273,6.55175e-05,2023-11-20
43578,25274,0.0,2023-11-20
43579,25275,0.0,2023-11-20
43580,25276,0.024546506,2023-11-20
43581,25277,0.000593954,2023-11-20
43582,25278,6.98137e-05,2023-11-20
43583,25279,0.000572473,2023-11-20
43584,25280,0.0,2023-11-20
43585,25281,0.018710079,2023-11-20
43586,25282,0.000578917,2023-11-20
43587,25283,0.000271737,2023-11-20
43588,25284,0.021093412,2023-11-20
43589,25285,0.000164331,2023-11-20
43590,25286,6.44434e-06,2023-11-20
43591,25287,0.032651343,2023-11-20
43592,25288,0.000241663,2023-11-20
43593,25289,0.000313625,2023-11-20
43594,25290,0.0,2023-11-20
43595,25293,0.000890394,2023-11-20
43596,25295,0.000593954,2023-11-20
43597,25296,0.000106332,2023-11-20
43598,25297,0.000873209,2023-11-20
43599,25298,0.02735624,2023-11-20
43600,25299,0.000202997,2023-11-20
43601,25300,0.000758284,2023-11-20
43602,25301,0.000214811,2023-11-20
43603,25303,0.000105258,2023-11-20
43604,25304,5.37029e-05,2023-11-20
43605,25305,0.00075721,2023-11-20
43606,25306,0.024519655,2023-11-20
43607,25307,0.000177219,2023-11-20
43608,25308,0.000249181,2023-11-20
43609,25309,0.000686323,2023-11-20
43610,25310,0.000555288,2023-11-20
43611,25311,0.018714375,2023-11-20
43612,25312,0.026015817,2023-11-20
43613,25313,0.026110334,2023-11-20
43614,25314,0.0,2023-11-20
43615,25315,0.023314562,2023-11-20
43616,25316,0.000165405,2023-11-20
43617,25317,0.000190108,2023-11-20
43618,25318,0.000177219,2023-11-20
43619,25320,0.000657323,2023-11-20
43620,25321,0.000156812,2023-11-20
43621,25322,0.00344128,2023-11-20
43622,25323,0.0,2023-11-20
43623,25324,9.4517e-05,2023-11-20
43624,25325,5.37029e-06,2023-11-20
43625,25326,0.014333295,2023-11-20
43626,25327,0.022981605,2023-11-20
43627,25328,0.001049354,2023-11-20
43628,25329,5.5851e-05,2023-11-20
43629,25330,0.000315773,2023-11-20
43630,25331,6.55175e-05,2023-11-20
43631,25332,0.012979983,2023-11-20
43632,25333,5.37029e-06,2023-11-20
43633,25334,0.000306106,2023-11-20
43634,25335,8.05543e-05,2023-11-20
43635,25336,0.000363031,2023-11-20
43636,25338,0.000139627,2023-11-20
43637,25339,6.55175e-05,2023-11-20
43638,25340,0.000311477,2023-11-20
43639,25341,9.23689e-05,2023-11-20
43640,25342,0.000315773,2023-11-20
43641,25343,1.28887e-05,2023-11-20
43642,25344,0.0,2023-11-20
43643,25345,0.0187713,2023-11-20
43644,25346,0.000107406,2023-11-20
43645,25347,6.76656e-05,2023-11-20
43646,25348,0.000390957,2023-11-20
43647,25349,0.000214811,2023-11-20
43648,25350,4.29623e-06,2023-11-20
43649,25351,6.22953e-05,2023-11-20
43650,25354,0.026016891,2023-11-20
43651,25355,6.98137e-05,2023-11-20
43652,25356,6.87397e-05,2023-11-20
43653,25357,0.000105258,2023-11-20
43654,25359,0.000143924,2023-11-20
43655,25360,0.000155738,2023-11-20
43656,25361,0.000626175,2023-11-20
43657,25362,0.000615435,2023-11-20
43658,25364,0.000874283,2023-11-20
43659,25365,0.023287711,2023-11-20
43660,25366,6.87397e-05,2023-11-20
43661,25367,0.021578886,2023-11-20
43662,25368,0.029015659,2023-11-20
43663,25369,4.29623e-06,2023-11-20
43664,25370,0.021850622,2023-11-20
43665,25371,0.031516064,2023-11-20
43666,25372,6.12213e-05,2023-11-20
43667,25373,6.22953e-05,2023-11-20
43668,25374,0.034150727,2023-11-20
43669,25375,0.000904356,2023-11-20
43670,25376,0.019046259,2023-11-20
43671,25377,0.000576769,2023-11-20
43672,25378,0.0,2023-11-20
43673,25379,0.000285699,2023-11-20
43674,25380,0.000177219,2023-11-20
43675,25381,0.0313614,2023-11-20
43676,25382,0.029015659,2023-11-20
43677,25383,0.031066034,2023-11-20
43678,25384,0.000570324,2023-11-20
43679,25385,7.62581e-05,2023-11-20
43680,25386,0.0,2023-11-20
43681,25387,0.000136405,2023-11-20
43682,25388,0.021375889,2023-11-20
43683,25389,6.22953e-05,2023-11-20
43684,25390,0.000105258,2023-11-20
43685,25391,5.5851e-05,2023-11-20
43686,25392,6.87397e-05,2023-11-20
43687,25393,7.94802e-05,2023-11-20
43688,25394,4.29623e-06,2023-11-20
43689,25395,0.001147093,2023-11-20
43690,25397,0.019799173,2023-11-20
43691,25398,0.000105258,2023-11-20
43692,25400,0.000167553,2023-11-20
43693,25401,9.98873e-05,2023-11-20
43694,25402,0.0,2023-11-20
43695,25403,0.000156812,2023-11-20
43696,25404,0.000423179,2023-11-20
43697,25405,0.000585361,2023-11-20
43698,25406,0.000202997,2023-11-20
43699,25408,0.0,2023-11-20
43700,25410,0.001158908,2023-11-20
43701,25411,0.000209441,2023-11-20
43702,25413,0.000367328,2023-11-20
43703,25414,0.000123517,2023-11-20
43704,25415,0.000611139,2023-11-20
43705,25416,0.000120294,2023-11-20
43706,25417,0.00075721,2023-11-20
43707,25418,0.0,2023-11-20
43708,25419,0.000576769,2023-11-20
43709,25420,0.000423179,2023-11-20
43710,25421,6.44434e-06,2023-11-20
43711,25422,7.73321e-05,2023-11-20
43712,25424,0.000779766,2023-11-20
43713,25425,0.000115998,2023-11-20
43714,25426,7.94802e-05,2023-11-20
43715,25427,0.0315891,2023-11-20
43716,25428,0.020954858,2023-11-20
43717,25429,0.028989881,2023-11-20
43718,25430,0.0,2023-11-20
43719,25431,6.12213e-05,2023-11-20
43720,25432,0.000221256,2023-11-20
43721,25433,6.87397e-05,2023-11-20
43722,25434,0.000167553,2023-11-20
43723,25435,0.000171849,2023-11-20
43724,25436,4.29623e-06,2023-11-20
43725,25437,0.0,2023-11-20
43726,25438,0.019658471,2023-11-20
43727,25439,0.027256353,2023-11-20
43728,25440,0.00059288,2023-11-20
43729,25441,4.29623e-06,2023-11-20
43730,25442,0.000475807,2023-11-20
43731,25443,0.000244885,2023-11-20
43732,25444,0.000168627,2023-11-20
43733,25445,0.000271737,2023-11-20
43734,25446,0.000109554,2023-11-20
43735,25447,0.000773321,2023-11-20
43736,25448,0.03185117,2023-11-20
43737,25449,0.0,2023-11-20
43738,25450,0.000316847,2023-11-20
43739,25451,0.000366254,2023-11-20
43740,25452,7.73321e-05,2023-11-20
43741,25453,5.37029e-06,2023-11-20
43742,25454,0.032445124,2023-11-20
43743,25455,0.012979983,2023-11-20
43744,25456,6.22953e-05,2023-11-20
43745,25457,0.000214811,2023-11-20
43746,25458,0.0,2023-11-20
43747,25459,0.000650879,2023-11-20
43748,25460,0.000294292,2023-11-20
43749,25461,0.023353228,2023-11-20
43750,25462,0.000794802,2023-11-20
43751,25463,7.73321e-05,2023-11-20
43752,25464,0.000337254,2023-11-20
43753,25465,0.000714248,2023-11-20
43754,25466,0.032695379,2023-11-20
43755,25467,0.032967116,2023-11-20
43756,25468,0.028932956,2023-11-20
43757,25469,0.0,2023-11-20
43758,25470,0.023013826,2023-11-20
43759,25471,4.29623e-06,2023-11-20
43760,25472,0.00055314,2023-11-20
43761,25473,0.001049354,2023-11-20
43762,25474,0.027256353,2023-11-20
43763,25475,0.000315773,2023-11-20
43764,25476,4.29623e-06,2023-11-20
43765,25477,0.019810987,2023-11-20
43766,25478,4.29623e-06,2023-11-20
43767,25479,0.023314562,2023-11-20
43768,25481,0.000165405,2023-11-20
43769,25482,1.18146e-05,2023-11-20
43770,25483,0.000366254,2023-11-20
43771,25485,7.62581e-05,2023-11-20
43772,25486,0.000600398,2023-11-20
43773,25487,0.00055314,2023-11-20
43774,25488,0.000186886,2023-11-20
43775,25489,6.01472e-05,2023-11-20
43776,25490,0.028834143,2023-11-20
43777,25491,0.0,2023-11-20
43778,25492,0.025999706,2023-11-20
43779,25493,0.000645508,2023-11-20
43780,25494,0.000417808,2023-11-20
43781,25495,0.018838966,2023-11-20
43782,25496,4.40364e-05,2023-11-20
43783,25497,0.0,2023-11-20
43784,25498,0.0,2023-11-20
43785,25499,0.000576769,2023-11-20
43786,25500,0.00026744,2023-11-20
43787,25501,0.000338328,2023-11-20
43788,25502,0.019629472,2023-11-20
43789,25503,0.0,2023-11-20
43790,25504,6.22953e-05,2023-11-20
43791,25505,0.000649805,2023-11-20
43792,25506,0.027256353,2023-11-20
43793,25507,0.000106332,2023-11-20
43794,25508,0.027256353,2023-11-20
43795,25510,0.000117072,2023-11-20
43796,25511,5.90732e-05,2023-11-20
43797,25512,6.22953e-05,2023-11-20
43798,25513,0.000355513,2023-11-20
43799,25514,0.000400623,2023-11-20
43800,25515,0.000691693,2023-11-20
43801,25516,0.023326377,2023-11-20
43802,25517,0.00059288,2023-11-20
43803,25518,0.027256353,2023-11-20
43804,25519,0.000136405,2023-11-20
43805,25520,0.000166479,2023-11-20
43806,25521,4.29623e-06,2023-11-20
43807,25522,6.22953e-05,2023-11-20
43808,25523,4.29623e-06,2023-11-20
43809,25524,0.023075048,2023-11-20
43810,25525,0.000557436,2023-11-20
43811,25526,0.021281372,2023-11-20
43812,25527,0.03395847,2023-11-20
43813,25528,0.000234144,2023-11-20
43814,25529,4.29623e-06,2023-11-20
43815,25532,0.000873209,2023-11-20
43816,25533,0.00011922,2023-11-20
43817,25534,0.000373772,2023-11-20
43818,25535,0.000901134,2023-11-20
43819,25536,0.0,2023-11-20
43820,25537,0.000157886,2023-11-20
43821,25538,0.027256353,2023-11-20
43822,25539,0.000107406,2023-11-20
43823,25540,4.29623e-06,2023-11-20
43824,25541,0.00029107,2023-11-20
43825,25542,0.032903746,2023-11-20
43826,25544,0.0,2023-11-20
43827,25545,1.8259e-05,2023-11-20
43828,25546,0.000198701,2023-11-20
43829,25547,0.021234113,2023-11-20
43830,25548,7.73321e-05,2023-11-20
43831,25549,0.000390957,2023-11-20
43832,25550,0.000214811,2023-11-20
43833,25551,7.94802e-05,2023-11-20
43834,25552,0.023042826,2023-11-20
43835,25553,7.08878e-05,2023-11-20
43836,25554,4.29623e-06,2023-11-20
43837,25555,0.021139596,2023-11-20
43838,25556,0.0,2023-11-20
43839,25557,0.030684744,2023-11-20
43840,25558,0.000895764,2023-11-20
43841,25559,6.87397e-05,2023-11-20
43842,25560,0.029003844,2023-11-20
43843,25561,0.019736877,2023-11-20
43844,25562,5.37029e-05,2023-11-20
43845,25563,0.028834143,2023-11-20
43846,25564,0.019596176,2023-11-20
43847,25565,0.00029644,2023-11-20
43848,25566,0.027252057,2023-11-20
43849,25567,0.000554214,2023-11-20
43850,25569,0.000876431,2023-11-20
43851,25570,0.000570324,2023-11-20
43852,25571,1.28887e-05,2023-11-20
43853,25572,0.000554214,2023-11-20
43854,25573,0.0,2023-11-20
43855,25574,0.000543473,2023-11-20
43856,25575,0.0,2023-11-20
43857,25578,0.000864616,2023-11-20
43858,25579,0.027256353,2023-11-20
43859,25580,0.021581034,2023-11-20
43860,25582,2.14811e-06,2023-11-20
43861,25583,0.0,2023-11-20
43862,25584,7.84062e-05,2023-11-20
43863,25586,0.000107406,2023-11-20
43864,25588,0.0,2023-11-20
43865,25589,0.0,2023-11-20
43866,25590,9.4517e-05,2023-11-20
43867,25591,0.0,2023-11-20
43868,25592,0.000620805,2023-11-20
43869,25594,0.019630546,2023-11-20
43870,25595,4.29623e-06,2023-11-20
43871,25596,0.00010311,2023-11-20
43872,25597,0.0,2023-11-20
43873,25598,0.029015659,2023-11-20
43874,25599,0.027256353,2023-11-20
43875,25600,0.000214811,2023-11-20
43876,25601,0.000385587,2023-11-20
43877,25602,0.026096371,2023-11-20
43878,25604,0.026004002,2023-11-20
43879,25605,0.000747544,2023-11-20
43880,25607,4.29623e-06,2023-11-20
43881,25608,4.29623e-06,2023-11-20
43882,25609,0.0,2023-11-20
43883,25611,0.000873209,2023-11-20
43884,25612,0.029222952,2023-11-20
43885,25613,0.025073868,2023-11-20
43886,25614,0.021077301,2023-11-20
43887,25615,0.0,2023-11-20
43888,25616,0.000202997,2023-11-20
43889,25617,7.84062e-05,2023-11-20
43890,25618,0.021746439,2023-11-20
43891,25619,0.000339402,2023-11-20
43892,25620,0.000106332,2023-11-20
43893,25621,0.000328662,2023-11-20
43894,25622,0.032650269,2023-11-20
43895,25623,0.000106332,2023-11-20
43896,25624,0.027256353,2023-11-20
43897,25625,0.00010311,2023-11-20
43898,25626,0.026021187,2023-11-20
43899,25627,0.000328662,2023-11-20
43900,25629,0.026084556,2023-11-20
43901,25630,0.000439289,2023-11-20
43902,25631,0.000194404,2023-11-20
43903,25632,0.021923658,2023-11-20
43904,25633,6.55175e-05,2023-11-20
43905,25634,0.000700285,2023-11-20
43906,25635,4.29623e-06,2023-11-20
43907,26001,0.000864616,2023-11-20
43908,26002,0.055712428,2023-11-20
43909,26003,0.000961281,2023-11-20
43910,26004,0.058777787,2023-11-20
43911,26005,0.09746211,2023-11-20
43912,26006,0.074438617,2023-11-20
43913,26007,0.001974117,2023-11-20
43914,26008,0.001072983,2023-11-20
43915,26009,0.055725316,2023-11-20
43916,26010,0.005358472,2023-11-20
43917,26011,0.004100751,2023-11-20
43918,26012,0.000747544,2023-11-20
43919,26013,0.001921489,2023-11-20
43920,26014,0.00044466,2023-11-20
43921,26015,0.001434941,2023-11-20
43922,26016,0.00239837,2023-11-20
43923,26017,0.000539177,2023-11-20
43924,26018,0.000611139,2023-11-20
43925,26019,0.001300683,2023-11-20
43926,26020,0.002452073,2023-11-20
43927,26021,0.002802216,2023-11-20
43928,26022,0.000240589,2023-11-20
43929,26023,0.000504807,2023-11-20
43930,26024,0.002384407,2023-11-20
43931,26025,0.001080502,2023-11-20
43932,26026,0.000561732,2023-11-20
43933,26027,0.00108265,2023-11-20
43934,26028,0.000395253,2023-11-20
43935,26030,0.00010311,2023-11-20
43936,26031,0.001445681,2023-11-20
43937,26032,0.002025672,2023-11-20
43938,26033,0.003963272,2023-11-20
43939,26034,0.060395318,2023-11-20
43940,26035,0.000515548,2023-11-20
43941,26036,0.000272811,2023-11-20
43942,26037,0.104671183,2023-11-20
43943,26038,0.050237957,2023-11-20
43944,26039,0.035103416,2023-11-20
43945,26040,4.94066e-05,2023-11-20
43946,26041,0.055818759,2023-11-20
43947,26042,0.101794857,2023-11-20
43948,26043,0.000747544,2023-11-20
43949,26045,0.001690566,2023-11-20
43950,26046,0.001707751,2023-11-20
43951,26047,0.000170775,2023-11-20
43952,26048,0.000544547,2023-11-20
43953,26049,0.002562701,2023-11-20
43954,26050,0.001086946,2023-11-20
43955,26051,0.001659419,2023-11-20
43956,26052,0.002002043,2023-11-20
43957,26054,0.003645351,2023-11-20
43958,26055,0.000344772,2023-11-20
43959,26056,0.00171527,2023-11-20
43960,26057,0.058721936,2023-11-20
43961,26058,0.105775314,2023-11-20
43962,26059,0.001330757,2023-11-20
43963,26060,0.001408089,2023-11-20
43964,26061,0.000749692,2023-11-20
43965,26062,0.000229848,2023-11-20
43966,26063,0.001579938,2023-11-20
43967,26064,0.058038836,2023-11-20
43968,26065,0.0042726,2023-11-20
43969,26066,0.000134257,2023-11-20
43970,26067,0.000828098,2023-11-20
43971,26068,0.000225552,2023-11-20
43972,26069,0.00119113,2023-11-20
43973,26070,0.005110365,2023-11-20
43974,26071,0.050417325,2023-11-20
43975,26072,0.051014501,2023-11-20
43976,26073,0.006090979,2023-11-20
43977,26074,0.001244832,2023-11-20
43978,26075,0.000499437,2023-11-20
43979,26076,4.94066e-05,2023-11-20
43980,26077,0.000452178,2023-11-20
43981,26078,0.001574568,2023-11-20
43982,26079,0.002599219,2023-11-20
43983,26080,0.001351164,2023-11-20
43984,26081,0.002504702,2023-11-20
43985,26082,0.002880622,2023-11-20
43986,26083,0.001064391,2023-11-20
43987,26084,0.108752601,2023-11-20
43988,26085,0.098351429,2023-11-20
43989,26086,0.000685249,2023-11-20
43990,26087,0.000654101,2023-11-20
43991,26088,0.058654271,2023-11-20
43992,26089,0.002143818,2023-11-20
43993,26090,0.000271737,2023-11-20
43994,26091,0.000334032,2023-11-20
43995,26092,0.000804469,2023-11-20
43996,26093,0.055925091,2023-11-20
43997,26094,0.000861394,2023-11-20
43998,26095,0.000795876,2023-11-20
43999,26096,0.000918319,2023-11-20
44000,26097,0.1016316,2023-11-20
44001,26098,0.004121158,2023-11-20
44002,26099,0.00491059,2023-11-20
44003,26100,0.000628324,2023-11-20
44004,26101,0.002311371,2023-11-20
44005,26102,0.09933097,2023-11-20
44006,26103,0.002157781,2023-11-20
44007,26104,0.001524087,2023-11-20
44008,26105,0.001454274,2023-11-20
44009,26106,0.099362117,2023-11-20
44010,26107,0.00015896,2023-11-20
44011,26108,0.004144787,2023-11-20
44012,26110,0.053445093,2023-11-20
44013,26111,0.001662641,2023-11-20
44014,26112,0.002166374,2023-11-20
44015,26113,0.001367275,2023-11-20
44016,26114,0.000897912,2023-11-20
44017,26115,0.004117936,2023-11-20
44018,26116,0.098365392,2023-11-20
44019,26117,0.001626123,2023-11-20
44020,26118,0.000875357,2023-11-20
44021,26119,0.053451537,2023-11-20
44022,26121,0.097191447,2023-11-20
44023,26122,0.001296387,2023-11-20
44024,26123,0.000519844,2023-11-20
44025,26124,0.103993453,2023-11-20
44026,26125,0.00456367,2023-11-20
44027,26126,0.000366254,2023-11-20
44028,26127,0.000755062,2023-11-20
44029,26128,0.000889319,2023-11-20
44030,26129,0.060292208,2023-11-20
44031,26130,0.002119115,2023-11-20
44032,26131,0.001197574,2023-11-20
44033,26133,0.000805543,2023-11-20
44034,26134,0.001949414,2023-11-20
44035,26135,0.000380216,2023-11-20
44036,26136,0.0,2023-11-20
44037,26137,0.002171744,2023-11-20
44038,26138,0.073698592,2023-11-20
44039,26139,0.001472533,2023-11-20
44040,26140,0.000630472,2023-11-20
44041,26141,0.00060362,2023-11-20
44042,26142,0.000454326,2023-11-20
44043,26143,0.000858172,2023-11-20
44044,26144,0.030946814,2023-11-20
44045,26145,0.098048545,2023-11-20
44046,26146,0.004957849,2023-11-20
44047,26147,0.001252351,2023-11-20
44048,26148,0.000985985,2023-11-20
44049,26149,0.060239579,2023-11-20
44050,26150,0.00040492,2023-11-20
44051,26152,0.000125665,2023-11-20
44052,26153,0.000350143,2023-11-20
44053,26154,0.000189034,2023-11-20
44054,26155,0.001215833,2023-11-20
44055,26156,0.053263577,2023-11-20
44056,26157,0.098230061,2023-11-20
44057,26159,0.000817358,2023-11-20
44058,26160,0.055639392,2023-11-20
44059,26161,0.001599271,2023-11-20
44060,26162,0.001037539,2023-11-20
44061,26163,0.000356587,2023-11-20
44062,26164,0.000186886,2023-11-20
44063,26165,0.103886047,2023-11-20
44064,26166,0.102387737,2023-11-20
44065,26167,0.000379142,2023-11-20
44066,26168,0.009342151,2023-11-20
44067,26169,0.098038879,2023-11-20
44068,26170,0.056821929,2023-11-20
44069,26171,0.000702433,2023-11-20
44070,26172,0.001195426,2023-11-20
44071,26173,0.000564954,2023-11-20
44072,26174,0.000513399,2023-11-20
44073,26175,0.001183611,2023-11-20
44074,26176,0.000811987,2023-11-20
44075,26177,0.000819506,2023-11-20
44076,26178,0.000919393,2023-11-20
44077,26179,0.051846895,2023-11-20
44078,26180,0.002115893,2023-11-20
44079,26181,0.00071747,2023-11-20
44080,26182,0.002861289,2023-11-20
44081,26183,0.001821601,2023-11-20
44082,26185,0.100432953,2023-11-20
44083,26186,0.000596102,2023-11-20
44084,26188,0.001132056,2023-11-20
44085,26189,0.000888245,2023-11-20
44086,26190,0.002163151,2023-11-20
44087,26191,0.09865324,2023-11-20
44088,26192,0.001737825,2023-11-20
44089,26193,0.000483326,2023-11-20
44090,26194,0.00015896,2023-11-20
44091,26195,0.001945118,2023-11-20
44092,26196,0.10316428,2023-11-20
44093,26197,0.058088242,2023-11-20
44094,26198,0.09956941,2023-11-20
44095,26199,0.00093443,2023-11-20
44096,26200,0.000230922,2023-11-20
44097,26201,0.000877505,2023-11-20
44098,26202,0.000645508,2023-11-20
44099,26203,0.000593954,2023-11-20
44100,26204,0.000310403,2023-11-20
44101,26205,0.000907578,2023-11-20
44102,26206,0.004013752,2023-11-20
44103,26207,0.000409216,2023-11-20
44104,26208,0.073723295,2023-11-20
44105,26209,0.002040709,2023-11-20
44106,26210,0.000549917,2023-11-20
44107,26211,0.00596424,2023-11-20
44108,26212,0.002687291,2023-11-20
44109,26213,0.000982762,2023-11-20
44110,26214,0.001705603,2023-11-20
44111,26215,0.000821654,2023-11-20
44112,26216,0.000907578,2023-11-20
44113,26217,0.001410237,2023-11-20
44114,26218,0.00161753,2023-11-20
44115,26220,0.003173839,2023-11-20
44116,26221,0.000146072,2023-11-20
44117,26222,0.001608938,2023-11-20
44118,26223,0.000693841,2023-11-20
44119,26224,0.002079375,2023-11-20
44120,26225,0.000562806,2023-11-20
44121,26226,0.001370497,2023-11-20
44122,26227,0.001005318,2023-11-20
44123,26228,0.000285699,2023-11-20
44124,26229,0.000850653,2023-11-20
44125,26231,0.001531606,2023-11-20
44126,26232,0.000685249,2023-11-20
44127,26233,0.001674455,2023-11-20
44128,26234,0.003750608,2023-11-20
44129,26235,0.092014491,2023-11-20
44130,26236,0.000850653,2023-11-20
44131,26238,0.002161003,2023-11-20
44132,26239,0.000719618,2023-11-20
44133,26240,0.000425327,2023-11-20
44134,26241,0.001815157,2023-11-20
44135,26242,0.000611139,2023-11-20
44136,26243,0.001132056,2023-11-20
44137,26244,0.002008487,2023-11-20
44138,26245,0.001175019,2023-11-20
44139,26246,0.001369423,2023-11-20
44140,26247,0.053958492,2023-11-20
44141,26248,0.000833468,2023-11-20
44142,26249,0.000742174,2023-11-20
44143,26250,0.050954354,2023-11-20
44144,26251,0.001277054,2023-11-20
44145,26252,0.103182539,2023-11-20
44146,26253,0.000310403,2023-11-20
44147,26254,0.000299662,2023-11-20
44148,26255,4.94066e-05,2023-11-20
44149,26256,0.001074057,2023-11-20
44150,26257,0.00131572,2023-11-20
44151,26258,0.00251222,2023-11-20
44152,26259,0.000748618,2023-11-20
44153,26261,0.096656567,2023-11-20
44154,26262,0.000862468,2023-11-20
44155,26263,0.000338328,2023-11-20
44156,26264,0.001128834,2023-11-20
44157,26266,0.000688471,2023-11-20
44158,26267,0.000732507,2023-11-20
44159,26268,0.000402771,2023-11-20
44160,26269,0.002213632,2023-11-20
44161,26270,0.058601642,2023-11-20
44162,26271,0.051736267,2023-11-20
44163,26272,0.001365127,2023-11-20
44164,26273,0.000651953,2023-11-20
44165,26274,0.000298588,2023-11-20
44166,26275,0.0011675,2023-11-20
44167,26276,0.001063317,2023-11-20
44168,26277,0.002765698,2023-11-20
44169,26278,0.001367275,2023-11-20
44170,26279,0.000778692,2023-11-20
44171,26281,0.058989376,2023-11-20
44172,26282,0.001192204,2023-11-20
44173,26283,0.000829172,2023-11-20
44174,26284,0.097565219,2023-11-20
44175,26285,0.001705603,2023-11-20
44176,26286,0.000150368,2023-11-20
44177,26287,0.000935504,2023-11-20
44178,26288,0.002093338,2023-11-20
44179,26289,0.001446755,2023-11-20
44180,26290,0.001200796,2023-11-20
44181,26291,0.0004844,2023-11-20
44182,26292,0.00092906,2023-11-20
44183,26293,0.000792654,2023-11-20
44184,26294,0.000882875,2023-11-20
44185,26295,0.054573927,2023-11-20
44186,26296,0.001061169,2023-11-20
44187,26298,0.000521992,2023-11-20
44188,26299,0.000662693,2023-11-20
44189,26300,0.0004554,2023-11-20
44190,26301,0.000585361,2023-11-20
44191,26302,0.001844156,2023-11-20
44192,26303,0.000872135,2023-11-20
44193,26304,0.002054672,2023-11-20
44194,26305,0.001923637,2023-11-20
44195,26306,0.001370497,2023-11-20
44196,26307,0.00206219,2023-11-20
44197,26308,0.000861394,2023-11-20
44198,26309,0.001643308,2023-11-20
44199,26310,0.000258848,2023-11-20
44200,26311,0.00206219,2023-11-20
44201,26312,0.098875569,2023-11-20
44202,26313,0.106411156,2023-11-20
44203,26314,0.000530584,2023-11-20
44204,26315,0.001390904,2023-11-20
44205,26316,0.000368402,2023-11-20
44206,26317,0.003191024,2023-11-20
44207,26318,0.001560605,2023-11-20
44208,26319,0.000394179,2023-11-20
44209,26320,0.06043291,2023-11-20
44210,26321,0.001353312,2023-11-20
44211,26322,0.001547717,2023-11-20
44212,26323,0.059359926,2023-11-20
44213,26324,0.093390359,2023-11-20
44214,26325,0.057023852,2023-11-20
44215,26326,0.075571748,2023-11-20
44216,26327,0.000878579,2023-11-20
44217,26328,0.001335053,2023-11-20
44218,26329,0.001034317,2023-11-20
44219,26330,0.001099835,2023-11-20
44220,26331,0.002148115,2023-11-20
44221,26332,0.054986365,2023-11-20
44222,26333,0.054323671,2023-11-20
44223,26334,0.001283499,2023-11-20
44224,26335,0.002020302,2023-11-20
