id,insee,score_4,gamma,max_distance_km,last_update
7669,23046,10.066229910102617,5.0,20.0,2025-12-01
7670,23047,16.353996024547445,5.0,20.0,2025-12-01
7671,23048,11.545878010491602,5.0,20.0,2025-12-01
7672,23049,15.160224987456978,5.0,20.0,2025-12-01
7673,23050,9.15734026950041,5.0,20.0,2025-12-01
7674,23051,11.026274085361258,5.0,20.0,2025-12-01
7675,23052,26.55727266053019,5.0,20.0,2025-12-01
7676,23053,6.122456373651306,5.0,20.0,2025-12-01
7677,23054,11.994883368512397,5.0,20.0,2025-12-01
7678,23055,5.2626679284097575,5.0,20.0,2025-12-01
7679,23056,12.967231446595513,5.0,20.0,2025-12-01
7680,23057,14.474962851992187,5.0,20.0,2025-12-01
7681,23058,5.238214646692748,5.0,20.0,2025-12-01
7682,23059,8.980061144999254,5.0,20.0,2025-12-01
7683,23060,7.205094399111725,5.0,20.0,2025-12-01
7684,23061,8.887475286949524,5.0,20.0,2025-12-01
7685,23062,9.112609487498702,5.0,20.0,2025-12-01
7686,23063,5.855330196165427,5.0,20.0,2025-12-01
7687,23064,10.752648687286179,5.0,20.0,2025-12-01
7688,23065,15.362921788517468,5.0,20.0,2025-12-01
7689,23066,6.7217515882333885,5.0,20.0,2025-12-01
7690,23067,19.32541205085911,5.0,20.0,2025-12-01
7691,23068,13.666111460537499,5.0,20.0,2025-12-01
7692,23069,6.345843634883939,5.0,20.0,2025-12-01
7693,23070,10.772833618306798,5.0,20.0,2025-12-01
7694,23071,8.268091485715184,5.0,20.0,2025-12-01
7695,23072,8.114976196935658,5.0,20.0,2025-12-01
7696,23073,7.513731251118819,5.0,20.0,2025-12-01
7697,23074,12.560712225578358,5.0,20.0,2025-12-01
7698,23075,41.006375117068345,5.0,20.0,2025-12-01
7699,23076,30.624932316971503,5.0,20.0,2025-12-01
7700,23077,9.328122956502934,5.0,20.0,2025-12-01
7701,23078,5.23315093581538,5.0,20.0,2025-12-01
7702,23079,19.40401188123685,5.0,20.0,2025-12-01
7703,23080,3.2894562041629474,5.0,20.0,2025-12-01
7704,23081,8.721497570784987,5.0,20.0,2025-12-01
7705,23082,25.192799660966553,5.0,20.0,2025-12-01
7706,23083,6.0017367718575985,5.0,20.0,2025-12-01
7707,23084,6.060972271522304,5.0,20.0,2025-12-01
7708,23086,10.962076574967924,5.0,20.0,2025-12-01
7709,23087,20.58129826705714,5.0,20.0,2025-12-01
7710,23088,16.455242770911575,5.0,20.0,2025-12-01
7711,23089,12.753642587602307,5.0,20.0,2025-12-01
7712,23090,8.164755577396823,5.0,20.0,2025-12-01
7713,23091,2.942642145753097,5.0,20.0,2025-12-01
7714,23092,28.507939876633536,5.0,20.0,2025-12-01
7715,23093,33.62017764299651,5.0,20.0,2025-12-01
7716,23095,28.81932452524895,5.0,20.0,2025-12-01
7717,23096,314.47141608869515,5.0,20.0,2025-12-01
7718,23097,8.002530644269983,5.0,20.0,2025-12-01
7719,23098,5.175707304268681,5.0,20.0,2025-12-01
7720,23099,15.253118850351346,5.0,20.0,2025-12-01
7721,23100,22.306836886741344,5.0,20.0,2025-12-01
7722,23101,15.714782743332092,5.0,20.0,2025-12-01
7723,23102,17.232778432168722,5.0,20.0,2025-12-01
7724,23103,13.344006345952751,5.0,20.0,2025-12-01
7725,23104,7.629453381756456,5.0,20.0,2025-12-01
7726,23105,12.410223666952769,5.0,20.0,2025-12-01
7727,23106,14.225235413835604,5.0,20.0,2025-12-01
7728,23107,15.278031877008512,5.0,20.0,2025-12-01
7729,23108,8.53430645923353,5.0,20.0,2025-12-01
7730,23109,5.822768523537934,5.0,20.0,2025-12-01
7731,23110,4.115755356632169,5.0,20.0,2025-12-01
7732,23111,13.472046843786904,5.0,20.0,2025-12-01
7733,23112,13.628207266881713,5.0,20.0,2025-12-01
7734,23113,7.987914670560027,5.0,20.0,2025-12-01
7735,23114,5.799558319412768,5.0,20.0,2025-12-01
7736,23115,8.038866598631254,5.0,20.0,2025-12-01
7737,23116,5.8787584144605995,5.0,20.0,2025-12-01
7738,23117,12.303644284045355,5.0,20.0,2025-12-01
7739,23118,13.29236719500355,5.0,20.0,2025-12-01
7740,23119,3.269587746414868,5.0,20.0,2025-12-01
7741,23120,6.846687242280444,5.0,20.0,2025-12-01
7742,23122,8.200317430058767,5.0,20.0,2025-12-01
7743,23123,4.943562186888315,5.0,20.0,2025-12-01
7744,23124,22.659949467402104,5.0,20.0,2025-12-01
7745,23125,2.9232180039839077,5.0,20.0,2025-12-01
7746,23127,9.43544834441514,5.0,20.0,2025-12-01
7747,23128,17.951122668544546,5.0,20.0,2025-12-01
7748,23129,4.118738810005598,5.0,20.0,2025-12-01
7749,23130,7.560486898839534,5.0,20.0,2025-12-01
7750,23131,4.850799390889735,5.0,20.0,2025-12-01
7751,23132,22.984824310852773,5.0,20.0,2025-12-01
7752,23133,11.97034267949115,5.0,20.0,2025-12-01
7753,23134,5.570707680963856,5.0,20.0,2025-12-01
7754,23136,6.742002991924073,5.0,20.0,2025-12-01
7755,23137,10.167181828712328,5.0,20.0,2025-12-01
7756,23138,12.935602947701804,5.0,20.0,2025-12-01
7757,23139,10.596638844215986,5.0,20.0,2025-12-01
7758,23140,11.467361120388679,5.0,20.0,2025-12-01
7759,23141,18.087258832697195,5.0,20.0,2025-12-01
7760,23142,7.451283236569756,5.0,20.0,2025-12-01
7761,23143,19.330368793560876,5.0,20.0,2025-12-01
7762,23144,6.902175581607703,5.0,20.0,2025-12-01
7763,23145,22.209655698073888,5.0,20.0,2025-12-01
7764,23146,7.207799187959771,5.0,20.0,2025-12-01
7765,23147,6.055911815776915,5.0,20.0,2025-12-01
7766,23148,7.382288762511852,5.0,20.0,2025-12-01
7767,23149,12.94418751592801,5.0,20.0,2025-12-01
7768,23150,16.961695509245864,5.0,20.0,2025-12-01
7769,23151,13.247397540529109,5.0,20.0,2025-12-01
7770,23152,7.962237656091954,5.0,20.0,2025-12-01
7771,23154,23.09682795362722,5.0,20.0,2025-12-01
7772,23155,14.916502606434102,5.0,20.0,2025-12-01
7773,23156,6.7755752920035395,5.0,20.0,2025-12-01
7774,23157,4.716703581982731,5.0,20.0,2025-12-01
7775,23158,3.76965738690812,5.0,20.0,2025-12-01
7776,23159,6.153787568764106,5.0,20.0,2025-12-01
7777,23160,7.475558648293043,5.0,20.0,2025-12-01
7778,23162,14.51730561395177,5.0,20.0,2025-12-01
7779,23164,9.607675991473867,5.0,20.0,2025-12-01
7780,23165,7.095158620444145,5.0,20.0,2025-12-01
7781,23166,12.993778111977344,5.0,20.0,2025-12-01
7782,23167,14.114912412773077,5.0,20.0,2025-12-01
7783,23168,21.716806994813584,5.0,20.0,2025-12-01
7784,23169,22.958542804648243,5.0,20.0,2025-12-01
7785,23170,24.378194176256976,5.0,20.0,2025-12-01
7786,23171,3.843571866452599,5.0,20.0,2025-12-01
7787,23172,4.485676700336153,5.0,20.0,2025-12-01
7788,23173,4.809197509519258,5.0,20.0,2025-12-01
7789,23174,16.81526283580317,5.0,20.0,2025-12-01
7790,23175,14.516529396247986,5.0,20.0,2025-12-01
7791,23176,129.54192452349528,5.0,20.0,2025-12-01
7792,23177,27.0352910914597,5.0,20.0,2025-12-01
7793,23178,4.8885216336542365,5.0,20.0,2025-12-01
7794,23179,9.16055654523624,5.0,20.0,2025-12-01
7795,23180,10.773774966901875,5.0,20.0,2025-12-01
7796,23181,9.78337281284824,5.0,20.0,2025-12-01
7797,23182,4.471632830274518,5.0,20.0,2025-12-01
7798,23183,5.180446579127958,5.0,20.0,2025-12-01
7799,23184,3.6642123556173543,5.0,20.0,2025-12-01
7800,23185,9.07201613737298,5.0,20.0,2025-12-01
7801,23186,20.705533948164174,5.0,20.0,2025-12-01
7802,23187,5.653840239637935,5.0,20.0,2025-12-01
7803,23188,6.8617388960006185,5.0,20.0,2025-12-01
7804,23189,23.32623561529051,5.0,20.0,2025-12-01
7805,23190,5.595880077317085,5.0,20.0,2025-12-01
7806,23191,22.18892603146866,5.0,20.0,2025-12-01
7807,23192,37.045616222719886,5.0,20.0,2025-12-01
7808,23193,110.97797485626157,5.0,20.0,2025-12-01
7809,23194,9.751031264096623,5.0,20.0,2025-12-01
7810,23195,46.766879705415235,5.0,20.0,2025-12-01
7811,23196,7.265869139210644,5.0,20.0,2025-12-01
7812,23197,13.682829397376889,5.0,20.0,2025-12-01
7813,23198,3.7058345286506755,5.0,20.0,2025-12-01
7814,23199,11.14031527803315,5.0,20.0,2025-12-01
7815,23200,9.663495136990862,5.0,20.0,2025-12-01
7816,23201,15.485521448070408,5.0,20.0,2025-12-01
7817,23202,17.522569053014124,5.0,20.0,2025-12-01
7818,23203,11.21275203480031,5.0,20.0,2025-12-01
7819,23204,8.51386567957208,5.0,20.0,2025-12-01
7820,23205,11.907728483251939,5.0,20.0,2025-12-01
7821,23206,32.58429241458677,5.0,20.0,2025-12-01
7822,23207,12.912845600997542,5.0,20.0,2025-12-01
7823,23208,34.673192456592574,5.0,20.0,2025-12-01
7824,23209,8.440160496453307,5.0,20.0,2025-12-01
7825,23210,8.320246461243853,5.0,20.0,2025-12-01
7826,23211,8.743245344928651,5.0,20.0,2025-12-01
7827,23212,3.972406414657688,5.0,20.0,2025-12-01
7828,23213,9.205474650840197,5.0,20.0,2025-12-01
7829,23214,8.550506739537148,5.0,20.0,2025-12-01
7830,23215,10.420015827162828,5.0,20.0,2025-12-01
7831,23216,9.551731632341435,5.0,20.0,2025-12-01
7832,23217,22.92349880547176,5.0,20.0,2025-12-01
7833,23218,3.6978526457528202,5.0,20.0,2025-12-01
7834,23219,36.37736726181613,5.0,20.0,2025-12-01
7835,23220,13.039819499561709,5.0,20.0,2025-12-01
7836,23221,7.111850486665966,5.0,20.0,2025-12-01
7837,23222,5.48742610840826,5.0,20.0,2025-12-01
7838,23223,10.875027065651736,5.0,20.0,2025-12-01
7839,23224,5.577263435457892,5.0,20.0,2025-12-01
7840,23225,3.5054073184576753,5.0,20.0,2025-12-01
7841,23226,3.6153101658925717,5.0,20.0,2025-12-01
7842,23227,4.953423076755513,5.0,20.0,2025-12-01
7843,23228,8.3554305650543,5.0,20.0,2025-12-01
7844,23229,10.905159655289886,5.0,20.0,2025-12-01
7845,23230,12.197116132886157,5.0,20.0,2025-12-01
7846,23232,5.530618954818651,5.0,20.0,2025-12-01
7847,23233,7.038736794703517,5.0,20.0,2025-12-01
7848,23234,4.198599159397398,5.0,20.0,2025-12-01
7849,23235,15.667952430010706,5.0,20.0,2025-12-01
7850,23236,18.61016198465754,5.0,20.0,2025-12-01
7851,23237,8.86514430034124,5.0,20.0,2025-12-01
7852,23238,9.506299745672893,5.0,20.0,2025-12-01
7853,23239,10.236696929288287,5.0,20.0,2025-12-01
7854,23240,12.261077347262292,5.0,20.0,2025-12-01
7855,23241,10.576141493322599,5.0,20.0,2025-12-01
7856,23242,22.240849532811854,5.0,20.0,2025-12-01
7857,23243,6.659028327690706,5.0,20.0,2025-12-01
7858,23244,23.074589153598975,5.0,20.0,2025-12-01
7859,23245,53.652617915972144,5.0,20.0,2025-12-01
7860,23246,8.341744164079923,5.0,20.0,2025-12-01
7861,23247,42.22679317863219,5.0,20.0,2025-12-01
7862,23248,24.921028043178048,5.0,20.0,2025-12-01
7863,23249,4.292606526296286,5.0,20.0,2025-12-01
7864,23250,18.16793138401463,5.0,20.0,2025-12-01
7865,23251,4.303561145102748,5.0,20.0,2025-12-01
7866,23252,5.9720401684351,5.0,20.0,2025-12-01
7867,23253,11.515210615504392,5.0,20.0,2025-12-01
7868,23254,6.680984780120066,5.0,20.0,2025-12-01
7869,23255,9.701813225464086,5.0,20.0,2025-12-01
7870,23257,8.557876205649071,5.0,20.0,2025-12-01
7871,23258,12.272675424858987,5.0,20.0,2025-12-01
7872,23259,10.63686337916276,5.0,20.0,2025-12-01
7873,23260,7.142813280668108,5.0,20.0,2025-12-01
7874,23261,24.173321686214184,5.0,20.0,2025-12-01
7875,23262,11.228618256017981,5.0,20.0,2025-12-01
7876,23263,14.070762816844029,5.0,20.0,2025-12-01
7877,23264,3.27844498825946,5.0,20.0,2025-12-01
7878,23265,3.2086285219106307,5.0,20.0,2025-12-01
7879,23266,5.05388863738937,5.0,20.0,2025-12-01
7880,24001,27.15161175857772,5.0,20.0,2025-12-01
7881,24002,97.99998825127271,5.0,20.0,2025-12-01
7882,24004,24.835637991673735,5.0,20.0,2025-12-01
7883,24005,29.68884923984119,5.0,20.0,2025-12-01
7884,24006,27.553081542482623,5.0,20.0,2025-12-01
7885,24007,25.811596001654465,5.0,20.0,2025-12-01
7886,24008,24.080963721020392,5.0,20.0,2025-12-01
7887,24009,19.16158735657796,5.0,20.0,2025-12-01
7888,24010,102.82395512150771,5.0,20.0,2025-12-01
7889,24011,99.6778894706822,5.0,20.0,2025-12-01
7890,24012,39.05458210611168,5.0,20.0,2025-12-01
7891,24014,30.63086993289287,5.0,20.0,2025-12-01
7892,24015,29.2039577450616,5.0,20.0,2025-12-01
7893,24016,23.23711263740876,5.0,20.0,2025-12-01
7894,24018,26.324337117014682,5.0,20.0,2025-12-01
7895,24019,30.901981683647072,5.0,20.0,2025-12-01
7896,24020,38.33806950500173,5.0,20.0,2025-12-01
7897,24021,25.31574144196965,5.0,20.0,2025-12-01
7898,24022,25.5696584903175,5.0,20.0,2025-12-01
7899,24023,62.09453861866624,5.0,20.0,2025-12-01
7900,24024,19.232757689787412,5.0,20.0,2025-12-01
7901,24025,24.02317003714348,5.0,20.0,2025-12-01
7902,24026,206.55197607446675,5.0,20.0,2025-12-01
7903,24027,49.053249938744386,5.0,20.0,2025-12-01
7904,24028,51.006931164112856,5.0,20.0,2025-12-01
7905,24029,29.700743979892593,5.0,20.0,2025-12-01
7906,24030,38.35208234014791,5.0,20.0,2025-12-01
7907,24031,45.07747217764743,5.0,20.0,2025-12-01
7908,24032,24.94995752066095,5.0,20.0,2025-12-01
7909,24034,43.4029584669216,5.0,20.0,2025-12-01
7910,24035,33.39773913287718,5.0,20.0,2025-12-01
7911,24036,29.422508712233167,5.0,20.0,2025-12-01
7912,24037,792.6371167546163,5.0,20.0,2025-12-01
7913,24038,24.42859070484736,5.0,20.0,2025-12-01
7914,24039,11.454972040013645,5.0,20.0,2025-12-01
7915,24040,32.66589332195608,5.0,20.0,2025-12-01
7916,24042,70.87102688506424,5.0,20.0,2025-12-01
7917,24043,17.33081049896463,5.0,20.0,2025-12-01
7918,24045,22.74455802841184,5.0,20.0,2025-12-01
7919,24046,13.128055008796105,5.0,20.0,2025-12-01
7920,24048,43.87871198687492,5.0,20.0,2025-12-01
7921,24050,30.945836476424837,5.0,20.0,2025-12-01
7922,24051,42.86836719101191,5.0,20.0,2025-12-01
7923,24052,15.148545591165087,5.0,20.0,2025-12-01
7924,24053,430.0464735468669,5.0,20.0,2025-12-01
7925,24054,63.17638615623101,5.0,20.0,2025-12-01
7926,24055,51.22448948330852,5.0,20.0,2025-12-01
7927,24056,15.235758601436519,5.0,20.0,2025-12-01
7928,24057,13.584032076088764,5.0,20.0,2025-12-01
7929,24058,15.862495806750783,5.0,20.0,2025-12-01
7930,24059,42.50123458970795,5.0,20.0,2025-12-01
7931,24060,22.89638972434375,5.0,20.0,2025-12-01
7932,24061,45.223906254547074,5.0,20.0,2025-12-01
7933,24062,15.237889832411856,5.0,20.0,2025-12-01
7934,24063,22.51684106672938,5.0,20.0,2025-12-01
7935,24064,117.97820598895696,5.0,20.0,2025-12-01
7936,24066,30.65337306633825,5.0,20.0,2025-12-01
7937,24067,101.62252272749697,5.0,20.0,2025-12-01
7938,24068,74.03680783281453,5.0,20.0,2025-12-01
7939,24069,57.67456039506095,5.0,20.0,2025-12-01
7940,24070,16.21183862118745,5.0,20.0,2025-12-01
7941,24071,18.559368174985412,5.0,20.0,2025-12-01
7942,24073,25.05597839189263,5.0,20.0,2025-12-01
7943,24074,39.50856672182803,5.0,20.0,2025-12-01
7944,24075,21.397025876168758,5.0,20.0,2025-12-01
7945,24076,33.591114303859925,5.0,20.0,2025-12-01
7946,24077,53.07268437331205,5.0,20.0,2025-12-01
7947,24080,19.22048345480889,5.0,20.0,2025-12-01
7948,24081,41.266183276102474,5.0,20.0,2025-12-01
7949,24082,63.36387309657955,5.0,20.0,2025-12-01
7950,24083,40.8035259100924,5.0,20.0,2025-12-01
7951,24084,19.221148606840508,5.0,20.0,2025-12-01
7952,24085,43.047389276668895,5.0,20.0,2025-12-01
7953,24086,33.65475140718631,5.0,20.0,2025-12-01
7954,24087,53.071176674071054,5.0,20.0,2025-12-01
7955,24088,42.087843541817534,5.0,20.0,2025-12-01
7956,24090,20.252315672467937,5.0,20.0,2025-12-01
7957,24091,55.8819127099039,5.0,20.0,2025-12-01
7958,24094,75.61107787291061,5.0,20.0,2025-12-01
7959,24095,10.799398642894204,5.0,20.0,2025-12-01
7960,24096,36.918266482923066,5.0,20.0,2025-12-01
7961,24097,13.908238197283342,5.0,20.0,2025-12-01
7962,24098,221.42377031154882,5.0,20.0,2025-12-01
7963,24100,16.448393911458716,5.0,20.0,2025-12-01
7964,24101,18.12274824280731,5.0,20.0,2025-12-01
7965,24102,209.57750695266944,5.0,20.0,2025-12-01
7966,24104,46.308865929145725,5.0,20.0,2025-12-01
7967,24105,16.068949321790154,5.0,20.0,2025-12-01
7968,24106,32.92729919190634,5.0,20.0,2025-12-01
7969,24107,26.946770774508565,5.0,20.0,2025-12-01
7970,24108,108.18587479558558,5.0,20.0,2025-12-01
7971,24109,14.887455571344537,5.0,20.0,2025-12-01
7972,24110,12.453874961201919,5.0,20.0,2025-12-01
7973,24111,12.94525684093624,5.0,20.0,2025-12-01
7974,24113,19.39912000806459,5.0,20.0,2025-12-01
7975,24114,14.42026963733304,5.0,20.0,2025-12-01
7976,24115,130.9361001146296,5.0,20.0,2025-12-01
7977,24116,23.321792727229976,5.0,20.0,2025-12-01
7978,24117,65.13624026768713,5.0,20.0,2025-12-01
7979,24119,14.8390354033183,5.0,20.0,2025-12-01
7980,24120,25.008380938951554,5.0,20.0,2025-12-01
7981,24121,16.010540493649863,5.0,20.0,2025-12-01
7982,24122,26.57621284802761,5.0,20.0,2025-12-01
7983,24123,36.0749216995521,5.0,20.0,2025-12-01
7984,24124,20.132621523156633,5.0,20.0,2025-12-01
7985,24126,60.50385869101986,5.0,20.0,2025-12-01
7986,24128,18.241078332395766,5.0,20.0,2025-12-01
7987,24129,39.319343529611665,5.0,20.0,2025-12-01
7988,24130,36.832541776289865,5.0,20.0,2025-12-01
7989,24131,13.03615432070104,5.0,20.0,2025-12-01
7990,24132,57.41636638861129,5.0,20.0,2025-12-01
7991,24133,27.811937208074756,5.0,20.0,2025-12-01
7992,24134,21.293109837709693,5.0,20.0,2025-12-01
7993,24135,94.26494696962634,5.0,20.0,2025-12-01
7994,24136,20.041272479701206,5.0,20.0,2025-12-01
7995,24137,35.66242486903122,5.0,20.0,2025-12-01
7996,24138,309.38569690012844,5.0,20.0,2025-12-01
7997,24139,161.88158308442468,5.0,20.0,2025-12-01
7998,24140,106.91783312797077,5.0,20.0,2025-12-01
7999,24141,14.202390462535002,5.0,20.0,2025-12-01
8000,24142,71.71068329912208,5.0,20.0,2025-12-01
8001,24143,44.64685487027917,5.0,20.0,2025-12-01
8002,24144,36.112841703785094,5.0,20.0,2025-12-01
8003,24145,134.71834732446712,5.0,20.0,2025-12-01
8004,24146,62.36268492013205,5.0,20.0,2025-12-01
8005,24147,62.17201242236746,5.0,20.0,2025-12-01
8006,24148,53.09328060751559,5.0,20.0,2025-12-01
8007,24150,32.324141076514834,5.0,20.0,2025-12-01
8008,24151,14.328854326723112,5.0,20.0,2025-12-01
8009,24152,43.88355662349859,5.0,20.0,2025-12-01
8010,24153,49.212632119537794,5.0,20.0,2025-12-01
8011,24154,38.744646867301654,5.0,20.0,2025-12-01
8012,24155,61.60754189251454,5.0,20.0,2025-12-01
8013,24156,70.98825619704982,5.0,20.0,2025-12-01
8014,24157,41.43743885099618,5.0,20.0,2025-12-01
8015,24158,18.442545999432667,5.0,20.0,2025-12-01
8016,24159,22.077773616319682,5.0,20.0,2025-12-01
8017,24160,86.98689007831231,5.0,20.0,2025-12-01
8018,24161,36.837369056858634,5.0,20.0,2025-12-01
8019,24162,76.782528568016,5.0,20.0,2025-12-01
8020,24163,14.230231151461107,5.0,20.0,2025-12-01
8021,24164,34.277241101560875,5.0,20.0,2025-12-01
8022,24165,33.01396196303231,5.0,20.0,2025-12-01
8023,24167,88.780702411595,5.0,20.0,2025-12-01
8024,24168,43.165222649913424,5.0,20.0,2025-12-01
8025,24171,25.161941283192927,5.0,20.0,2025-12-01
8026,24172,52.90322259779817,5.0,20.0,2025-12-01
8027,24174,23.620546477419413,5.0,20.0,2025-12-01
8028,24175,25.22864349182032,5.0,20.0,2025-12-01
8029,24176,16.77585866586581,5.0,20.0,2025-12-01
8030,24177,59.077217903364364,5.0,20.0,2025-12-01
8031,24179,84.3734506006407,5.0,20.0,2025-12-01
8032,24180,13.063039589230412,5.0,20.0,2025-12-01
8033,24182,70.3323570769314,5.0,20.0,2025-12-01
8034,24183,23.718908056343583,5.0,20.0,2025-12-01
8035,24184,18.851619268713367,5.0,20.0,2025-12-01
8036,24186,44.125457260536315,5.0,20.0,2025-12-01
8037,24188,35.05076010732077,5.0,20.0,2025-12-01
8038,24189,47.84901756263912,5.0,20.0,2025-12-01
8039,24190,38.975228651856064,5.0,20.0,2025-12-01
8040,24191,41.478892614590144,5.0,20.0,2025-12-01
8041,24192,21.30222873182721,5.0,20.0,2025-12-01
8042,24193,69.78833342562359,5.0,20.0,2025-12-01
8043,24194,86.66024956353132,5.0,20.0,2025-12-01
8044,24195,12.315841969211956,5.0,20.0,2025-12-01
8045,24196,16.623640237019778,5.0,20.0,2025-12-01
8046,24197,74.6348423366983,5.0,20.0,2025-12-01
8047,24199,18.316542477566145,5.0,20.0,2025-12-01
8048,24200,31.814035065074535,5.0,20.0,2025-12-01
8049,24202,15.835562908928502,5.0,20.0,2025-12-01
8050,24205,49.29474048798227,5.0,20.0,2025-12-01
8051,24206,17.52782900994924,5.0,20.0,2025-12-01
8052,24207,38.91539476747113,5.0,20.0,2025-12-01
8053,24208,44.246240624330746,5.0,20.0,2025-12-01
8054,24209,13.64797933188385,5.0,20.0,2025-12-01
8055,24210,37.08189710825935,5.0,20.0,2025-12-01
8056,24211,44.15953145506523,5.0,20.0,2025-12-01
8057,24212,44.62333643369057,5.0,20.0,2025-12-01
8058,24213,39.85999817641839,5.0,20.0,2025-12-01
8059,24214,24.864310649184027,5.0,20.0,2025-12-01
8060,24215,44.0506273096074,5.0,20.0,2025-12-01
8061,24216,14.470555714129882,5.0,20.0,2025-12-01
8062,24217,26.663704892701197,5.0,20.0,2025-12-01
8063,24218,37.550553059171094,5.0,20.0,2025-12-01
8064,24220,54.48023145509591,5.0,20.0,2025-12-01
8065,24221,13.39579416746912,5.0,20.0,2025-12-01
8066,24222,136.6909069007366,5.0,20.0,2025-12-01
8067,24223,109.66976176093986,5.0,20.0,2025-12-01
8068,24224,68.61655113433771,5.0,20.0,2025-12-01
8069,24225,132.18841945257353,5.0,20.0,2025-12-01
8070,24226,62.56591290259969,5.0,20.0,2025-12-01
8071,24227,28.116486997314855,5.0,20.0,2025-12-01
8072,24228,52.89412913315016,5.0,20.0,2025-12-01
8073,24229,47.937462526603994,5.0,20.0,2025-12-01
8074,24230,16.90785829566603,5.0,20.0,2025-12-01
8075,24231,10.954872681046902,5.0,20.0,2025-12-01
8076,24232,15.609415043462029,5.0,20.0,2025-12-01
8077,24234,50.450046171584404,5.0,20.0,2025-12-01
8078,24236,81.19128873299985,5.0,20.0,2025-12-01
8079,24237,109.78803825375851,5.0,20.0,2025-12-01
8080,24238,22.0832754737043,5.0,20.0,2025-12-01
8081,24240,37.973157243833036,5.0,20.0,2025-12-01
8082,24241,39.17654465131227,5.0,20.0,2025-12-01
8083,24242,45.56004060584276,5.0,20.0,2025-12-01
8084,24243,66.4680893303978,5.0,20.0,2025-12-01
8085,24244,12.777030130398428,5.0,20.0,2025-12-01
8086,24245,20.16265749525311,5.0,20.0,2025-12-01
8087,24246,57.18168673650969,5.0,20.0,2025-12-01
8088,24247,14.175353897093064,5.0,20.0,2025-12-01
8089,24248,15.405889845809577,5.0,20.0,2025-12-01
8090,24251,65.33843389560313,5.0,20.0,2025-12-01
8091,24252,49.48001004689862,5.0,20.0,2025-12-01
8092,24253,57.8796041389259,5.0,20.0,2025-12-01
8093,24254,27.571086235730014,5.0,20.0,2025-12-01
8094,24255,44.211121166533495,5.0,20.0,2025-12-01
8095,24256,272.4689788289945,5.0,20.0,2025-12-01
8096,24257,18.618547820238476,5.0,20.0,2025-12-01
8097,24259,97.17311505063348,5.0,20.0,2025-12-01
8098,24260,39.313534253265104,5.0,20.0,2025-12-01
8099,24261,27.534091476760917,5.0,20.0,2025-12-01
8100,24262,32.64334450374301,5.0,20.0,2025-12-01
8101,24263,10.4198938041026,5.0,20.0,2025-12-01
8102,24264,59.931956218436426,5.0,20.0,2025-12-01
8103,24266,96.41530187558456,5.0,20.0,2025-12-01
8104,24267,46.472505585777924,5.0,20.0,2025-12-01
8105,24268,44.42155148907568,5.0,20.0,2025-12-01
8106,24269,17.776040612390766,5.0,20.0,2025-12-01
8107,24271,23.598902585072842,5.0,20.0,2025-12-01
8108,24272,57.63366412148535,5.0,20.0,2025-12-01
8109,24273,35.727988743731146,5.0,20.0,2025-12-01
8110,24274,104.24101416664705,5.0,20.0,2025-12-01
8111,24276,62.058384232541876,5.0,20.0,2025-12-01
8112,24277,42.38807790811433,5.0,20.0,2025-12-01
8113,24278,38.49307697220211,5.0,20.0,2025-12-01
8114,24279,30.293211234134052,5.0,20.0,2025-12-01
8115,24280,15.299471172822187,5.0,20.0,2025-12-01
8116,24281,34.108453687569025,5.0,20.0,2025-12-01
8117,24282,36.843784858226115,5.0,20.0,2025-12-01
8118,24284,41.16906390541346,5.0,20.0,2025-12-01
8119,24285,47.93166817565352,5.0,20.0,2025-12-01
8120,24286,40.13311380141304,5.0,20.0,2025-12-01
8121,24287,31.90749418309382,5.0,20.0,2025-12-01
8122,24288,45.08445960108527,5.0,20.0,2025-12-01
8123,24289,66.31941835799637,5.0,20.0,2025-12-01
8124,24290,16.02667582509823,5.0,20.0,2025-12-01
8125,24291,87.26428097465575,5.0,20.0,2025-12-01
8126,24292,48.82253710619638,5.0,20.0,2025-12-01
8127,24293,21.244634338674523,5.0,20.0,2025-12-01
8128,24294,152.47007152296823,5.0,20.0,2025-12-01
8129,24295,89.64220772161994,5.0,20.0,2025-12-01
8130,24296,71.18544421189418,5.0,20.0,2025-12-01
8131,24297,48.91690071269802,5.0,20.0,2025-12-01
8132,24299,85.97337833672009,5.0,20.0,2025-12-01
8133,24300,23.44751759519361,5.0,20.0,2025-12-01
8134,24301,57.908410588909504,5.0,20.0,2025-12-01
8135,24302,21.445167808667115,5.0,20.0,2025-12-01
8136,24303,16.442378489909103,5.0,20.0,2025-12-01
8137,24304,28.34588774069065,5.0,20.0,2025-12-01
8138,24305,14.763232202671205,5.0,20.0,2025-12-01
8139,24306,33.89435138195967,5.0,20.0,2025-12-01
8140,24307,28.654310337794758,5.0,20.0,2025-12-01
8141,24308,41.34805553381332,5.0,20.0,2025-12-01
8142,24309,102.66017121242119,5.0,20.0,2025-12-01
8143,24311,83.87605714014038,5.0,20.0,2025-12-01
8144,24312,252.81176805117616,5.0,20.0,2025-12-01
8145,24313,11.024320097844678,5.0,20.0,2025-12-01
8146,24316,26.663532282182846,5.0,20.0,2025-12-01
8147,24317,35.69754377190915,5.0,20.0,2025-12-01
8148,24318,28.69739784457353,5.0,20.0,2025-12-01
8149,24319,25.88557419412483,5.0,20.0,2025-12-01
