id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-435711,2021-01-07,000001,Vente,140000,27,,RUE DU GENERAL LECLERC,1940,91100,91174,Corbeil-Essonnes,91,,,91174000AE0130,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.474818,48.611984
2021-435711,2021-01-07,000001,Vente,140000,27,,RUE DU GENERAL LECLERC,1940,91100,91174,Corbeil-Essonnes,91,,,91174000AE0130,,,3,,6,62.05,,,,,,,2,2,Appartement,61,2,,,,,,2.474818,48.611984
2021-435712,2021-01-05,000001,Vente,89600,8,,BD FRANCOIS MITTERRAND,0541,91000,91228,Évry-Courcouronnes,91,,,91228000AP0205,,,6151,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,37,0,,,,,,2.426381,48.625788
2021-435712,2021-01-05,000001,Vente,89600,8,,BD FRANCOIS MITTERRAND,0541,91000,91228,Évry-Courcouronnes,91,,,91228000AP0205,,,6102,18.42,,,,,,,,,1,4,Local industriel. commercial ou assimilé,18,0,,,,,,2.426381,48.625788
2021-435713,2021-01-06,000001,Vente,132000,13,,RUE DE SION,1058,91000,91228,Évry-Courcouronnes,91,,,91228000AB0175,,,342,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.433476,48.641092
2021-435713,2021-01-06,000001,Vente,132000,3,,RUE DE SION,1058,91000,91228,Évry-Courcouronnes,91,,,91228000AB0175,,,5,68.1,,,,,,,,,1,2,Appartement,67,3,,,,,,2.433476,48.641092
2021-435714,2021-01-06,000001,Vente,425000,46,,RES LES BOIS DU CERF,A030,91450,91225,Étiolles,91,,,91225000AN0004,,,1228,173.74,,,,,,,,,1,1,Maison,168,6,,,,,,2.479007,48.637993
2021-435715,2021-01-04,000001,Vente,129000,53,,BD DE L'YERRES,3115,91000,91228,Évry-Courcouronnes,91,,,91228000AZ0213,,,177,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.430706,48.618236
2021-435715,2021-01-04,000001,Vente,129000,53,,BD DE L'YERRES,3115,91000,91228,Évry-Courcouronnes,91,,,91228000AZ0213,,,178,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.430706,48.618236
2021-435715,2021-01-04,000001,Vente,129000,53,,BD DE L'YERRES,3115,91000,91228,Évry-Courcouronnes,91,,,91228000AZ0213,,,21,64.23,,,,,,,,,1,2,Appartement,50,3,,,,,,2.430706,48.618236
2021-435716,2021-01-06,000001,Vente,339000,5,,ALL JEAN RENOIR,2300,91130,91521,Ris-Orangis,91,,,91521000BI0056,,,,,,,,,,,,,0,1,Maison,88,4,S,sols,,,434,2.432402,48.648735
2021-435717,2021-01-06,000001,Vente,223300,3,,RUE PAUL DOITTAU,3575,91100,91174,Corbeil-Essonnes,91,,,91174000AC0570,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,147,2.462106,48.613582
2021-435718,2021-01-06,000001,Vente,370000,2,,ALL DES LILAS,1100,91560,91191,Crosne,91,,,91191000AD0112,,,,,,,,,,,,,0,1,Maison,110,5,S,sols,,,338,2.458632,48.71956
2021-435719,2021-01-06,000001,Vente,153000,13,,RUE DE L'ARCHE,0070,91090,91340,Lisses,91,,,91340000AL0284,,,32,39.42,,,,,,,,,1,2,Appartement,40,2,,,,,,2.424067,48.605772
2021-435719,2021-01-06,000001,Vente,153000,13,,RUE DE L'ARCHE,0070,91090,91340,Lisses,91,,,91340000AL0284,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.424067,48.605772
2021-435720,2021-01-08,000001,Vente,128000,5,,RUE JEAN PIESTRE,2365,91100,91174,Corbeil-Essonnes,91,,,91174000BI0236,,,50,55.1,,,,,,,,,1,2,Appartement,54,3,,,,,,2.468944,48.590141
2021-435720,2021-01-08,000001,Vente,128000,7,,RUE JEAN PIESTRE,2365,91100,91174,Corbeil-Essonnes,91,,,91174000BI0236,,,98,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.468944,48.590141
2021-435721,2021-01-05,000001,Vente,130000,23,,RUE DE LA TOUR,3027,91000,91228,Évry-Courcouronnes,91,,,91228000BV0136,,,118,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.461888,48.624358
2021-435721,2021-01-05,000001,Vente,130000,23,,RUE DE LA TOUR,3027,91000,91228,Évry-Courcouronnes,91,,,91228000BV0136,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.461888,48.624358
2021-435721,2021-01-05,000001,Vente,130000,21,,RUE DE LA TOUR,3027,91000,91228,Évry-Courcouronnes,91,,,91228000BV0136,,,21,,,,,,,,,,1,2,Appartement,69,3,,,,,,2.461888,48.624358
2021-435722,2021-01-05,000001,Vente en l'état futur d'achèvement,328000,57,,RUE DES GLAISES,1640,91800,91114,Brunoy,91,,,91114000AM0129,,,3,,,,,,,,,,1,,,,,,,,,,2.48915,48.698017
2021-435722,2021-01-05,000001,Vente en l'état futur d'achèvement,328000,57,,RUE DES GLAISES,1640,91800,91114,Brunoy,91,,,91114000AM0129,,,78,,,,,,,,,,1,,,,,,,,,,2.48915,48.698017
2021-435723,2021-01-08,000001,Vente,865000,3,,ALL DE L'INDUSTRIE,0984,91560,91191,Crosne,91,,,91191000AB0256,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,578,0,S,sols,,,978,2.473357,48.725857
2021-435724,2021-01-04,000001,Vente,335000,5,,PL DES MEULES,0855,91540,91386,Mennecy,91,,,91386000AH0030,,,,,,,,,,,,,0,1,Maison,98,6,S,sols,,,660,2.438422,48.551417
2021-435725,2021-01-06,000001,Vente,388500,34,,RUE DU GENERAL LECLERC,0570,91480,91514,Quincy-sous-Sénart,91,,,91514000AI0561,,,,,,,,,,,,,0,1,Maison,123,5,S,sols,,,521,2.538169,48.667558
2021-435726,2021-01-08,000001,Vente,149000,3,,RUE AMELIE EVRARD,0120,91230,91421,Montgeron,91,,,91421000AK0351,,,163,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.462923,48.703299
2021-435726,2021-01-08,000001,Vente,149000,3,,RUE AMELIE EVRARD,0120,91230,91421,Montgeron,91,,,91421000AK0351,,,161,41.78,162,,,,,,,,2,2,Appartement,32,1,,,,,,2.462923,48.703299
2021-435727,2021-01-08,000001,Vente,181600,1,,PL CHRISTOPHE COLOMB,0336,91000,91228,Évry-Courcouronnes,91,,,91228000AI0002,,,23,76.96,,,,,,,,,1,2,Appartement,77,4,,,,,,2.450939,48.62237
2021-435728,2021-01-08,000001,Vente,102000,33,,RUE DU MARQUIS DE RAIES,3225,91080,91228,Évry-Courcouronnes,91,,,91228182AP0089,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.42017,48.628651
2021-435728,2021-01-08,000001,Vente,102000,33,,RUE DU MARQUIS DE RAIES,3225,91080,91228,Évry-Courcouronnes,91,,,91228182AP0089,,,31,38.2,,,,,,,,,1,2,Appartement,39,2,,,,,,2.42017,48.628651
2021-435729,2021-01-07,000001,Vente,117000,1,,RUE LOUIS ROBERT,2830,91100,91174,Corbeil-Essonnes,91,,,91174000AO0395,,,10,,13,10.7,23,,6,,7,42.61,5,2,Appartement,44,3,,,,,,2.477341,48.604385
2021-435729,2021-01-07,000001,Vente,117000,1,,RUE LOUIS ROBERT,2830,91100,91174,Corbeil-Essonnes,91,,,91174000AO0395,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.477341,48.604385
2021-435730,2021-01-07,000001,Vente,155430,3,,RUE DE LA RESIDENCE EN BOIS,2305,91130,91521,Ris-Orangis,91,,,91521000AD0349,,,42,50.05,,,,,,,,,1,2,Appartement,50,2,,,,,,2.415609,48.659216
2021-435730,2021-01-07,000001,Vente,155430,3,,RUE DE LA RESIDENCE EN BOIS,2305,91130,91521,Ris-Orangis,91,,,91521000AD0349,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.415609,48.659216
2021-435731,2021-01-11,000001,Vente,270000,9,,RUE MAURICE BERTEAUX,2970,91100,91174,Corbeil-Essonnes,91,,,91174000AN0067,,,,,,,,,,,,,0,1,Maison,51,3,S,sols,,,200,2.474291,48.605822
2021-435731,2021-01-11,000001,Vente,270000,9,,RUE MAURICE BERTEAUX,2970,91100,91174,Corbeil-Essonnes,91,,,91174000AN0067,,,,,,,,,,,,,0,1,Maison,51,3,J,jardins,POTAG,Jardin potager,258,2.474291,48.605822
2021-435732,2021-01-07,000001,Vente,150000,39,,RUE DE LA MONTAGNE DES GLAISES,2025,91100,91174,Corbeil-Essonnes,91,,,91174000AD0010,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.464542,48.610696
2021-435732,2021-01-07,000001,Vente,150000,39,,RUE DE LA MONTAGNE DES GLAISES,2025,91100,91174,Corbeil-Essonnes,91,,,91174000AD0010,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.464542,48.610696
2021-435732,2021-01-07,000001,Vente,150000,39,,RUE DE LA MONTAGNE DES GLAISES,2025,91100,91174,Corbeil-Essonnes,91,,,91174000AD0010,,,5,,7,79.24,,,,,,,2,2,Appartement,81,3,,,,,,2.464542,48.610696
2021-435733,2021-01-08,000001,Vente,160000,7,,MAIL RENE CLAIR,3290,91080,91228,Évry-Courcouronnes,91,,,91228182AP0077,,,170,76.45,215,,,,,,,,2,2,Appartement,83,4,,,,,,2.422291,48.628371
2021-435733,2021-01-08,000001,Vente,160000,7,,MAIL RENE CLAIR,3290,91080,91228,Évry-Courcouronnes,91,,,91228182AP0077,,,239,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.422291,48.628371
2021-435734,2021-01-08,000001,Vente,132000,10,,RUE DES MARAIS,2860,91100,91174,Corbeil-Essonnes,91,,,91174000BC0015,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.470927,48.584827
2021-435734,2021-01-08,000001,Vente,132000,10,,RUE DES MARAIS,2860,91100,91174,Corbeil-Essonnes,91,,,91174000BC0015,,,2,,3,,,,,,,,2,2,Appartement,66,4,,,,,,2.470927,48.584827
2021-435735,2021-01-08,000001,Vente,270000,18,,AV DU PARC AUX BICHES,0852,91000,91228,Évry-Courcouronnes,91,,,91228000BK0073,,,,,,,,,,,,,0,1,Maison,104,5,S,sols,,,210,2.440782,48.64291
2021-435736,2021-01-11,000001,Vente,230700,12,,RUE AUGUSTE RODIN,0342,91100,91174,Corbeil-Essonnes,91,,,91174000AL0521,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.486622,48.608173
2021-435736,2021-01-11,000001,Vente,230700,10,,RUE ANTOINE BOURDELLE,0215,91100,91174,Corbeil-Essonnes,91,,,91174000AL0525,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,108,2.486826,48.608508
2021-435737,2021-01-11,000001,Vente,120000,54,B,AV PASTEUR,2920,91330,91691,Yerres,91,,,91691000AY0749,,,21,,7,28.21,,,,,,,2,2,Appartement,29,1,,,,,,2.482248,48.694483
2021-435737,2021-01-11,000001,Vente,120000,54,B,AV PASTEUR,2920,91330,91691,Yerres,91,,,91691000AY0749,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482248,48.694483
2021-435738,2021-01-07,000001,Vente,388875,22,,ALL DES CHENES,0140,91090,91340,Lisses,91,,,91340000AE0252,,,,,,,,,,,,,0,1,Maison,159,5,S,sols,,,632,2.415236,48.609093
2021-435739,2021-01-11,000001,Vente,111000,15,,ALL BOISSY D ANGLAS,0198,91000,91228,Évry-Courcouronnes,91,,,91228000AZ0090,,,1002,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.428606,48.62054
2021-435739,2021-01-11,000001,Vente,111000,15,,ALL BOISSY D ANGLAS,0198,91000,91228,Évry-Courcouronnes,91,,,91228000AZ0090,,,5027,,,,,,,,,,1,2,Appartement,29,1,,,,,,2.428606,48.62054
2021-435740,2021-01-11,000001,Vente,171000,6,,RUE ANDRE LALANDE,0072,91000,91228,Évry-Courcouronnes,91,,,91228000AP0205,,,1146,62.34,,,,,,,,,1,2,Appartement,63,3,,,,,,2.426381,48.625788
2021-435740,2021-01-11,000001,Vente,171000,6,,RUE ANDRE LALANDE,0072,91000,91228,Évry-Courcouronnes,91,,,91228000AP0205,,,1225,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.426381,48.625788
2021-435741,2021-01-11,000001,Vente,107000,2,,ALL JOHN FORD,3282,91080,91228,Évry-Courcouronnes,91,,,91228182AP0057,,,124,,197,,,,,,,,2,2,Appartement,48,2,,,,,,2.422225,48.628777
2021-435741,2021-01-11,000001,Vente,107000,2,,ALL JOHN FORD,3282,91080,91228,Évry-Courcouronnes,91,,,91228182AP0057,,,131,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.422225,48.628777
2021-435742,2021-01-08,000001,Vente,73000,69,,RUE DE GOURNAY,2040,91100,91174,Corbeil-Essonnes,91,,,91174000AS0324,,,112,17.88,116,,,,,,,,2,2,Appartement,23,1,,,,,,2.476575,48.602705
2021-435743,2021-01-12,000001,Vente,118000,13,,RUE JULES VALLES,0718,91000,91228,Évry-Courcouronnes,91,,,91228000AT0084,,,43,52.69,60,,,,,,,,2,2,Appartement,52,2,,,,,,2.426988,48.636617
2021-435744,2021-01-12,000001,Vente,260000,38,,RUE LA FONTAINE,2560,91100,91174,Corbeil-Essonnes,91,,,91174000BR0027,,,,,,,,,,,,,0,1,Maison,96,6,S,sols,,,362,2.456454,48.608311
2021-435745,2021-01-12,000001,Vente,105400,9002,,SQ DE LA BORNE,3167,91080,91228,Évry-Courcouronnes,91,,,91228182AN0016,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.411957,48.631873
2021-435745,2021-01-12,000001,Vente,105400,7,,SQ DE LA BORNE,3167,91080,91228,Évry-Courcouronnes,91,,,91228182AN0016,,,4,56.76,,,,,,,,,1,2,Appartement,55,2,,,,,,2.411957,48.631873
2021-435746,2021-01-12,000001,Vente,119000,41,,RUE DU BAS COUDRAY,0460,91100,91174,Corbeil-Essonnes,91,,,91174000AR0327,,,5,,55,38.51,,,,,,,2,2,Appartement,39,2,,,,,,2.4865,48.6028
2021-435746,2021-01-12,000001,Vente,119000,41,,RUE DU BAS COUDRAY,0460,91100,91174,Corbeil-Essonnes,91,,,91174000AR0327,,,81,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4865,48.6028
2021-435747,2021-01-12,000001,Vente,13800,2,B,RUE JEAN RENOIR,3272,91080,91228,Évry-Courcouronnes,91,,,91228182AP0087,,,132,12,,,,,,,,,1,3,Dépendance,,0,,,,,,2.420445,48.629635
2021-435748,2021-01-12,000001,Vente,161200,1,,SQ DU TROU ROUGE,3261,91080,91228,Évry-Courcouronnes,91,,,91228182AN0028,,,21,79.91,,,,,,,,,1,2,Appartement,84,4,,,,,,2.410896,48.632865
2021-435748,2021-01-12,000001,Vente,161200,9001,,SQ DU TROU ROUGE,3261,91080,91228,Évry-Courcouronnes,91,,,91228182AN0028,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.410896,48.632865
2021-435749,2021-01-13,000001,Vente,308000,17,Q,RUE DE LA STATION,0620,91610,91045,Ballancourt-sur-Essonne,91,,,91045000AS0089,,,,,,,,,,,,,0,1,Maison,86,5,S,sols,,,778,2.374783,48.534654
2021-435750,2021-01-08,000001,Vente,340000,1,,RUE ARMAND CACHAT,0190,91230,91421,Montgeron,91,,,91421000AP0491,,,,,,,,,,,,,0,1,Maison,96,5,S,sols,,,200,2.457384,48.699234
2021-435751,2021-01-08,000001,Vente,185000,5,,RUE ROYALE,0200,91750,91135,Champcueil,91,,,91135000AC0100,,,2,122.01,,,,,,,,,1,2,Appartement,155,6,,,,,,2.444832,48.514574
2021-435751,2021-01-08,000001,Vente,185000,5,T,RUE ROYALE,0200,91750,91135,Champcueil,91,,,91135000AC0100,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.444832,48.514574
2021-435752,2021-01-11,000001,Vente,118000,15,,RUE DU BESLY,0550,91800,91097,Boussy-Saint-Antoine,91,,,91097000AE0096,,,150,,60,74.45,,,,,,,2,2,Appartement,72,5,,,,,,2.53534,48.687404
2021-435753,2021-01-11,000001,Vente,200000,,,RUE DES BOTTEAUX,0025,91810,91648,Vert-le-Grand,91,,,91648000AA0203,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,547,2.35513,48.574372
2021-435754,2021-01-11,000001,Vente,255000,28,,RUE DU COMMANDANT BOUCHET,0685,91270,91657,Vigneux-sur-Seine,91,,,91657000AI0932,,,,,,,,,,,,,0,1,Maison,81,5,S,sols,,,276,2.431237,48.70189
2021-435754,2021-01-11,000001,Vente,255000,13,B,RUE DU COMMANDANT BOUCHET,0685,91270,91657,Vigneux-sur-Seine,91,,,91657000AI1210,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.431585,48.702453
2021-435755,2021-01-14,000001,Vente,69500,6,,RUE MARCHAND,2900,91100,91174,Corbeil-Essonnes,91,,,91174000BO0095,,,6,38.15,,,,,,,,,1,2,Appartement,38,2,,,,,,2.467077,48.604205
2021-435756,2021-01-14,000001,Vente,102000,6,,ALL DES CEDRES,0650,91800,91097,Boussy-Saint-Antoine,91,,,91097000AE0096,,,453,63.57,,,,,,,,,1,2,Appartement,65,3,,,,,,2.53534,48.687404
2021-435757,2021-01-14,000001,Vente,225000,35,N,RUE PAUL CLAUDEL,2797,91000,91228,Évry-Courcouronnes,91,,,91228000AT0043,,,229,80.03,296,,,,,,,,2,1,Maison,80,4,,,,,,2.428181,48.638093
2021-435758,2021-01-14,000001,Vente,150000,16,,RUE KRUGER,2490,91100,91174,Corbeil-Essonnes,91,,,91174000AP0092,,,10,,11,,2,41.08,,,,,3,2,Appartement,30,2,,,,,,2.488145,48.605665
2021-435758,2021-01-14,000001,Vente,150000,16,,RUE KRUGER,2490,91100,91174,Corbeil-Essonnes,91,,,91174000AP0092,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.488145,48.605665
2021-435759,2021-01-12,000001,Echange,5445,,,RUE DES CHEVRES,0030,91250,91577,Saintry-sur-Seine,91,,,91577000AL0467,,,,,,,,,,,,,0,,,,,S,sols,,,48,2.49673,48.604226
2021-435760,2021-01-12,000002,Echange,5456,,,RUE DES CHEVRES,0030,91250,91577,Saintry-sur-Seine,91,,,91577000AL0463,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,248,2.497032,48.604297
2021-435761,2021-01-14,000001,Vente,265000,9137,,RUE JEAN BAPTISTE CLEMENT,1600,91130,91521,Ris-Orangis,91,,,91521000BA0181,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,17,2.413655,48.639744
2021-435761,2021-01-14,000001,Vente,265000,40,,RUE JEAN BAPTISTE CLEMENT,1600,91130,91521,Ris-Orangis,91,,,91521000BA0200,,,,,,,,,,,,,0,1,Maison,90,5,S,sols,,,115,2.414356,48.639893
2021-435761,2021-01-14,000001,Vente,265000,,,LE TURPIN SUR L AUNETTE,B030,91130,91521,Ris-Orangis,91,,,91521000BA0524,,,,,,,,,,,,,0,,,,,S,sols,,,4,2.414497,48.639845
2021-435761,2021-01-14,000001,Vente,265000,40,,RUE JEAN BAPTISTE CLEMENT,1600,91130,91521,Ris-Orangis,91,,,91521000BA0760,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.414223,48.639925
2021-435762,2021-01-14,000001,Vente,220000,2,,RUE DE LA BAIGNADE,0236,91130,91521,Ris-Orangis,91,,,91521000AH0853,,,104,,,,,,,,,,1,2,Appartement,62,3,,,,,,2.417303,48.655912
2021-435762,2021-01-14,000001,Vente,220000,2,,RUE DE LA BAIGNADE,0236,91130,91521,Ris-Orangis,91,,,91521000AH0853,,,149,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.417303,48.655912
2021-435763,2021-01-14,000001,Vente,122265,3,,RUE DE LA RESIDENCE EN BOIS,2305,91130,91521,Ris-Orangis,91,,,91521000AD0349,,,36,37.45,,,,,,,,,1,2,Appartement,37,2,,,,,,2.415609,48.659216
2021-435763,2021-01-14,000001,Vente,122265,3,,RUE DE LA RESIDENCE EN BOIS,2305,91130,91521,Ris-Orangis,91,,,91521000AD0349,,,90,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.415609,48.659216
2021-435764,2021-01-14,000001,Vente,285000,3,,RUE DU STADE,0281,91250,91577,Saintry-sur-Seine,91,,,91577000AC0355,,,,,,,,,,,,,0,1,Maison,94,5,S,sols,,,411,2.49441,48.590791
2021-435765,2021-01-15,000001,Vente,149000,3,,ALL LOUIS TILLET,0159,91250,91553,Saint-Germain-lès-Corbeil,91,,,91553000AK0033,,,45,,,,,,,,,,1,2,Appartement,37,2,,,,,,2.491848,48.629763
2021-435765,2021-01-15,000001,Vente,149000,3,,ALL LOUIS TILLET,0159,91250,91553,Saint-Germain-lès-Corbeil,91,,,91553000AK0033,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.491848,48.629763
2021-435766,2021-01-15,000001,Vente,271000,44,,RUE DU PONT LEVIS,2812,91000,91228,Évry-Courcouronnes,91,,,91228000BV0118,,,,,,,,,,,,,0,1,Maison,76,4,S,sols,,,289,2.460211,48.623788
2021-435767,2021-01-15,000001,Vente,45000,39,,BD JEAN JAURES,2330,91100,91174,Corbeil-Essonnes,91,,,91174000BR0179,,,3,19.63,6,,,,,,,,2,2,Appartement,24,1,,,,,,2.464556,48.607504
2021-435768,2021-01-15,000001,Vente,355870,9,,RUE DE ST CLOUD,1204,91540,91386,Mennecy,91,,,91386000AM0007,,,,,,,,,,,,,0,1,Maison,122,7,S,sols,,,736,2.424656,48.551704
2021-435769,2021-01-05,000001,Vente,385000,29,,RUE ORDENER,2010,91130,91521,Ris-Orangis,91,,,91521000AH0334,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,197,0,S,sols,,,359,2.416873,48.653334
2021-435770,2021-01-15,000001,Vente,365000,3,,ALL DE CHATRES,0041,91810,91648,Vert-le-Grand,91,,,91648000AH0044,,,,,,,,,,,,,0,1,Maison,122,6,S,sols,,,601,2.353392,48.568521
2021-435771,2021-01-15,000001,Vente en l'état futur d'achèvement,204502,42,,BD CHARLES DE GAULLE,0197,91540,91386,Mennecy,91,,,91386000BI0182,,,24,,,,,,,,,,1,2,Appartement,58,3,,,,,,2.439774,48.565836
2021-435771,2021-01-15,000001,Vente en l'état futur d'achèvement,204502,42,,BD CHARLES DE GAULLE,0197,91540,91386,Mennecy,91,,,91386000BI0182,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.439774,48.565836
2021-435772,2021-01-15,000001,Vente,215000,15,,SQ DES VOILES,3269,91080,91228,Évry-Courcouronnes,91,,,91228182AL0020,,,46,69.34,63,,,,,,,,2,2,Appartement,69,3,,,,,,2.420642,48.616019
2021-435772,2021-01-15,000001,Vente,215000,9002,,RUE DE LA DAME DU LAC,3183,91080,91228,Évry-Courcouronnes,91,,,91228182AL0020,,,111,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.420642,48.616019
2021-435773,2021-01-15,000001,Vente,207000,48,,RUE DU BAS COUDRAY,0460,91100,91174,Corbeil-Essonnes,91,,,91174000AR0083,,,12,10,,,,,,,,,1,3,Dépendance,,0,,,,,,2.48469,48.601369
2021-435773,2021-01-15,000001,Vente,207000,48,,RUE DU BAS COUDRAY,0460,91100,91174,Corbeil-Essonnes,91,,,91174000AR0083,,,5,,6,59.4,,,,,,,2,2,Appartement,59,3,,,,,,2.48469,48.601369
2021-435774,2021-01-15,000001,Vente,160000,9,,VLA JEAN BAPTISTE DUMAY,2580,91000,91228,Évry-Courcouronnes,91,,,91228000AY0152,,,31,88.7,,,,,,,,,1,2,Appartement,89,4,,,,,,2.438797,48.622349
2021-435774,2021-01-15,000001,Vente,160000,2,,VLA JEAN BAPTISTE DUMAY,2580,91000,91228,Évry-Courcouronnes,91,,,91228000AY0152,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.438797,48.622349
2021-435775,2021-01-05,000001,Vente,110000,23,,AV DE LA REPUBLIQUE,3450,91230,91421,Montgeron,91,,,91421000AB0132,,,12,32.88,,,,,,,,,1,2,Appartement,30,1,,,,,,2.45294,48.708785
2021-435776,2021-01-05,000001,Vente,580000,24,,SQ FRANCOIS DE MALHERBE,0573,91450,91600,Soisy-sur-Seine,91,,,91600000AB0015,,,,,,,,,,,,,0,1,Maison,219,8,S,sols,,,737,2.458174,48.653614
