id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-453150,2021-01-06,000001,Vente,165000,35,,RUE BEAUREPAIRE,0620,93500,93055,Pantin,93,,,93055000AK0067,,,20,21.43,,,,,,,,,1,2,Appartement,30,2,,,,,,2.40881,48.889541
2021-453151,2021-01-04,000001,Vente,235000,2,,RUE FRIDA KAHLO,3585,93000,93008,Bobigny,93,,,930080000A0287,,,83,,,,,,,,,,1,2,Appartement,61,3,,,,,,2.411922,48.916173
2021-453151,2021-01-04,000001,Vente,235000,2,,RUE FRIDA KAHLO,3585,93000,93008,Bobigny,93,,,930080000A0287,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.411922,48.916173
2021-453152,2021-01-11,000001,Vente en l'état futur d'achèvement,203000,43,,RUE LENINE,5125,93170,93006,Bagnolet,93,,,930060000O0260,,,4,,,,,,,,,,1,,,,,,,,,,2.423097,48.869406
2021-453152,2021-01-11,000001,Vente en l'état futur d'achèvement,203000,43,,RUE LENINE,5125,93170,93006,Bagnolet,93,,,930060000O0260,,,205,,,,,,,,,,1,,,,,,,,,,2.423097,48.869406
2021-453153,2021-01-12,000001,Vente en l'état futur d'achèvement,205000,,,,,,93063,Romainville,93,,,930630000X0001,,,36,29.97,,,,,,,,,1,,,,,,,,,,2.433297,48.882747
2021-453154,2021-01-13,000001,Vente en l'état futur d'achèvement,271812.5,43,,RUE LENINE,5125,93170,93006,Bagnolet,93,,,930060000O0260,,,30,,,,,,,,,,1,,,,,,,,,,2.423097,48.869406
2021-453155,2021-01-07,000001,Vente,267510,6,,RUE DU PRE ST GERVAIS,7175,93260,93045,Les Lilas,93,,,930450000F0204,,,11,,8,,,,,,,,2,2,Appartement,39,3,,,,,,2.412724,48.879444
2021-453156,2021-01-05,000001,Vente,550000,89,,AV DE VERDUN,9625,93230,93063,Romainville,93,,,930630000U0021,,,1302,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.430653,48.881641
2021-453156,2021-01-05,000001,Vente,550000,89,,AV DE VERDUN,9625,93230,93063,Romainville,93,,,930630000U0021,,,1015,,,,,,,,,,1,2,Appartement,68,3,,,,,,2.430653,48.881641
2021-453157,2021-01-12,000001,Vente en l'état futur d'achèvement,450000,140,,AV MAL DE LATTRE DE TASSIGNY,6122,93260,93045,Les Lilas,93,,,930450000M0013,,,12,,,,,,,,,,1,,,,,,,,,,2.425701,48.879035
2021-453157,2021-01-12,000001,Vente en l'état futur d'achèvement,450000,140,,AV MAL DE LATTRE DE TASSIGNY,6122,93260,93045,Les Lilas,93,,,930450000M0013,,,25,,,,,,,,,,1,,,,,,,,,,2.425701,48.879035
2021-453157,2021-01-12,000001,Vente en l'état futur d'achèvement,450000,140,,AV MAL DE LATTRE DE TASSIGNY,6122,93260,93045,Les Lilas,93,,,930450000M0013,,,6,,,,,,,,,,1,,,,,,,,,,2.425701,48.879035
2021-453158,2021-01-13,000001,Vente,266900,8,,RUE DES NOYERS,6680,93170,93006,Bagnolet,93,,,930060000A0206,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.433142,48.878568
2021-453158,2021-01-13,000001,Vente,266900,8,,RUE DES NOYERS,6680,93170,93006,Bagnolet,93,,,930060000A0206,,,2,,39,,,,,,,,2,2,Appartement,45,2,,,,,,2.433142,48.878568
2021-453159,2021-01-11,000001,Vente,223500,8,,RUE AUGER,0085,93500,93055,Pantin,93,,,93055000AO0049,,,113,,16,31.9,,,,,,,2,2,Appartement,31,1,,,,,,2.401329,48.8913
2021-453160,2021-01-05,000001,Vente,29000,2,,AV ALFRED LESIEUR,0030,93500,93055,Pantin,93,,,930550000G0036,,,31,,,,,,,,,,1,2,Appartement,12,1,,,,,,2.395687,48.9044
2021-453161,2021-01-15,000001,Vente,1200000,15,,RUE DE LA PAIX,7110,93500,93055,Pantin,93,,,93055000AI0013,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,165,2.411337,48.891843
2021-453161,2021-01-15,000001,Vente,1200000,15,,RUE DE LA PAIX,7110,93500,93055,Pantin,93,,,93055000AI0013,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,238,0,S,sols,,,165,2.411337,48.891843
2021-453162,2021-01-08,000001,Vente,207000,22,,RUE ETIENNE MARCEL,3170,93500,93055,Pantin,93,,,93055000AM0012,,,2,31.99,44,,,,,,,,2,2,Appartement,28,1,,,,,,2.404451,48.894012
2021-453163,2021-01-14,000001,Vente,110000,13,,AV PIERRE KERAUTRET,7152,93130,93053,Noisy-le-Sec,93,,,930530000Q0165,,,12,,,,,,,,,,1,2,Appartement,15,1,,,,,,2.442387,48.883406
2021-453164,2021-01-11,000001,Vente,161000,11,,RUE DU PROGRES,7185,93260,93045,Les Lilas,93,,,930450000F0049,,,28,22.88,38,,,,,,,,2,2,Appartement,28,2,,,,,,2.412257,48.88017
2021-453165,2021-01-12,000001,Vente en l'état futur d'achèvement,232364,,,,,,93010,Bondy,93,,,930100000M0026,,,70,,,,,,,,,,1,,,,,,,,,,2.490641,48.906825
2021-453166,2021-01-13,000001,Vente en l'état futur d'achèvement,260500,29,,RUE JOSEPH HENAFF,4765,93700,93029,Drancy,93,,,930290000G0130,,,72,,,,,,,,,,1,,,,,,,,,,2.456573,48.934677
2021-453166,2021-01-13,000001,Vente en l'état futur d'achèvement,260500,29,,RUE JOSEPH HENAFF,4765,93700,93029,Drancy,93,,,930290000G0130,,,38,,,,,,,,,,1,,,,,,,,,,2.456573,48.934677
2021-453167,2021-01-04,000001,Vente,321900,65,,RUE VICTOR HUGO,9640,93500,93055,Pantin,93,,,93055000AI0110,,,60,,,,,,,,,,1,2,Appartement,68,3,,,,,,2.409896,48.89387
2021-453168,2021-01-07,000001,Vente,430000,22,,RUE DU COQ FRANCAIS,1470,93260,93045,Les Lilas,93,,,930450000G0191,,,14,,33,,,,,,,,2,2,Appartement,70,3,,,,,,2.414496,48.878027
2021-453168,2021-01-07,000001,Vente,430000,22,,RUE DU COQ FRANCAIS,1470,93260,93045,Les Lilas,93,,,930450000G0191,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.414496,48.878027
2021-453169,2021-01-05,000001,Vente,230000,12,,RUE JEAN JACQUES ROUSSEAU,4730,93700,93029,Drancy,93,,,93029000AG0166,,,,,,,,,,,,,0,1,Maison,67,4,S,sols,,,102,2.438061,48.923223
2021-453170,2021-01-12,000001,Vente,270000,95,,RUE PIERRE ET MARIE CURIE,7170,93170,93006,Bagnolet,93,,,930060000I0116,,,214,,228,64.5,,,,,,,2,2,Appartement,64,3,,,,,,2.423604,48.872549
2021-453171,2021-01-12,000001,Vente,539200,42,,RUE BEAUREPAIRE,0620,93500,93055,Pantin,93,,,93055000AK0175,,,415,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.408172,48.889031
2021-453171,2021-01-12,000001,Vente,539200,44,,RUE BEAUREPAIRE,0620,93500,93055,Pantin,93,,,93055000AK0175,,,470,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.408172,48.889031
2021-453171,2021-01-12,000001,Vente,539200,46,,RUE BEAUREPAIRE,0620,93500,93055,Pantin,93,,,93055000AK0175,,,190,84.52,191,84.52,259,,,,,,3,2,Appartement,83,3,,,,,,2.408172,48.889031
2021-453172,2021-01-13,000001,Vente,741270,3,,IMP DESIRE VIENOT,2530,93170,93006,Bagnolet,93,,,93006000AE0102,,,,,,,,,,,,,0,1,Maison,131,5,S,sols,,,133,2.422053,48.862406
2021-453173,2021-01-12,000001,Vente,636172,63,,RUE RENE ALAZARD,8126,93170,93006,Bagnolet,93,,,930060000Q0086,,,1,84.04,,,,,,,,,1,2,Appartement,88,3,,,,,,2.417094,48.874324
2021-453174,2021-01-15,000001,Vente,177000,51,,AV EDOUARD VAILLANT,3120,93500,93055,Pantin,93,,,930550000J0048,,,15,32.57,28,,,,,,,,2,2,Appartement,44,2,,,,,,2.394812,48.90055
2021-453175,2021-01-14,000001,Vente,149000,22,,AV PAUL VAILLANT COUTURIER,7145,93000,93008,Bobigny,93,,,930080000V0299,,,157,52.6,358,,,,,,,,2,2,Appartement,58,3,,,,,,2.438352,48.910727
2021-453176,2021-01-07,000001,Vente,744525,20,,RUE DES BRUYERES,0670,93260,93045,Les Lilas,93,,,930450000G0172,,,21096,,,,,,,,,,1,2,Appartement,108,5,,,,,,2.412772,48.877729
2021-453176,2021-01-07,000001,Vente,744525,18,,RUE DES BRUYERES,0670,93260,93045,Les Lilas,93,,,930450000G0172,,,21009,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.412772,48.877729
2021-453177,2021-01-05,000001,Vente en l'état futur d'achèvement,238000,136,,RUE DE PARIS,7120,93130,93053,Noisy-le-Sec,93,,,930530000J0094,,,83,,,,,,,,,,1,,,,,,,,,,2.464048,48.902189
2021-453177,2021-01-05,000001,Vente en l'état futur d'achèvement,238000,136,,RUE DE PARIS,7120,93130,93053,Noisy-le-Sec,93,,,930530000J0094,,,48,,,,,,,,,,1,,,,,,,,,,2.464048,48.902189
2021-453178,2021-01-12,000001,Vente,106000,39,B,ALL DANTON,2518,93320,93057,Les Pavillons-sous-Bois,93,,,930570000E0142,,,4,,40,,,,,,,,2,2,Appartement,25,1,,,,,,2.504352,48.915302
2021-453179,2021-01-04,000001,Vente,444000,2,,RUE GEORGES POMPIDOU,4154,93260,93045,Les Lilas,93,,,930450000I0024,,,24,57.96,,,,,,,,,1,2,Appartement,54,3,,,,,,2.415444,48.879283
2021-453180,2021-01-13,000001,Vente,112000,76,,RUE VICTOR HUGO,9631,93170,93006,Bagnolet,93,,,93006000AG0174,,,13,24.53,,,,,,,,,1,2,Appartement,21,2,,,,,,2.420416,48.857441
2021-453181,2021-01-12,000001,Vente en l'état futur d'achèvement,439393,5,,AV JEAN JAURES,4740,93310,93061,Le Pré-Saint-Gervais,93,,,930610000D0045,,,40,,,,,,,,,,1,,,,,,,,,,2.407541,48.886159
2021-453181,2021-01-12,000001,Vente en l'état futur d'achèvement,439393,5,,AV JEAN JAURES,4740,93310,93061,Le Pré-Saint-Gervais,93,,,930610000D0045,,,10,,,,,,,,,,1,,,,,,,,,,2.407541,48.886159
2021-453182,2021-01-06,000001,Vente,270000,24,,RUE DES FELIBRES,3540,93700,93029,Drancy,93,,,93029000CF0027,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,395,2.464694,48.918787
2021-453182,2021-01-06,000001,Vente,270000,24,,RUE DES FELIBRES,3540,93700,93029,Drancy,93,,,93029000CF0027,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,395,2.464694,48.918787
2021-453182,2021-01-06,000001,Vente,270000,24,,RUE DES FELIBRES,3540,93700,93029,Drancy,93,,,93029000CF0027,,,,,,,,,,,,,0,2,Appartement,103,5,S,sols,,,395,2.464694,48.918787
2021-453182,2021-01-06,000001,Vente,270000,24,,RUE DES FELIBRES,3540,93700,93029,Drancy,93,,,93029000CF0027,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,395,2.464694,48.918787
2021-453183,2021-01-12,000001,Vente,17000,71,,RUE DE ROMAINVILLE,8160,93260,93045,Les Lilas,93,,,930450000J0095,,,65,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.420098,48.878488
2021-453184,2021-01-18,000001,Vente,305000,53,,AV PASTEUR,7130,93260,93045,Les Lilas,93,,,930450000G0161,,,106,,52,43.88,,,,,,,2,2,Appartement,38,2,,,,,,2.411819,48.877255
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,29,,,,,,,,,,1,,,,,S,sols,,,184,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,16,,8,,,,,,,,2,2,Appartement,26,2,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,10,,18,,,,,,,,2,2,Appartement,29,2,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,12,,3,,,,,,,,2,2,Appartement,36,2,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,11,,2,,20,,,,,,3,2,Appartement,21,1,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,14,,7,,,,,,,,2,2,Appartement,22,1,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,13,,4,,5,,,,,,3,2,Appartement,39,3,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,22,,24,,26,,28,,,,4,2,Appartement,31,2,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,21,,23,,25,,27,,,,4,2,Appartement,42,2,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,29,,,,,,,,,,1,,,,,S,sols,,,450,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,15,,6,,,,,,,,2,2,Appartement,36,2,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,17,,9,,,,,,,,2,2,Appartement,27,2,,,,,,2.442373,48.91132
2021-453185,2021-01-08,000001,Vente,1150000,11,,RUE LOUISE MICHEL,5195,93000,93008,Bobigny,93,,,93008000AI0432,,,1,,19,,,,,,,,2,2,Appartement,29,2,,,,,,2.442373,48.91132
2021-453186,2021-01-14,000001,Vente en l'état futur d'achèvement,220500,29,,RUE JOSEPH HENAFF,4765,93700,93029,Drancy,93,,,930290000G0130,,,73,,,,,,,,,,1,,,,,,,,,,2.456573,48.934677
2021-453186,2021-01-14,000001,Vente en l'état futur d'achèvement,220500,29,,RUE JOSEPH HENAFF,4765,93700,93029,Drancy,93,,,930290000G0130,,,28,,,,,,,,,,1,,,,,,,,,,2.456573,48.934677
2021-453187,2021-01-04,000001,Vente en l'état futur d'achèvement,279000,51,,RUE DE ROMAINVILLE,8160,93260,93045,Les Lilas,93,,,930450000I0128,,,102,,,,,,,,,,1,,,,,,,,,,2.418243,48.87801
2021-453188,2021-01-06,000001,Vente,337800,23,,AV MARCEAU,6130,93700,93029,Drancy,93,,,93029000AH0087,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,48,0,S,sols,,,140,2.436561,48.927925
2021-453188,2021-01-06,000001,Vente,337800,23,,AV MARCEAU,6130,93700,93029,Drancy,93,,,93029000AH0087,,,,,,,,,,,,,0,1,Maison,61,3,S,sols,,,140,2.436561,48.927925
2021-453189,2021-01-05,000001,Vente,700000,39,,RUE VAILLANT COUTURIER,9605,93130,93053,Noisy-le-Sec,93,,,930530000O0026,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,148,0,S,sols,,,404,2.447595,48.89104
2021-453189,2021-01-05,000001,Vente,700000,39,,RUE VAILLANT COUTURIER,9605,93130,93053,Noisy-le-Sec,93,,,930530000O0026,,,,,,,,,,,,,0,2,Appartement,38,2,S,sols,,,404,2.447595,48.89104
2021-453189,2021-01-05,000001,Vente,700000,39,,RUE VAILLANT COUTURIER,9605,93130,93053,Noisy-le-Sec,93,,,930530000O0026,,,,,,,,,,,,,0,2,Appartement,40,2,S,sols,,,404,2.447595,48.89104
2021-453189,2021-01-05,000001,Vente,700000,39,,RUE VAILLANT COUTURIER,9605,93130,93053,Noisy-le-Sec,93,,,930530000O0026,,,,,,,,,,,,,0,2,Appartement,70,3,S,sols,,,404,2.447595,48.89104
2021-453190,2021-01-15,000001,Vente,14500,8,,RUE GEORGES POMPIDOU,4154,93260,93045,Les Lilas,93,,,930450000I0025,,,211,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.415485,48.878984
2021-453191,2021-01-05,000001,Vente en l'état futur d'achèvement,249700,158,,AV HENRI BARBUSSE,4425,93700,93029,Drancy,93,,,93029000BZ0003,,,46,,,,,,,,,,1,,,,,,,,,,2.454278,48.920942
2021-453191,2021-01-05,000001,Vente en l'état futur d'achèvement,249700,158,,AV HENRI BARBUSSE,4425,93700,93029,Drancy,93,,,93029000BZ0003,,,109,,,,,,,,,,1,,,,,,,,,,2.454278,48.920942
2021-453192,2021-01-16,000001,Vente,149000,20,,BD ROY,8175,93320,93057,Les Pavillons-sous-Bois,93,,,930570000X0143,,,134,,,,,,,,,,1,2,Appartement,55,3,,,,,,2.517561,48.910091
2021-453193,2021-01-08,000001,Vente,267000,36,,RUE ROGER SALENGRO,8172,93140,93010,Bondy,93,,,93010000AE0057,,,40,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.478235,48.901935
2021-453193,2021-01-08,000001,Vente,267000,36,,RUE ROGER SALENGRO,8172,93140,93010,Bondy,93,,,93010000AE0057,,,2,,37,,,,,,,,2,2,Appartement,113,6,,,,,,2.478235,48.901935
2021-453194,2021-01-18,000001,Vente,177000,13,,RUE LAPEROUSE,5125,93500,93055,Pantin,93,,,930550000I0079,,,17,,,,,,,,,,1,2,Appartement,28,2,,,,,,2.393433,48.900852
2021-453195,2021-01-12,000001,Vente,180000,18,B,RUE BERTHIER,0645,93500,93055,Pantin,93,,,930550000I0226,,,1116,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.393298,48.901757
2021-453195,2021-01-12,000001,Vente,180000,18,B,RUE BERTHIER,0645,93500,93055,Pantin,93,,,930550000I0226,,,1056,,,,,,,,,,1,2,Appartement,67,3,,,,,,2.393298,48.901757
2021-453196,2021-01-15,000001,Vente en l'état futur d'achèvement,414000,136,,RUE DE PARIS,7120,93130,93053,Noisy-le-Sec,93,,,930530000J0094,,,123,,,,,,,,,,1,,,,,,,,,,2.464048,48.902189
2021-453196,2021-01-15,000001,Vente en l'état futur d'achèvement,414000,136,,RUE DE PARIS,7120,93130,93053,Noisy-le-Sec,93,,,930530000J0094,,,52,,,,,,,,,,1,,,,,,,,,,2.464048,48.902189
2021-453197,2021-01-18,000001,Vente,120000,6,,RUE PIERRE SEMARD,7153,93130,93053,Noisy-le-Sec,93,,,930530000X0153,,,4,,5,,,,,,,,2,2,Appartement,20,2,,,,,,2.454816,48.893399
2021-453198,2021-01-15,000001,Vente en l'état futur d'achèvement,242000,136,,RUE DE PARIS,7120,93130,93053,Noisy-le-Sec,93,,,930530000J0094,,,134,,,,,,,,,,1,,,,,,,,,,2.464048,48.902189
2021-453198,2021-01-15,000001,Vente en l'état futur d'achèvement,242000,136,,RUE DE PARIS,7120,93130,93053,Noisy-le-Sec,93,,,930530000J0094,,,34,,,,,,,,,,1,,,,,,,,,,2.464048,48.902189
2021-453199,2021-01-20,000001,Vente,233000,2,,RUE FRIDA KAHLO,3585,93000,93008,Bobigny,93,,,930080000A0287,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.411922,48.916173
2021-453199,2021-01-20,000001,Vente,233000,2,,RUE FRIDA KAHLO,3585,93000,93008,Bobigny,93,,,930080000A0287,,,104,,,,,,,,,,1,2,Appartement,69,3,,,,,,2.411922,48.916173
2021-453200,2021-01-15,000001,Vente,177000,96,,RUE ANATOLE FRANCE,0100,93700,93029,Drancy,93,,,930290000V0039,,,103,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.452134,48.927449
2021-453200,2021-01-15,000001,Vente,177000,90,,RUE ANATOLE FRANCE,0100,93700,93029,Drancy,93,,,930290000V0039,,,32,,,,,,,,,,1,2,Appartement,42,2,,,,,,2.452134,48.927449
2021-453201,2021-01-15,000001,Vente,260150,18,,RUE DE LA NOSEILLE,6640,93130,93053,Noisy-le-Sec,93,,,930530000R0038,,,1,,,,,,,,,,1,1,Maison,45,3,,,,,,2.447363,48.888389
2021-453202,2021-01-12,000001,Vente en l'état futur d'achèvement,256000,,,AV JEAN MOULIN,4745,93140,93010,Bondy,93,,,930100000B0357,,,353,47.5,,,,,,,,,1,,,,,,,,,,2.479497,48.912514
2021-453202,2021-01-12,000001,Vente en l'état futur d'achèvement,256000,,,AV JEAN MOULIN,4745,93140,93010,Bondy,93,,,930100000B0357,,,270,,,,,,,,,,1,,,,,,,,,,2.479497,48.912514
2021-453203,2021-01-20,000001,Vente,119000,11,,RUE HENRI ROUANET,4450,93700,93029,Drancy,93,,,930290000P0209,,,10,,5,,,,,,,,2,2,Appartement,50,2,,,,,,2.450187,48.927122
