id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-447030,2021-01-15,000001,Vente,1040000,1,,RUE WINDSOR,9930,92200,92051,Neuilly-sur-Seine,92,,,92051000AR0048,,,6,91.86,,,,,,,,,1,2,Appartement,90,3,,,,,,2.251882,48.879493
2021-447031,2021-01-15,000001,Vente,430000,60,,AV PUVIS DE CHAVANNES,7184,92400,92026,Courbevoie,92,,,920260000C0324,,,416,61.23,,,,,,,,,1,2,Appartement,60,3,,,,,,2.23753,48.899127
2021-447031,2021-01-15,000001,Vente,430000,62,,AV PUVIS DE CHAVANNES,7184,92400,92026,Courbevoie,92,,,920260000C0324,,,453,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.23753,48.899127
2021-447032,2021-01-15,000001,Vente,25000,50,,BD D INKERMANN,4650,92200,92051,Neuilly-sur-Seine,92,,,920510000V0031,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.276004,48.887567
2021-447033,2021-01-08,000001,Vente,378000,47,,RUE D ESTIENNE D ORVES,3165,92400,92026,Courbevoie,92,,,920260000M0170,,,,,,,,,,,,,0,1,Maison,50,3,S,sols,,,150,2.25042,48.902519
2021-447033,2021-01-08,000001,Vente,378000,47,,RUE D ESTIENNE D ORVES,3165,92400,92026,Courbevoie,92,,,920260000M0170,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,150,2.25042,48.902519
2021-447034,2021-01-18,000001,Vente,625000,47,,RUE VOLTAIRE,9675,92300,92044,Levallois-Perret,92,,,920440000M0114,,,7,67.1,,,,,,,,,1,2,Appartement,68,4,,,,,,2.283915,48.892036
2021-447034,2021-01-18,000001,Vente,625000,47,,RUE VOLTAIRE,9675,92300,92044,Levallois-Perret,92,,,920440000M0114,,,7,67.1,,,,,,,,,1,3,Dépendance,,0,,,,,,2.283915,48.892036
2021-447035,2021-01-18,000001,Vente,721250,173,,RUE DE VERDUN,9625,92150,92073,Suresnes,92,,,920730000O0073,,,258,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234972,48.878853
2021-447035,2021-01-18,000001,Vente,721250,26,,RUE EMILE DUCLAUX,3150,92150,92073,Suresnes,92,,,920730000O0073,,,19,91.74,217,,,,,,,,2,2,Appartement,94,4,,,,,,2.234972,48.878853
2021-447035,2021-01-18,000001,Vente,721250,26,,RUE EMILE DUCLAUX,3150,92150,92073,Suresnes,92,,,920730000O0073,,,19,91.74,217,,,,,,,,2,3,Dépendance,,0,,,,,,2.234972,48.878853
2021-447036,2021-01-05,000001,Vente en l'état futur d'achèvement,805000,,,,,,92062,Puteaux,92,,,920620000G0001,,,76,,,,,,,,,,1,,,,,,,,,,2.226156,48.886466
2021-447036,2021-01-05,000001,Vente en l'état futur d'achèvement,805000,,,,,,92062,Puteaux,92,,,920620000G0001,,,487,,,,,,,,,,1,,,,,,,,,,2.226156,48.886466
2021-447036,2021-01-05,000001,Vente en l'état futur d'achèvement,805000,,,,,,92062,Puteaux,92,,,920620000G0001,,,131,,,,,,,,,,1,,,,,,,,,,2.226156,48.886466
2021-447037,2021-01-07,000001,Vente,1035000,135,,RUE LOUIS ROUQUIER,5170,92300,92044,Levallois-Perret,92,,,920440000R0284,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.29404,48.894039
2021-447037,2021-01-07,000001,Vente,1035000,135,,RUE LOUIS ROUQUIER,5170,92300,92044,Levallois-Perret,92,,,920440000R0284,,,25,95.08,48,,,,,,,,2,2,Appartement,94,4,,,,,,2.29404,48.894039
2021-447037,2021-01-07,000001,Vente,1035000,135,,RUE LOUIS ROUQUIER,5170,92300,92044,Levallois-Perret,92,,,920440000R0284,,,25,95.08,48,,,,,,,,2,3,Dépendance,,0,,,,,,2.29404,48.894039
2021-447038,2021-01-04,000001,Vente,407645,9,,VLA DAVOUST,2520,92600,92004,Asnières-sur-Seine,92,,,92004000AE0138,,,12,,65,55.39,,,,,,,2,2,Appartement,46,2,,,,,,2.280751,48.908878
2021-447038,2021-01-04,000001,Vente,407645,9,,VLA DAVOUST,2520,92600,92004,Asnières-sur-Seine,92,,,92004000AE0138,,,12,,65,55.39,,,,,,,2,3,Dépendance,,0,,,,,,2.280751,48.908878
2021-447039,2021-01-06,000001,Vente,1249121.5,19,B,RUE DE LA GLACIERE,4145,92250,92035,La Garenne-Colombes,92,,,920350000I0070,,,13,168.35,,,,,,,,,1,1,Maison,82,5,,,,,,2.242493,48.904136
2021-447040,2021-01-07,000001,Vente,652000,36,,RUE GABRIEL PERI,4110,92300,92044,Levallois-Perret,92,,,920440000U0064,,,12,64.68,26,,,,,,,,2,2,Appartement,62,4,,,,,,2.288607,48.891312
2021-447041,2021-01-04,000001,Vente,830000,11,,RUE DE LA PASSERELLE,7155,92150,92073,Suresnes,92,,,920730000F0020,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.224109,48.8773
2021-447041,2021-01-04,000001,Vente,830000,11,,RUE DE LA PASSERELLE,7155,92150,92073,Suresnes,92,,,920730000F0020,,,11,94.2,,,,,,,,,1,2,Appartement,94,4,,,,,,2.224109,48.8773
2021-447041,2021-01-04,000001,Vente,830000,11,,RUE DE LA PASSERELLE,7155,92150,92073,Suresnes,92,,,920730000F0020,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.224109,48.8773
2021-447042,2021-01-15,000001,Vente,407070,6,,RUE DENIS PAPIN,2545,92600,92004,Asnières-sur-Seine,92,,,92004000AQ0005,,,37,51.97,52,,,,,,,,2,3,Dépendance,,0,,,,,,2.283544,48.90667
2021-447042,2021-01-15,000001,Vente,407070,6,,RUE DENIS PAPIN,2545,92600,92004,Asnières-sur-Seine,92,,,92004000AQ0005,,,37,51.97,52,,,,,,,,2,2,Appartement,55,3,,,,,,2.283544,48.90667
2021-447043,2021-01-07,000001,Vente,211000,2,,AV D ORGEMONT,6685,92600,92004,Asnières-sur-Seine,92,,,920040000E0269,,,1376,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.273402,48.927559
2021-447043,2021-01-07,000001,Vente,211000,9,,RUE ROBERT LAVERGNE,8167,92600,92004,Asnières-sur-Seine,92,,,920040000E0269,,,455,,833,75.88,,,,,,,2,2,Appartement,79,4,,,,,,2.273402,48.927559
2021-447044,2021-01-08,000001,Vente,606100,34,,AV FLACHAT,3535,92600,92004,Asnières-sur-Seine,92,,,92004000AE0077,,,1,81.7,13,,,,,,,,2,2,Appartement,82,2,,,,,,2.27933,48.908053
2021-447044,2021-01-08,000001,Vente,606100,34,,AV FLACHAT,3535,92600,92004,Asnières-sur-Seine,92,,,92004000AE0077,,,1,81.7,13,,,,,,,,2,3,Dépendance,,0,,,,,,2.27933,48.908053
2021-447044,2021-01-08,000001,Vente,606100,34,,AV FLACHAT,3535,92600,92004,Asnières-sur-Seine,92,,,92004000AE0077,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.27933,48.908053
2021-447045,2021-01-06,000001,Vente,15000,148,,RTE DE L EMPEREUR,1210,92500,92063,Rueil-Malmaison,92,,,92063000BL0325,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.180085,48.863934
2021-447046,2021-01-14,000001,Vente,235000,5,,RUE ERNEST COGNACQ,3170,92300,92044,Levallois-Perret,92,,,920440000L0083,,,4268,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.278046,48.894508
2021-447046,2021-01-14,000001,Vente,235000,2,B,RUE BAUDIN,0626,92300,92044,Levallois-Perret,92,,,920440000L0083,,,4060,21.62,,,,,,,,,1,2,Appartement,22,1,,,,,,2.278046,48.894508
2021-447047,2021-01-06,000001,Vente,538000,80,,RUE CHARLES CHEFSON,1505,92270,92009,Bois-Colombes,92,,,920090000E0209,,,2,56.72,8,,,,,,,,2,2,Appartement,60,3,,,,,,2.272324,48.919661
2021-447047,2021-01-06,000001,Vente,538000,80,,RUE CHARLES CHEFSON,1505,92270,92009,Bois-Colombes,92,,,920090000E0209,,,2,56.72,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.272324,48.919661
2021-447048,2021-01-07,000001,Vente,719000,6,,RUE DE VILLIERS,9662,92300,92044,Levallois-Perret,92,,,920440000V0180,,,123,,143,74.15,,,,,,,2,3,Dépendance,,0,,,,,,2.282908,48.887651
2021-447048,2021-01-07,000001,Vente,719000,6,,RUE DE VILLIERS,9662,92300,92044,Levallois-Perret,92,,,920440000V0180,,,123,,143,74.15,,,,,,,2,2,Appartement,72,3,,,,,,2.282908,48.887651
2021-447049,2021-01-14,000001,Vente,675010,18,,RUE EDOUARD NIEUPORT,3125,92150,92073,Suresnes,92,,,920730000P0011,,,19,,5,122.45,6,,,,,,3,3,Dépendance,,0,,,,,,2.23068,48.873052
2021-447049,2021-01-14,000001,Vente,675010,18,,RUE EDOUARD NIEUPORT,3125,92150,92073,Suresnes,92,,,920730000P0011,,,19,,5,122.45,6,,,,,,3,2,Appartement,120,5,,,,,,2.23068,48.873052
2021-447049,2021-01-14,000001,Vente,675010,18,,RUE EDOUARD NIEUPORT,3125,92150,92073,Suresnes,92,,,920730000P0011,,,19,,5,122.45,6,,,,,,3,3,Dépendance,,0,,,,,,2.23068,48.873052
2021-447049,2021-01-14,000001,Vente,675010,21,,RUE BENOIT MALON,0660,92150,92073,Suresnes,92,,,920730000P0015,,,7184,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231165,48.87287
2021-447050,2021-01-08,000001,Vente,1205000,3,,RUE THEOPHILE GAUTIER,9140,92200,92051,Neuilly-sur-Seine,92,,,92051000AM0011,,,1,128.4,22,,,,,,,,2,3,Dépendance,,0,,,,,,2.257738,48.88495
2021-447050,2021-01-08,000001,Vente,1205000,3,,RUE THEOPHILE GAUTIER,9140,92200,92051,Neuilly-sur-Seine,92,,,92051000AM0011,,,1,128.4,22,,,,,,,,2,2,Appartement,128,5,,,,,,2.257738,48.88495
2021-447051,2021-01-08,000001,Vente,544450,80,B,RUE RASPAIL,8116,92270,92009,Bois-Colombes,92,,,920090000J0222,,,1,61.77,,,,,,,,,1,1,Maison,70,5,,,,,,2.269112,48.917598
2021-447052,2021-01-13,000001,Vente,26000,1,,RUE EUGENE EICHENBERGER,3181,92800,92062,Puteaux,92,,,920620000X0217,,,526,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234963,48.880145
2021-447053,2021-01-06,000001,Vente,586500,146,,BD VOLTAIRE,9661,92600,92004,Asnières-sur-Seine,92,,,920040000N0314,,,24,81.6,63,,,,,,,,2,2,Appartement,80,4,,,,,,2.28552,48.917872
2021-447053,2021-01-06,000001,Vente,586500,146,B,BD VOLTAIRE,9661,92600,92004,Asnières-sur-Seine,92,,,920040000N0314,,,80,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.28552,48.917872
2021-447054,2021-01-08,000001,Vente,713200,2,,RUE MARCEAU,6115,92300,92044,Levallois-Perret,92,,,920440000V0068,,,18,64.19,,,,,,,,,1,2,Appartement,63,4,,,,,,2.284769,48.888259
2021-447055,2021-01-08,000001,Vente,552000,93,,RUE JP TIMBAUD,4750,92400,92026,Courbevoie,92,,,920260000K0111,,,18,74.41,44,,,,,,,,2,2,Appartement,77,4,,,,,,2.248936,48.900105
2021-447055,2021-01-08,000001,Vente,552000,93,,RUE JP TIMBAUD,4750,92400,92026,Courbevoie,92,,,920260000K0111,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248936,48.900105
2021-447055,2021-01-08,000001,Vente,552000,93,,RUE JP TIMBAUD,4750,92400,92026,Courbevoie,92,,,920260000K0111,,,18,74.41,44,,,,,,,,2,3,Dépendance,,0,,,,,,2.248936,48.900105
2021-447056,2021-01-11,000001,Vente,505000,82,,RUE RIVAY,8150,92300,92044,Levallois-Perret,92,,,920440000I0136,,,1,48.03,16,,,,,,,,2,2,Appartement,58,3,,,,,,2.287101,48.897656
2021-447057,2021-01-04,000001,Vente,424850,33,,RUE D ALSACE,0040,92110,92024,Clichy,92,,,920240000S0032,,,180,55.91,213,,,,,,,,2,2,Appartement,56,3,,,,,,2.310659,48.903312
2021-447058,2021-01-08,000001,Vente,1128280,18,,RUE DE LA DESIRADE,1016,92500,92063,Rueil-Malmaison,92,,,92063000BI0822,,,,,,,,,,,,,0,1,Maison,180,7,S,sols,,,384,2.19235,48.861151
2021-447059,2021-01-20,000001,Vente,569670,26,,RUE MADIRAA,6105,92400,92026,Courbevoie,92,,,92026000AU0059,,,51,112.51,86,,,,,,,,2,3,Dépendance,,0,,,,,,2.273803,48.907024
2021-447059,2021-01-20,000001,Vente,569670,26,,RUE MADIRAA,6105,92400,92026,Courbevoie,92,,,92026000AU0059,,,51,112.51,86,,,,,,,,2,2,Appartement,100,5,,,,,,2.273803,48.907024
2021-447060,2021-01-07,000001,Vente,3200000,304,,BD CHARLES DE GAULLE,1449,92390,92078,Villeneuve-la-Garenne,92,,,920780000A0082,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1818,0,S,sols,,,3760,2.313263,48.944462
2021-447061,2021-01-12,000001,Vente,378854,2,,RUE DE COURBEVOIE,1570,92000,92050,Nanterre,92,,,92050000AQ0031,,,18,78.67,42,,,,,,,,2,2,Appartement,88,4,,,,,,2.201906,48.891371
2021-447061,2021-01-12,000001,Vente,378854,2,,RUE DE COURBEVOIE,1570,92000,92050,Nanterre,92,,,92050000AQ0031,,,18,78.67,42,,,,,,,,2,3,Dépendance,,0,,,,,,2.201906,48.891371
2021-447062,2021-01-06,000001,Vente,319000,14,,RUE DE ZILINA,9690,92000,92050,Nanterre,92,,,920500000F1318,,,1016,88.13,1129,,,,,,,,2,2,Appartement,85,4,,,,,,2.192948,48.896871
2021-447062,2021-01-06,000001,Vente,319000,12,,RUE DE ZILINA,9690,92000,92050,Nanterre,92,,,920500000F1318,,,1458,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.192948,48.896871
2021-447063,2021-01-08,000001,Vente,720650,3,B,RUE MICHAEL WINBURN,6150,92400,92026,Courbevoie,92,,,920260000Q0052,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.260045,48.899094
2021-447063,2021-01-08,000001,Vente,720650,3,B,RUE MICHAEL WINBURN,6150,92400,92026,Courbevoie,92,,,920260000Q0052,,,6,97.1,,,,,,,,,1,1,Maison,114,5,,,,,,2.260045,48.899094
2021-447064,2021-01-14,000001,Vente,1014600,2,,PL DE LA REPUBLIQUE,8141,92300,92044,Levallois-Perret,92,,,920440000S0057,,,27,,,,,,,,,,1,2,Appartement,84,4,,,,,,2.288818,48.893488
2021-447064,2021-01-14,000001,Vente,1014600,2,,PL DE LA REPUBLIQUE,8141,92300,92044,Levallois-Perret,92,,,920440000S0057,,,9,,,,,,,,,,1,2,Appartement,84,4,,,,,,2.288818,48.893488
2021-447065,2021-01-12,000001,Vente,403700,18,,RUE PIERRE BOUDOU,7220,92600,92004,Asnières-sur-Seine,92,,,92004000AY0122,,,339,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300472,48.913206
2021-447065,2021-01-12,000001,Vente,403700,18,,RUE PIERRE BOUDOU,7220,92600,92004,Asnières-sur-Seine,92,,,92004000AY0122,,,161,,184,88.09,,,,,,,2,2,Appartement,87,4,,,,,,2.300472,48.913206
2021-447065,2021-01-12,000001,Vente,403700,18,,RUE PIERRE BOUDOU,7220,92600,92004,Asnières-sur-Seine,92,,,92004000AY0122,,,161,,184,88.09,,,,,,,2,3,Dépendance,,0,,,,,,2.300472,48.913206
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,386,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,385,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,384,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,383,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,387,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,388,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,372,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,382,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,373,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,374,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,30,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,20,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,30,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,160,0,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,20,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,35,2,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,18,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,30,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,30,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,20,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,53,3,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,28,1,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,35,2,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,35,2,S,sols,,,427,2.304487,48.90394
2021-447066,2021-01-14,000001,Vente,4162200,26,B,RUE DAGOBERT,2510,92110,92024,Clichy,92,,,920240000K0106,,,,,,,,,,,,,0,2,Appartement,35,2,S,sols,,,427,2.304487,48.90394
2021-447067,2021-01-08,000001,Vente,180000,86,,RUE HENRI BARBUSSE,4420,92110,92024,Clichy,92,,,920240000Z0042,,,29,,7,35.11,,,,,,,2,2,Appartement,35,2,,,,,,2.310124,48.901645
2021-447068,2021-01-05,000001,Vente,205000,46,,RUE GEORGES THORETTON,4138,92230,92036,Gennevilliers,92,,,92036000AH0210,,,316,46.22,,,,,,,,,1,2,Appartement,44,2,,,,,,2.298289,48.926193
2021-447068,2021-01-05,000001,Vente,205000,46,,RUE GEORGES THORETTON,4138,92230,92036,Gennevilliers,92,,,92036000AH0210,,,409,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.298289,48.926193
2021-447069,2021-01-07,000001,Vente,355000,28,,RUE JULES GUESDE,4785,92300,92044,Levallois-Perret,92,,,920440000R0148,,,49,,75,35.02,,,,,,,2,2,Appartement,38,2,,,,,,2.293878,48.892104
2021-447070,2021-01-08,000001,Vente,210000,20,,RUE DE L AGRICULTURE,0025,92700,92025,Colombes,92,,,92025000AY0118,,,4,35.19,40,,,,,,,,2,2,Appartement,30,2,,,,,,2.239331,48.913358
