id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-363956,2021-01-04,000001,Vente,305000,25,,RUE ALBERT JOLY,0050,78000,78646,Versailles,78,,,78646000AK0269,,,1,56.8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,72,0,,,,,,2.139087,48.810431
2021-363957,2021-01-08,000001,Vente,320000,11,,RUE DE SATORY,2950,78000,78646,Versailles,78,,,78646000AH0147,,,18,,9,36.61,,,,,,,2,2,Appartement,31,2,,,,,,2.125312,48.800547
2021-363958,2021-01-08,000001,Vente,161300,1,,RUE MAL DE LATTRE DE TASSIGNY,0386,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0165,,,117,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.061367,48.808488
2021-363958,2021-01-08,000001,Vente,161300,1,,RUE MAL DE LATTRE DE TASSIGNY,0386,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0165,,,58,41.3,,,,,,,,,1,2,Appartement,41,2,,,,,,2.061367,48.808488
2021-363959,2021-01-04,000001,Vente,365000,2,T,RUE DU JEU DE PAUME,1490,78000,78646,Versailles,78,,,78646000AH0103,,,29,59.2,,,,,,,,,1,2,Appartement,35,2,,,,,,2.123552,48.801086
2021-363960,2021-01-09,000001,Vente,258700,7,,RUE JULES FERRY,0320,78390,78073,Bois-d'Arcy,78,,,78073000BB0158,,,227,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.017854,48.803466
2021-363960,2021-01-09,000001,Vente,258700,7,,RUE JULES FERRY,0320,78390,78073,Bois-d'Arcy,78,,,78073000BB0158,,,119,77.58,143,,148,,,,,,3,2,Appartement,78,3,,,,,,2.017854,48.803466
2021-363961,2021-01-06,000001,Vente en l'état futur d'achèvement,310143,,,MAGASIN GENERAL D AVIATION,B029,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0360,,,85,,,,,,,,,,1,,,,,,,,,,2.063824,48.808674
2021-363961,2021-01-06,000001,Vente en l'état futur d'achèvement,310143,,,MAGASIN GENERAL D AVIATION,B029,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0360,,,6,,,,,,,,,,1,,,,,,,,,,2.063824,48.808674
2021-363962,2021-01-13,000001,Vente,230000,80,,AV DES ETATS UNIS,0990,78000,78646,Versailles,78,,,78646000AV0251,,,19,45.65,20,,,,,,,,2,2,Appartement,44,2,,,,,,2.149207,48.809669
2021-363963,2021-01-11,000001,Vente,737200,14,,RUE DE MOUCHY,2010,78000,78646,Versailles,78,,,78646000AD0182,,,10,,11,,12,,4,88.37,7,,5,2,Appartement,86,4,,,,,,2.127515,48.810776
2021-363964,2021-01-12,000001,Vente,350000,2,,ALL JACQUELINE AURIOL,0329,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0098,,,212,84.93,,,,,,,,,1,2,Appartement,85,4,,,,,,2.066134,48.806288
2021-363964,2021-01-12,000001,Vente,350000,2,,ALL JACQUELINE AURIOL,0329,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0098,,,327,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.066134,48.806288
2021-363965,2021-01-08,000001,Vente,231600,4,D,ALL DU JOSAS,0290,78350,78322,Jouy-en-Josas,78,,,78322000AK0390,,,132,71.94,232,,,,,,,,2,2,Appartement,68,4,,,,,,2.170537,48.76338
2021-363966,2021-01-11,000001,Vente,25000,4,,IMP DE TOULOUSE,3030,78000,78646,Versailles,78,,,78646000AE0434,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.129996,48.806424
2021-363967,2021-01-11,000001,Vente,250000,6,,IMP DE TOULOUSE,3030,78000,78646,Versailles,78,,,78646000AE0434,,,60,30.55,,,,,,,,,1,2,Appartement,29,1,,,,,,2.129996,48.806424
2021-363968,2021-01-05,000001,Vente,1500000,11,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0335,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.125833,48.821592
2021-363968,2021-01-05,000001,Vente,1500000,11,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0335,,,97,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,24,0,,,,,,2.125833,48.821592
2021-363968,2021-01-05,000001,Vente,1500000,9001,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0357,,,98,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.126247,48.822109
2021-363968,2021-01-05,000001,Vente,1500000,5,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0357,,,15,,16,,17,,24,,80,,7,4,Local industriel. commercial ou assimilé,246,0,,,,,,2.126247,48.822109
2021-363968,2021-01-05,000001,Vente,1500000,9001,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0357,,,112,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.126247,48.822109
2021-363968,2021-01-05,000001,Vente,1500000,9001,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0357,,,97,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.126247,48.822109
2021-363968,2021-01-05,000001,Vente,1500000,9001,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0357,,,99,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.126247,48.822109
2021-363968,2021-01-05,000001,Vente,1500000,9001,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0357,,,116,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.126247,48.822109
2021-363968,2021-01-05,000001,Vente,1500000,9001,,RUE CARUEL ST MARTIN,0180,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AK0357,,,114,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.126247,48.822109
2021-363969,2021-01-08,000001,Vente,198150,31,,RUE JEAN JAURES,0350,78190,78621,Trappes,78,,,78621000BD0155,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.002286,48.775801
2021-363969,2021-01-08,000001,Vente,198150,31,,RUE JEAN JAURES,0350,78190,78621,Trappes,78,,,78621000BD0155,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.002286,48.775801
2021-363969,2021-01-08,000001,Vente,198150,31,B,RUE JEAN JAURES,0350,78190,78621,Trappes,78,,,78621000BD0155,,,124,66.27,,,,,,,,,1,2,Appartement,63,3,,,,,,2.002286,48.775801
2021-363970,2021-01-15,000001,Vente,213500,3,,PL HOCHE,1340,78000,78646,Versailles,78,,,78646000AE0194,,,19,,6,17.82,,,,,,,2,2,Appartement,25,1,,,,,,2.127316,48.80656
2021-363971,2021-01-12,000002,Vente,245000,9,,IMP JARDINS DE MAINTENON,0330,78210,78545,Saint-Cyr-l'École,78,,,78545000AI0112,,,,,,,,,,,,,0,1,Maison,16,0,S,sols,,,512,2.077036,48.812552
2021-363972,2021-01-12,000001,Vente,200000,19,,RUE DE KOPRIVNICE,0375,78190,78621,Trappes,78,,,78621000AX0158,,,348,76.87,,,,,,,,,1,2,Appartement,76,4,,,,,,1.987764,48.779444
2021-363972,2021-01-12,000001,Vente,200000,19,,RUE DE KOPRIVNICE,0375,78190,78621,Trappes,78,,,78621000AX0158,,,256,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.987764,48.779444
2021-363973,2021-01-08,000001,Vente,275000,17,,RUE DES ARCADES,0445,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0210,,,160,,24,86.07,,,,,,,2,2,Appartement,85,4,,,,,,2.042659,48.766892
2021-363973,2021-01-08,000001,Vente,275000,17,,RUE DES ARCADES,0445,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0210,,,92,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.042659,48.766892
2021-363974,2021-01-04,000001,Vente,268500,6,,RUE JACQUES ANGE GABRIEL,0315,78280,78297,Guyancourt,78,,,78297000BI0008,,,65,66.68,,,,,,,,,1,2,Appartement,67,3,,,,,,2.073334,48.76679
2021-363974,2021-01-04,000001,Vente,268500,4,,RUE JACQUES ANGE GABRIEL,0315,78280,78297,Guyancourt,78,,,78297000BI0008,,,201,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.073334,48.76679
2021-363975,2021-01-13,000001,Vente,475000,12,,AV DE PORCHEFONTAINE,2380,78000,78646,Versailles,78,,,78646000BK0021,,,1574,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.152071,48.797176
2021-363975,2021-01-13,000001,Vente,475000,12,,AV DE PORCHEFONTAINE,2380,78000,78646,Versailles,78,,,78646000BK0021,,,465,78.97,491,,,,,,,,2,2,Appartement,78,3,,,,,,2.152071,48.797176
2021-363976,2021-01-15,000001,Vente,171684.62,8,,PARC DE DIANE,0457,78350,78322,Jouy-en-Josas,78,,,78322000AM0102,,,1104,37.47,,,,,,,,,1,3,Dépendance,,0,,,,,,2.188135,48.755602
2021-363977,2021-01-15,000001,Vente,496550,21,,AV DU CENTRE,0695,78180,78423,Montigny-le-Bretonneux,78,,,78423000AD0045,,,92,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.046089,48.784897
2021-363977,2021-01-15,000001,Vente,496550,21,,AV DU CENTRE,0695,78180,78423,Montigny-le-Bretonneux,78,,,78423000AD0045,,,103,,17,97.96,,,,,,,2,2,Appartement,116,5,,,,,,2.046089,48.784897
2021-363978,2021-01-04,000001,Vente,219220,10,,ALL DES BOUTONS D OR,1460,78180,78423,Montigny-le-Bretonneux,78,,,78423000AH0001,,,160,,61,65.78,,,,,,,2,2,Appartement,66,3,,,,,,2.036575,48.779964
2021-363978,2021-01-04,000001,Vente,219220,9005,,ALL DES BOUTONS D OR,1460,78180,78423,Montigny-le-Bretonneux,78,,,78423000AH0007,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.037085,48.779205
2021-363979,2021-01-08,000001,Vente,226086,1,,RUE MAL DE LATTRE DE TASSIGNY,0386,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0165,,,56,62.75,,,,,,,,,1,2,Appartement,62,3,,,,,,2.061367,48.808488
2021-363979,2021-01-08,000001,Vente,226086,1,,RUE MAL DE LATTRE DE TASSIGNY,0386,78210,78545,Saint-Cyr-l'École,78,,,78545000AE0165,,,179,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.061367,48.808488
2021-363980,2021-01-08,000001,Vente,364235,41,,RUE LOUIS ANT DE BOUGAINVILLE,0610,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0130,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,114,2.0491,48.769354
2021-363980,2021-01-08,000001,Vente,364235,,,L ILE DE MONTIGNY,B011,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0187,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,3672,2.048227,48.769399
2021-363980,2021-01-08,000001,Vente,364235,,,L ILE DE MONTIGNY,B011,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0188,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,1659,2.047538,48.769164
2021-363980,2021-01-08,000001,Vente,364235,,,L ILE DE MONTIGNY,B011,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0189,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,47,2.047591,48.769564
2021-363980,2021-01-08,000001,Vente,364235,,,L ILE DE MONTIGNY,B011,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0190,,,,,,,,,,,,,0,,,,,S,sols,,,11,2.048374,48.769371
2021-363980,2021-01-08,000001,Vente,364235,,,L ILE DE MONTIGNY,B011,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0191,,,,,,,,,,,,,0,,,,,S,sols,,,2939,2.047697,48.769399
2021-363981,2021-01-14,000001,Vente,850000,41,,AV DE SAINT CLOUD,2730,78000,78646,Versailles,78,,,78646000AI0125,,,1,,24,,,,,,,,2,2,Appartement,115,5,,,,,,2.133122,48.805673
2021-363982,2021-01-06,000001,Vente,132000,9002,,RUE DANIELE CASANOVA,0180,78190,78621,Trappes,78,,,78621000AY0285,,,289,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.994705,48.774881
2021-363982,2021-01-06,000001,Vente,132000,1,B,RUE DANIELE CASANOVA,0180,78190,78621,Trappes,78,,,78621000AY0285,,,48,57.6,,,,,,,,,1,2,Appartement,58,3,,,,,,1.994705,48.774881
2021-363982,2021-01-06,000001,Vente,132000,9002,,RUE DANIELE CASANOVA,0180,78190,78621,Trappes,78,,,78621000AY0285,,,288,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.994705,48.774881
2021-363983,2021-01-12,000001,Vente,300000,2,,AV DES COMBATTANTS,0290,78220,78686,Viroflay,78,,,78686000AE0460,,,93,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.1724,48.803712
2021-363983,2021-01-12,000001,Vente,300000,2,,AV DES COMBATTANTS,0290,78220,78686,Viroflay,78,,,78686000AE0460,,,23,,86,,,,,,,,2,2,Appartement,64,3,,,,,,2.1724,48.803712
2021-363984,2021-01-14,000001,Vente,275000,9001,,RUE DES ARCADES DU LAC,1165,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0004,,,644,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.04398,48.76971
2021-363984,2021-01-14,000001,Vente,275000,2,,RUE VASCO DE GAMA,1065,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0004,,,200,88.86,422,,,,,,,,2,2,Appartement,88,4,,,,,,2.04398,48.76971
2021-363985,2021-01-14,000001,Vente,50000,5,,RUE DE L ECOLE DES POSTES,0850,78000,78646,Versailles,78,,,78646000AZ0110,,,937,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.158672,48.8041
2021-363986,2021-01-14,000001,Vente,885000,19,,RUE VICTOR BART,3160,78000,78646,Versailles,78,,,78646000AS0011,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.145549,48.809854
2021-363986,2021-01-14,000001,Vente,885000,19,,RUE VICTOR BART,3160,78000,78646,Versailles,78,,,78646000AS0011,,,27,,5,,6,,,,,,3,2,Appartement,145,5,,,,,,2.145549,48.809854
2021-363987,2021-01-08,000001,Vente,170000,15,,RUE DES ETATS GENERAUX,0980,78000,78646,Versailles,78,,,78646000BR0037,,,1,,10,,11,,15,,,,4,4,Local industriel. commercial ou assimilé,46,0,,,,,,2.132916,48.800326
2021-363988,2021-01-08,000001,Vente,388000,20,,RUE PIERRE LOTI,1230,78180,78423,Montigny-le-Bretonneux,78,,,78423000AR0064,,,,,,,,,,,,,0,1,Maison,110,6,S,sols,,,143,2.041125,48.768946
2021-363989,2021-01-12,000001,Vente en l'état futur d'achèvement,660000,22,B,RUE DU GEN EXELMANS,0229,78140,78640,Vélizy-Villacoublay,78,,,78640000AK0247,,,53,,,,,,,,,,1,,,,,,,,,,2.195893,48.781132
2021-363989,2021-01-12,000001,Vente en l'état futur d'achèvement,660000,22,B,RUE DU GEN EXELMANS,0229,78140,78640,Vélizy-Villacoublay,78,,,78640000AK0247,,,85,,,,,,,,,,1,,,,,,,,,,2.195893,48.781132
2021-363989,2021-01-12,000001,Vente en l'état futur d'achèvement,660000,22,B,RUE DU GEN EXELMANS,0229,78140,78640,Vélizy-Villacoublay,78,,,78640000AK0247,,,86,,,,,,,,,,1,,,,,,,,,,2.195893,48.781132
2021-363989,2021-01-12,000001,Vente en l'état futur d'achèvement,660000,22,B,RUE DU GEN EXELMANS,0229,78140,78640,Vélizy-Villacoublay,78,,,78640000AK0247,,,30,,,,,,,,,,1,,,,,,,,,,2.195893,48.781132
2021-363990,2021-01-06,000001,Vente,435000,136,,AV DE PARIS,2180,78000,78646,Versailles,78,,,78646000BD0010,,,,,,,,,,,,,0,1,Maison,113,5,S,sols,,,428,2.154924,48.797878
2021-363991,2021-01-14,000001,Vente,697100,12,,RUE DES ETATS GENERAUX,0980,78000,78646,Versailles,78,,,78646000BR0044,,,42,,50,,55,,56,,57,,7,2,Appartement,91,6,,,,,,2.132804,48.799526
2021-363992,2021-01-18,000001,Vente,350000,4,,IMP DES SANS SOUCIS,0630,78330,78242,Fontenay-le-Fleury,78,,,78242000AH0134,,,,,,,,,,,,,0,1,Maison,63,4,S,sols,,,381,2.044012,48.815649
2021-363993,2021-01-08,000001,Vente en l'état futur d'achèvement,360000,10,,RUE VICTOR HUGO,0630,78210,78545,Saint-Cyr-l'École,78,,,78545000AP0225,,,4,,,,,,,,,,1,2,Appartement,60,3,,,,,,2.061772,48.800325
2021-363993,2021-01-08,000001,Vente en l'état futur d'achèvement,360000,10,,RUE VICTOR HUGO,0630,78210,78545,Saint-Cyr-l'École,78,,,78545000AP0225,,,252,,,,,,,,,,1,,,,,,,,,,2.061772,48.800325
2021-363993,2021-01-08,000001,Vente en l'état futur d'achèvement,360000,10,,RUE VICTOR HUGO,0630,78210,78545,Saint-Cyr-l'École,78,,,78545000AP0225,,,218,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.061772,48.800325
2021-363994,2021-01-12,000001,Vente,252200,11,,RUE JEAN MERMOZ,0313,78390,78073,Bois-d'Arcy,78,,,78073000BC0109,,,218,,73,,,,,,,,2,2,Appartement,73,4,,,,,,2.029871,48.802354
2021-363994,2021-01-12,000001,Vente,252200,9001,,RUE JEAN MERMOZ,0313,78390,78073,Bois-d'Arcy,78,,,78073000BC0109,,,399,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.029871,48.802354
2021-363995,2021-01-06,000001,Vente,275000,9001,,PROM DES ANGES,0048,78210,78545,Saint-Cyr-l'École,78,,,78545000AC0151,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.058474,48.804219
2021-363995,2021-01-06,000001,Vente,275000,1,A,PROM DES ANGES,0048,78210,78545,Saint-Cyr-l'École,78,,,78545000AC0151,,,65,69.23,,,,,,,,,1,2,Appartement,69,3,,,,,,2.058474,48.804219
