,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
16,2016-07-31,14387.716356136094,13198.562798078745,16175.705032351863,14387.716356136094,14387.716356136094,328.6334234930246,328.6334234930246,328.6334234930246,328.6334234930246,328.6334234930246,328.6334234930246,0.0,0.0,0.0,14716.34977962912
17,2016-08-31,14780.167150996256,13483.390456086005,16436.733101594597,14780.167150996256,14780.167150996256,185.18251269573742,185.18251269573742,185.18251269573742,185.18251269573742,185.18251269573742,185.18251269573742,0.0,0.0,0.0,14965.349663691994
18,2016-09-30,15159.958242796409,13161.24011938508,16231.283536507164,15159.958242796409,15159.958242796409,-309.2006312308419,-309.2006312308419,-309.2006312308419,-309.2006312308419,-309.2006312308419,-309.2006312308419,0.0,0.0,0.0,14850.757611565567
19,2016-10-31,15553.16575267124,14574.957862269122,17497.709088973985,15553.16575267124,15553.16575267124,472.9668720245102,472.9668720245102,472.9668720245102,472.9668720245102,472.9668720245102,472.9668720245102,0.0,0.0,0.0,16026.13262469575
20,2016-11-30,15933.689149324311,13851.49158610357,16834.077321220662,15933.689149324311,15933.689149324311,-587.8974509442116,-587.8974509442116,-587.8974509442116,-587.8974509442116,-587.8974509442116,-587.8974509442116,0.0,0.0,0.0,15345.791698380099
21,2016-12-31,16326.896659199147,14773.20357632685,17853.274012202644,16326.896659199147,16326.896659199147,-14.833731992956796,-14.833731992956796,-14.833731992956796,-14.833731992956796,-14.833731992956796,-14.833731992956796,0.0,0.0,0.0,16312.06292720619
22,2017-01-31,16720.26018478281,16178.266425850923,19276.47573812259,16720.26018478281,16720.26018478281,1015.0556611362565,1015.0556611362565,1015.0556611362565,1015.0556611362565,1015.0556611362565,1015.0556611362565,0.0,0.0,0.0,17735.315845919064
23,2017-02-28,17075.55627240676,15392.128427768925,18475.92944990843,17075.55627240676,17075.55627240676,-176.16716540480758,-176.16716540480758,-176.16716540480758,-176.16716540480758,-176.16716540480758,-176.16716540480758,0.0,0.0,0.0,16899.389107001953
24,2017-03-31,17468.919797990424,16241.574039916,19274.342105224623,17468.919797990424,17468.919797990424,195.73216321957577,195.73216321957577,195.73216321957577,195.73216321957577,195.73216321957577,195.73216321957577,0.0,0.0,0.0,17664.65196121
25,2017-04-30,17849.59418061687,16902.129583740276,19890.362696294687,17849.59418061687,17849.59418061687,530.1389624071468,530.1389624071468,530.1389624071468,530.1389624071468,530.1389624071468,530.1389624071468,0.0,0.0,0.0,18379.733143024016
26,2017-05-31,18242.95770933087,16209.289452042658,19178.24416983448,18242.95770933087,18242.95770933087,-516.6388901234022,-516.6388901234022,-516.6388901234022,-516.6388901234022,-516.6388901234022,-516.6388901234022,0.0,0.0,0.0,17726.318819207467
27,2017-06-30,18623.63209195732,17274.09375644203,20291.160993109777,18623.63209195732,18623.63209195732,217.2193130711058,217.2193130711058,217.2193130711058,217.2193130711058,217.2193130711058,217.2193130711058,0.0,0.0,0.0,18840.851405028425
28,2017-07-31,19016.995622402905,17973.601853698412,20972.39605672156,19016.995622402905,19016.995622402905,434.1357354142179,434.1357354142179,434.1357354142179,434.1357354142179,434.1357354142179,434.1357354142179,0.0,0.0,0.0,19451.13135781712
29,2017-08-31,19410.35915284849,18040.5022682073,21113.342936068882,19410.35915284849,19410.35915284849,150.63094542870448,150.63094542870448,150.63094542870448,150.63094542870448,150.63094542870448,150.63094542870448,0.0,0.0,0.0,19560.990098277194
30,2017-09-30,19791.03353715067,18262.142488831214,21285.784679816556,19791.03353715067,19791.03353715067,-30.775488144786408,-30.775488144786408,-30.775488144786408,-30.775488144786408,-30.775488144786408,-30.775488144786408,0.0,0.0,0.0,19760.258049005883
31,2017-10-31,20184.39706783519,18864.05581393256,21907.229280267173,20184.39706783519,20184.39706783519,251.64935093130768,251.64935093130768,251.64935093130768,251.64935093130768,251.64935093130768,251.64935093130768,0.0,0.0,0.0,20436.0464187665
32,2017-11-30,20565.071452368597,18411.262105645576,21503.213946625492,20565.071452368597,20565.071452368597,-664.9277620784452,-664.9277620784452,-664.9277620784452,-664.9277620784452,-664.9277620784452,-664.9277620784452,0.0,0.0,0.0,19900.14369029015
33,2017-12-31,20958.43498305312,19759.178597967435,22844.335578580132,20958.43498305312,20958.43498305312,326.63084414796907,326.63084414796907,326.63084414796907,326.63084414796907,326.63084414796907,326.63084414796907,0.0,0.0,0.0,21285.06582720109
34,2018-01-31,21351.798359516775,20353.848761115594,23573.905210101162,21351.798359516775,21351.798359516775,628.2425068428121,628.2425068428121,628.2425068428121,628.2425068428121,628.2425068428121,628.2425068428121,0.0,0.0,0.0,21980.040866359588
35,2018-02-28,21707.094312451685,19974.529951555738,23025.217458263545,21707.094312451685,21707.094312451685,-128.57389448207263,-128.57389448207263,-128.57389448207263,-128.57389448207263,-128.57389448207263,-128.57389448207263,0.0,0.0,0.0,21578.520417969612
36,2018-03-31,22100.45768891534,21119.10680136707,24151.399464369348,22100.45768891534,22100.45768891534,531.6723900121307,531.6723900121307,531.6723900121307,531.6723900121307,531.6723900121307,531.6723900121307,0.0,0.0,0.0,22632.130078927472
37,2018-04-30,22481.055943045983,21280.241576430246,24384.00517220981,22481.055943045983,22481.055943045983,403.4239418593386,403.4239418593386,403.4239418593386,403.4239418593386,403.4239418593386,403.4239418593386,0.0,0.0,0.0,22884.479884905322
38,2018-05-31,22874.340805647644,20932.91304613951,23856.157155275338,22874.340805647644,22874.340805647644,-512.8722553979738,-512.8722553979738,-512.8722553979738,-512.8722553979738,-512.8722553979738,-512.8722553979738,0.0,0.0,0.0,22361.46855024967
39,2018-06-30,23254.938143989504,21716.63068908746,24743.401549260194,23254.938143989504,23254.938143989504,-2.7720756964792552,-2.7720756964792552,-2.7720756964792552,-2.7720756964792552,-2.7720756964792552,-2.7720756964792552,0.0,0.0,0.0,23252.166068293023
40,2018-07-31,23648.2220602761,22731.072641288047,25734.325626383103,23648.2220602761,23648.2220602761,543.514184560406,543.514184560406,543.514184560406,543.514184560406,543.514184560406,543.514184560406,0.0,0.0,0.0,24191.736244836506
41,2018-08-31,24041.505976562694,22615.755838567027,25842.04568426408,24041.505976562694,24041.505976562694,118.78038860293879,118.78038860293879,118.78038860293879,118.78038860293879,118.78038860293879,118.78038860293879,0.0,0.0,0.0,24160.286365165633
42,2018-09-30,24422.10331587705,23140.007690146136,26133.24317147727,24422.10331587705,24422.10331587705,244.5394097310957,244.5394097310957,244.5394097310957,244.5394097310957,244.5394097310957,244.5394097310957,0.0,0.0,0.0,24666.642725608148
43,2018-10-31,24815.387233168552,23319.497953829043,26399.270016270722,24815.387233168552,24815.387233168552,25.765229785257535,25.765229785257535,25.765229785257535,25.765229785257535,25.765229785257535,25.765229785257535,0.0,0.0,0.0,24841.15246295381
44,2018-11-30,25195.984572482907,22949.01331543177,25964.12951185098,25195.984572482907,25195.984572482907,-736.7376647553014,-736.7376647553014,-736.7376647553014,-736.7376647553014,-736.7376647553014,-736.7376647553014,0.0,0.0,0.0,24459.246907727604
45,2018-12-31,25589.268490072314,24730.62473492137,27862.213753048458,25589.268490072314,25589.268490072314,664.4177789320809,664.4177789320809,664.4177789320809,664.4177789320809,664.4177789320809,664.4177789320809,0.0,0.0,0.0,26253.686269004396
46,2019-01-31,25982.552407661726,24640.88040301092,27793.279995660516,25982.552407661726,25982.552407661726,237.8201717836499,237.8201717836499,237.8201717836499,237.8201717836499,237.8201717836499,237.8201717836499,0.0,0.0,0.0,26220.372579445375
47,2019-02-28,26337.77659129087,24822.30001167956,27760.554533560822,26337.77659129087,26337.77659129087,-72.42859980626413,-72.42859980626413,-72.42859980626413,-72.42859980626413,-72.42859980626413,-72.42859980626413,0.0,0.0,0.0,26265.347991484607
48,2019-03-31,26731.06050683773,26155.039780457548,29093.83033655006,26731.06050683773,26731.06050683773,866.3234074461158,866.3234074461158,866.3234074461158,866.3234074461158,866.3234074461158,866.3234074461158,0.0,0.0,0.0,27597.383914283844
49,2019-04-30,27111.657844463716,25722.957744304687,28836.105854041787,27111.657844463716,27111.657844463716,271.05594205470675,271.05594205470675,271.05594205470675,271.05594205470675,271.05594205470675,271.05594205470675,0.0,0.0,0.0,27382.713786518423
50,2019-05-31,27504.94176001057,25464.592204441837,28439.26188894381,27504.94176001057,27504.94176001057,-511.26573077461626,-511.26573077461626,-511.26573077461626,-511.26573077461626,-511.26573077461626,-511.26573077461626,0.0,0.0,0.0,26993.676029235954
51,2019-06-30,27885.53909613727,26152.02805396255,29212.92323471423,27885.53909613727,27885.53909613727,-220.5787644569433,-220.5787644569433,-220.5787644569433,-220.5787644569433,-220.5787644569433,-220.5787644569433,0.0,0.0,0.0,27664.960331680326
52,2019-07-31,28278.823010134867,27359.852598923302,30449.856092703787,28278.823010134867,28278.823010134867,656.708320711557,656.708320711557,656.708320711557,656.708320711557,656.708320711557,656.708320711557,0.0,0.0,0.0,28935.531330846425
53,2019-08-31,28672.106924132455,27261.647650446364,30243.403169131925,28672.106924132455,28672.106924132455,89.56823386003738,89.56823386003738,89.56823386003738,89.56823386003738,89.56823386003738,89.56823386003738,0.0,0.0,0.0,28761.675157992493
54,2019-09-30,29052.704261480827,28007.71197589941,31061.914241726714,29052.704261480827,29052.704261480827,516.4859217289672,516.4859217289672,516.4859217289672,516.4859217289672,516.4859217289672,516.4859217289672,0.0,0.0,0.0,29569.190183209794
55,2019-10-31,29445.98817674082,27668.626604442925,30726.86364869121,29445.98817674082,29445.98817674082,-204.48174451984156,-204.48174451984156,-204.48174451984156,-204.48174451984156,-204.48174451984156,-204.48174451984156,0.0,0.0,0.0,29241.506432220976
56,2019-11-30,29826.585514089187,27553.821458951657,30575.048552673834,29826.585514089187,29826.585514089187,-803.2709741101618,-803.2709741101618,-803.2709741101618,-803.2709741101618,-803.2709741101618,-803.2709741101618,0.0,0.0,0.0,29023.314539979026
57,2019-12-31,30219.869428492228,29717.417219898754,32680.60310864263,30219.869428492228,30219.869428492228,998.2723283582203,998.2723283582203,998.2723283582203,998.2723283582203,998.2723283582203,998.2723283582203,0.0,0.0,0.0,31218.141756850448
58,2020-01-31,30613.153342895275,28888.17473332458,31965.462169066235,30613.153342895275,30613.153342895275,-155.83467463280473,-155.83467463280473,-155.83467463280473,-155.83467463280473,-155.83467463280473,-155.83467463280473,0.0,0.0,0.0,30457.31866826247
59,2020-02-29,30981.064101530385,29315.576902030185,32343.596132631104,30981.064101530385,30981.064101530385,-215.1380558654397,-215.1380558654397,-215.1380558654397,-215.1380558654397,-215.1380558654397,-215.1380558654397,0.0,0.0,0.0,30765.926045664946
60,2020-03-31,31374.349696606598,29721.759745655414,32853.831962751785,31374.349696606598,31374.349696606598,-141.11393116818238,-141.11393116818238,-141.11393116818238,-141.11393116818238,-141.11393116818238,-141.11393116818238,0.0,0.0,0.0,31233.235765438414
61,2020-04-30,31754.948659583584,30950.99784010103,33871.57270703365,31754.948659583584,31754.948659583584,651.1347921058783,651.1347921058783,651.1347921058783,651.1347921058783,651.1347921058783,651.1347921058783,0.0,0.0,0.0,32406.08345168946
62,2020-05-31,32148.2342546598,30071.655029278874,33165.435433458886,32148.2342546598,32148.2342546598,-522.6558354728945,-522.6558354728945,-522.6558354728945,-522.6558354728945,-522.6558354728945,-522.6558354728945,0.0,0.0,0.0,31625.578419186906
63,2020-06-30,32528.835558425606,31366.26737314196,34542.9817496438,32528.835558425606,32528.835558425606,439.1618241766483,439.1618241766483,439.1618241766483,439.1618241766483,439.1618241766483,439.1618241766483,0.0,0.0,0.0,32967.997382602254
64,2020-07-31,32922.12357231693,31675.991032883914,34705.03928357485,32922.12357231693,32922.12357231693,328.6334234919427,328.6334234919427,328.6334234919427,328.6334234919427,328.6334234919427,328.6334234919427,0.0,0.0,0.0,33250.75699580887
65,2020-08-31,33315.41158620825,32013.802180805695,35074.38635661566,33315.41158620825,33315.41158620825,185.18251269464392,185.18251269464392,185.18251269464392,185.18251269464392,185.18251269464392,185.18251269464392,0.0,0.0,0.0,33500.59409890289
66,2020-09-30,33696.14956159839,31974.626669389912,34954.176790919046,33696.14956159839,33696.14956159839,-309.20063123239305,-309.20063123239305,-309.20063123239305,-309.20063123239305,-309.20063123239305,-309.20063123239305,0.0,0.0,0.0,33386.948930365994
67,2020-10-31,34089.57880283487,32955.680888860195,36088.68216793319,34089.57880283487,34089.57880283487,472.96687202259665,472.96687202259665,472.96687202259665,472.96687202259665,472.96687202259665,472.96687202259665,0.0,0.0,0.0,34562.545674857465
68,2020-11-30,34470.31677822501,32131.59297285725,35388.353795945346,34470.31677822501,34470.31677822501,-587.8974509442285,-587.8974509442285,-587.8974509442285,-587.8974509442285,-587.8974509442285,-587.8974509442285,0.0,0.0,0.0,33882.41932728078
69,2020-12-31,34986.752597829065,33377.784569652096,36536.559898527645,34986.752597829065,34986.752597829065,-14.83373199061121,-14.83373199061121,-14.83373199061121,-14.83373199061121,-14.83373199061121,-14.83373199061121,0.0,0.0,0.0,34971.91886583845
70,2021-01-31,35503.188417433135,35026.7072595267,37901.85145307753,35503.188417433135,35503.188417433135,1015.055661135258,1015.055661135258,1015.055661135258,1015.055661135258,1015.055661135258,1015.055661135258,0.0,0.0,0.0,36518.244078568394
71,2021-02-28,35969.64657707553,34321.023191564695,37307.20173162239,35969.64657707553,35969.64657707553,-176.1671654040202,-176.1671654040202,-176.1671654040202,-176.1671654040202,-176.1671654040202,-176.1671654040202,0.0,0.0,0.0,35793.47941167151
72,2021-03-31,37806.474578130874,36506.22826068503,39450.761555974255,37806.474578130874,37806.474578130874,195.73216321867017,195.73216321867017,195.73216321867017,195.73216321867017,195.73216321867017,195.73216321867017,0.0,0.0,0.0,38002.206741349546
73,2021-04-30,39584.05006302312,38629.99421723959,41676.74378092758,39584.05006302312,39584.05006302312,530.1389624058164,530.1389624058164,530.1389624058164,530.1389624058164,530.1389624058164,530.1389624058164,0.0,0.0,0.0,40114.18902542893
74,2021-05-31,41420.87806407846,39397.57456049215,42397.536544608774,41420.87806407846,41420.87806407846,-516.6388901243856,-516.6388901243856,-516.6388901243856,-516.6388901243856,-516.6388901243856,-516.6388901243856,0.0,0.0,0.0,40904.239173954076
75,2021-06-30,43198.62208837445,41969.04405560519,44838.09133684404,43198.62208837445,43198.62208837445,217.21931307099356,217.21931307099356,217.21931307099356,217.21931307099356,217.21931307099356,217.21931307099356,0.0,0.0,0.0,43415.84140144545
76,2021-07-31,45035.624246813626,43866.072486076315,46948.48944545957,45035.624246813626,45035.624246813626,434.13573541330004,434.13573541330004,434.13573541330004,434.13573541330004,434.13573541330004,434.13573541330004,0.0,0.0,0.0,45469.759982226926
77,2021-08-31,46872.6264052528,45500.80617890231,48497.56457936314,46872.6264052528,46872.6264052528,150.63094542831098,150.63094542831098,150.63094542831098,150.63094542831098,150.63094542831098,150.63094542831098,0.0,0.0,0.0,47023.25735068111
78,2021-09-30,48650.37042954877,46947.57529202079,50164.57599435466,48650.37042954877,48650.37042954877,-30.775488147336528,-30.775488147336528,-30.775488147336528,-30.775488147336528,-30.775488147336528,-30.775488147336528,0.0,0.0,0.0,48619.59494140143
79,2021-10-31,50487.37258798794,49273.12927995361,52270.58838479775,50487.37258798794,50487.37258798794,251.64935093149757,251.64935093149757,251.64935093149757,251.64935093149757,251.64935093149757,251.64935093149757,0.0,0.0,0.0,50739.02193891944
80,2021-11-30,52265.11661228393,50058.333873026975,53107.85798490647,52265.11661228393,52265.11661228393,-664.9277620790676,-664.9277620790676,-664.9277620790676,-664.9277620790676,-664.9277620790676,-664.9277620790676,0.0,0.0,0.0,51600.18885020486
81,2021-12-31,54102.1187707231,52965.326051306634,55890.182925279674,54102.1187707231,54102.1187707231,326.63084414803313,326.63084414803313,326.63084414803313,326.63084414803313,326.63084414803313,326.63084414803313,0.0,0.0,0.0,54428.749614871136
82,2022-01-31,55939.12092916227,55186.59688123321,58071.66908455513,55939.12092916227,55939.12092916227,628.2425068425175,628.2425068425175,628.2425068425175,628.2425068425175,628.2425068425175,628.2425068425175,0.0,0.0,0.0,56567.36343600479
83,2022-02-28,57598.34868517184,55972.308933915105,58944.60820015105,57598.34868517184,57598.34868517184,-128.57389448202477,-128.57389448202477,-128.57389448202477,-128.57389448202477,-128.57389448202477,-128.57389448202477,0.0,0.0,0.0,57469.774790689815
84,2022-03-31,59435.35084361103,58438.99952074734,61482.137729152535,59435.35084361103,59435.35084361103,531.6723900114214,531.6723900114214,531.6723900114214,531.6723900114214,531.6723900114214,531.6723900114214,0.0,0.0,0.0,59967.02323362245
85,2022-04-30,61213.094867907,60098.86740499652,63092.023354982564,61213.094867907,61213.094867907,403.4239418588366,403.4239418588366,403.4239418588366,403.4239418588366,403.4239418588366,403.4239418588366,0.0,0.0,0.0,61616.51880976583
86,2022-05-31,63050.09702634617,60929.182037695056,64034.257086564605,63050.09702634617,63050.09702634617,-512.8722553964202,-512.8722553964202,-512.8722553964202,-512.8722553964202,-512.8722553964202,-512.8722553964202,0.0,0.0,0.0,62537.22477094975
87,2022-06-30,64827.841050642164,63354.62096712472,66389.87593854238,64827.841050642164,64827.841050642164,-2.772075697165782,-2.772075697165782,-2.772075697165782,-2.772075697165782,-2.772075697165782,-2.772075697165782,0.0,0.0,0.0,64825.068974944996
88,2022-07-31,66664.84320908133,65669.0965591084,68715.03690006815,66664.84320908133,66664.84320908133,543.5141845612366,543.5141845612366,543.5141845612366,543.5141845612366,543.5141845612366,543.5141845612366,0.0,0.0,0.0,67208.35739364257
89,2022-08-31,68501.84536752051,67042.47506614469,70113.0235941841,68501.84536752051,68501.84536752051,118.78038860272132,118.78038860272132,118.78038860272132,118.78038860272132,118.78038860272132,118.78038860272132,0.0,0.0,0.0,68620.62575612323
90,2022-09-30,70279.5893918165,68980.41513653872,72031.76061489055,70279.5893918165,70279.5893918165,244.53940973389763,244.53940973389763,244.53940973389763,244.53940973389763,244.53940973389763,244.53940973389763,0.0,0.0,0.0,70524.1288015504
91,2022-10-31,72116.59155025567,70639.48153371035,73743.21069404717,72116.59155025567,72116.59155025567,25.765229786477153,25.765229786477153,25.765229786477153,25.765229786477153,25.765229786477153,25.765229786477153,0.0,0.0,0.0,72142.35678004216
92,2022-11-30,73894.33557455162,71621.21205699189,74775.98887388183,73894.33557455162,73894.33557455162,-736.7376647561687,-736.7376647561687,-736.7376647561687,-736.7376647561687,-736.7376647561687,-736.7376647561687,0.0,0.0,0.0,73157.59790979544
93,2022-12-31,75731.33773299081,75016.2270999142,77927.95357896955,75731.33773299081,75731.33773299081,664.4177789287479,664.4177789287479,664.4177789287479,664.4177789287479,664.4177789287479,664.4177789287479,0.0,0.0,0.0,76395.75551191956
94,2023-01-31,77568.33989143,76369.08470101519,79370.91465309015,77561.74426762603,77577.74237848083,237.8201717861627,237.8201717861627,237.8201717861627,237.8201717861627,237.8201717861627,237.8201717861627,0.0,0.0,0.0,77806.16006321617
95,2023-02-28,79227.56764743954,77484.17641125261,80687.52724257407,79182.26592189353,79276.0878092808,-72.42859980521298,-72.42859980521298,-72.42859980521298,-72.42859980521298,-72.42859980521298,-72.42859980521298,0.0,0.0,0.0,79155.13904763434
96,2023-03-31,81064.56980587874,80435.7281836458,83480.85870531775,80958.10345263513,81179.91308315472,866.3234074503885,866.3234074503885,866.3234074503885,866.3234074503885,866.3234074503885,866.3234074503885,0.0,0.0,0.0,81930.89321332912
97,2023-04-30,82842.31383017472,81546.41238359886,84611.94467716083,82653.94961402923,83038.90015375747,271.05594205396153,271.05594205396153,271.05594205396153,271.05594205396153,271.05594205396153,271.05594205396153,0.0,0.0,0.0,83113.36977222869
98,2023-05-31,84679.31598861389,82578.41165783287,85663.68867558289,84379.81115309522,84977.67271805066,-511.26573077500996,-511.26573077500996,-511.26573077500996,-511.26573077500996,-511.26573077500996,-511.26573077500996,0.0,0.0,0.0,84168.05025783888
99,2023-06-30,86457.06001290987,84718.6172020023,87828.07302544825,86052.31082663444,86882.57281644305,-220.5787644596974,-220.5787644596974,-220.5787644596974,-220.5787644596974,-220.5787644596974,-220.5787644596974,0.0,0.0,0.0,86236.48124845017
100,2023-07-31,88294.06217134903,87418.7020555482,90514.46416812946,87763.62122100082,88835.45925637873,656.7083207144598,656.7083207144598,656.7083207144598,656.7083207144598,656.7083207144598,656.7083207144598,0.0,0.0,0.0,88950.77049206349
101,2023-08-31,90131.06432978822,88505.31113492453,92003.3228014593,89446.69428829814,90817.83797156262,89.56823386140317,89.56823386140317,89.56823386140317,89.56823386140317,89.56823386140317,89.56823386140317,0.0,0.0,0.0,90220.63256364962
102,2023-09-30,91908.80835408418,90632.31920185924,94249.26148243267,91086.84170922908,92720.06313269553,516.4859217309838,516.4859217309838,516.4859217309838,516.4859217309838,516.4859217309838,516.4859217309838,0.0,0.0,0.0,92425.29427581516
103,2023-10-31,93745.81051252337,91645.40513826355,95416.64244397751,92826.9853330372,94683.59314134372,-204.48174452166796,-204.48174452166796,-204.48174452166796,-204.48174452166796,-204.48174452166796,-204.48174452166796,0.0,0.0,0.0,93541.32876800171
104,2023-11-30,95523.55453681939,92743.54400116214,96627.41636308056,94455.76140516116,96586.90935087328,-803.2709741104852,-803.2709741104852,-803.2709741104852,-803.2709741104852,-803.2709741104852,-803.2709741104852,0.0,0.0,0.0,94720.2835627089
105,2023-12-31,97360.55669525855,96462.7817592275,100367.99288026193,96120.7605679627,98556.7871527193,998.272328358279,998.272328358279,998.272328358279,998.272328358279,998.272328358279,998.272328358279,0.0,0.0,0.0,98358.82902361682
106,2024-01-31,99197.55885369773,96994.27593541898,101111.25067051568,97795.67040616483,100552.23432725074,-155.83467463074572,-155.83467463074572,-155.83467463074572,-155.83467463074572,-155.83467463074572,-155.83467463074572,0.0,0.0,0.0,99041.72417906698
107,2024-02-29,100916.04474385048,98506.83479590934,102898.15475792762,99340.13517650389,102461.95334032232,-215.13805586542145,-215.13805586542145,-215.13805586542145,-215.13805586542145,-215.13805586542145,-215.13805586542145,0.0,0.0,0.0,100700.90668798506
108,2024-03-31,102753.04690228967,100282.99126493206,104930.9966000879,101017.35843997984,104490.5247843169,-141.11393116660992,-141.11393116660992,-141.11393116660992,-141.11393116660992,-141.11393116660992,-141.11393116660992,0.0,0.0,0.0,102611.93297112307
109,2024-04-30,104530.79092658566,102835.58660438897,107718.41056165757,102642.9999077362,106449.61852281171,651.1347921052915,651.1347921052915,651.1347921052915,651.1347921052915,651.1347921052915,651.1347921052915,0.0,0.0,0.0,105181.92571869095
110,2024-05-31,106367.79308502482,103187.80191880015,108745.0947266346,104272.29443795669,108490.53028901615,-522.6558354726114,-522.6558354726114,-522.6558354726114,-522.6558354726114,-522.6558354726114,-522.6558354726114,0.0,0.0,0.0,105845.13724955221
111,2024-06-30,108145.53710932081,105907.15940699413,111376.97288842479,105868.50252378608,110452.57814019844,439.1618241757578,439.1618241757578,439.1618241757578,439.1618241757578,439.1618241757578,439.1618241757578,0.0,0.0,0.0,108584.69893349656
112,2024-07-31,109982.53926775996,107290.02603493913,113101.48976808213,107545.60445803747,112538.3076255102,328.63342349241327,328.63342349241327,328.63342349241327,328.63342349241327,328.63342349241327,328.63342349241327,0.0,0.0,0.0,110311.17269125237
113,2024-08-31,111819.54142619915,109031.82035455653,115057.44762041219,109154.07768610465,114567.32381810153,185.1825126960775,185.1825126960775,185.1825126960775,185.1825126960775,185.1825126960775,185.1825126960775,0.0,0.0,0.0,112004.72393889523
114,2024-09-30,113597.28545049511,110029.65476608432,116683.06677742045,110746.15105401479,116552.80526670927,-309.2006312343025,-309.2006312343025,-309.2006312343025,-309.2006312343025,-309.2006312343025,-309.2006312343025,0.0,0.0,0.0,113288.08481926081
