,insee,nom,surf_ha,x,y
15868,61331,Le Plantis,819.0,0.3966281,48.603268
15869,76714,Les Trois-Pierres,751.0,0.40318796,49.551476
15870,61481,Tellières-le-Plessis,550.0,0.3936146,48.621147
15871,61066,Buré,578.0,0.40420824,48.506016
15872,47014,Armillac,779.0,0.39042923,44.55569
15873,47129,Lagarrigue,442.0,0.38468564,44.289703
15874,47249,Saint-Laurent,422.0,0.4032644,44.237537
15875,27071,Le Bois-Hellain,320.0,0.39067757,49.275887
15876,47139,Lasserre,655.0,0.38647205,44.074375
15877,76317,Grainville-Ymauville,633.0,0.4132493,49.65377
15878,27146,La Chapelle-Bayvel,481.0,0.40632382,49.28012
15879,24504,Saint-Sulpice-de-Roumagnac,1078.0,0.39615226,45.1997
15880,24444,Saint-Louis-en-l'Isle,281.0,0.38915163,45.06191
15881,24059,Bourgnac,914.0,0.3982856,45.017162
15882,27021,Asnières,828.0,0.40236127,49.205032
15883,24141,Coutures,856.0,0.39551064,45.32807
15884,2A272,Sartène,20094.0,8.9358225,41.571735
15885,2A104,Eccica-Suarella,1440.0,8.8945675,41.922955
15886,2A004,Ajaccio,8257.0,8.700716,41.934715
15887,47127,Lafitte-sur-Lot,1607.0,0.43664256,44.35349
15888,24161,Église-Neuve-d'Issac,1676.0,0.42824,44.981018
15889,47275,Saint-Salvy,935.0,0.44981188,44.301243
15890,47022,Bazens,1226.0,0.42763695,44.268044
15891,47135,Laparade,1619.0,0.4398491,44.408146
15892,27170,Cormeilles,308.0,0.38428628,49.25179
15893,2A278,Serra-di-Scopamène,2043.0,9.109537,41.77853
15894,2A211,Petreto-Bicchisano,3906.0,8.969649,41.77061
15895,2A254,Quenza,9538.0,9.200544,41.807602
15896,2A308,Sainte-Lucie-de-Tallano,2563.0,9.061161,41.668144
15897,2A191,Olmiccia,1124.0,9.033559,41.67068
15898,2A310,Santa-Maria-Figaniella,1305.0,9.008765,41.724834
15899,2A118,Fozzano,1948.0,8.987683,41.698536
15900,2A146,Loreto-di-Tallano,692.0,9.031488,41.699936
15901,2A158,Mela,461.0,9.092461,41.6833
15902,76670,Senneville-sur-Fécamp,498.0,0.41469556,49.772034
15903,27100,Boulleville,717.0,0.39254668,49.369892
15904,24340,Prigonrieux,2612.0,0.4102211,44.868935
15905,27169,Conteville,1072.0,0.39149064,49.417336
15906,32224,Maignaut-Tauzia,1124.0,0.39984393,43.888332
15907,24532,Serres-et-Montguyard,691.0,0.4440457,44.67596
15908,32400,Saint-Orens-Pouy-Petit,1137.0,0.43793744,43.912346
15909,32095,Caussens,1339.0,0.44134867,43.947205
15910,24418,Saint-Germain-du-Salembre,1956.0,0.43789434,45.12817
15911,24104,Chantérac,1908.0,0.43792778,45.167435
15912,24357,Rouffignac-de-Sigoulès,651.0,0.44398248,44.779167
15913,24348,Razac-d'Eymet,1233.0,0.45711803,44.697594
15914,24437,Saint-Laurent-des-Vignes,816.0,0.44604704,44.823772
15915,2A139,Lecci,2721.0,9.31909,41.6657
15916,2A011,Altagène,474.0,9.077319,41.709324
15917,2A360,Zigliara,1284.0,8.9835205,41.83446
15918,2A117,Forciolo,689.0,9.015494,41.848087
15919,2A357,Zérubia,1341.0,9.057002,41.750996
15920,2A160,Moca-Croce,2770.0,9.0100155,41.787548
15921,2A021,Argiusta-Moriccio,1025.0,9.03267,41.815334
15922,2A285,Sorbollano,784.0,9.115776,41.750057
15923,2A128,Granace,408.0,9.012014,41.640438
15924,2A115,Foce,2074.0,9.036127,41.621956
15925,2A363,Zoza,503.0,9.07154,41.721268
15926,2A163,Monacia-d'Aullène,3968.0,9.011572,41.52466
15927,2A066,Cargiaca,790.0,9.040957,41.73223
15928,2A018,Arbellara,1121.0,8.989392,41.671513
15929,2B366,Chisa,2927.0,9.265801,41.92112
15930,2A358,Zévaco,1007.0,9.0453615,41.887367
15931,2A359,Zicavo,9250.0,9.167053,41.884453
15932,2A312,Santa-Maria-Siché,1065.0,8.979204,41.88449
15933,2A119,Frasseto,1653.0,9.039357,41.92003
15934,2A186,Olivese,2933.0,9.068881,41.84078
15935,2A024,Aullène,4090.0,9.092935,41.80703
15936,2A094,Corrano,1271.0,9.071127,41.881897
15937,2A056,Campo,330.0,9.0002365,41.890686
15938,76593,Saint-Jean-de-la-Neuville,804.0,0.4282402,49.575176
15939,2A026,Azilone-Ampaza,799.0,9.016662,41.870605
15940,2A215,Pianottoli-Caldarello,4266.0,9.048458,41.504627
15941,2A288,Sotta,6638.0,9.181884,41.555443
15942,2A061,Carbini,1657.0,9.160061,41.675755
15943,2A142,Levie,8540.0,9.115943,41.65178
15944,2A114,Figari,10018.0,9.120111,41.5164
15945,2A041,Bonifacio,14060.0,9.185796,41.43496
15946,2A300,San-Gavino-di-Carbini,4772.0,9.233041,41.680927
15947,72259,Rouperroux-le-Coquet,1220.0,0.43952742,48.2292
15948,76068,Bec-de-Mortagne,1209.0,0.44913775,49.70474
15949,24199,Gout-Rossignol,2495.0,0.4056495,45.41675
15950,47102,Francescas,2129.0,0.42831624,44.06794
15951,72341,Soulitré,1096.0,0.44109204,48.022537
15952,24543,Sourzac,2322.0,0.41519582,45.049416
15953,32083,Castéra-Verduzan,2008.0,0.4337959,43.801487
15954,2B218,Piedicorte-di-Gaggio,2740.0,9.323362,42.21492
15955,2B292,Sant'Andréa-di-Bozio,2411.0,9.284154,42.276917
15956,2B116,Focicchia,718.0,9.292873,42.25029
15957,2B306,Santa-Lucia-di-Mercurio,2391.0,9.220549,42.318
15958,2B264,Rusio,855.0,9.258603,42.353863
15959,2B105,Erbajolo,1555.0,9.26373,42.253014
15960,2B157,Mazzola,659.0,9.327686,42.30459
15961,2B045,Bustanico,1153.0,9.3087435,42.327187
15962,2B068,Carticasi,1310.0,9.30414,42.347923
15963,2B329,Tralonca,1565.0,9.192847,42.3406
15964,2B275,Sermano,763.0,9.266413,42.315243
15965,27289,La Goulafrière,1438.0,0.43145725,48.947308
15966,86064,Château-Garnier,3631.0,0.44042358,46.259815
15967,86063,Chatain,2221.0,0.43778595,46.072063
15968,2B078,Castellare-di-Mercurio,610.0,9.246648,42.309937
15969,2B005,Alando,305.0,9.286401,42.307896
15970,2B110,Favalello,556.0,9.248765,42.287468
15971,2B013,Alzi,274.0,9.314454,42.312664
15972,2B012,Altiani,1840.0,9.278616,42.21988
15973,2B171,Muracciole,1405.0,9.190164,42.168186
15974,2A200,Palneca,4365.0,9.189151,41.99176
15975,2B341,Venaco,5361.0,9.13709,42.21408
15976,37071,Chezelles,1532.0,0.44005668,47.066826
15977,86224,Saint-Gervais-les-Trois-Clochers,3933.0,0.418967,46.89768
15978,86180,Nouaillé-Maupertuis,2218.0,0.41793308,46.505466
15979,37056,La Chapelle-aux-Naux,543.0,0.41810212,47.313587
15980,61488,Touquettes,987.0,0.41403684,48.79646
15981,61476,Suré,1747.0,0.40685722,48.369263
15982,86105,Gizay,2076.0,0.4236806,46.440094
15983,72071,Montval-sur-Loir,2746.0,0.42905584,47.69351
15984,72165,Lombron,2422.0,0.41268775,48.08621
15985,72248,Pruillé-l'Éguillé,2123.0,0.42111924,47.838676
15986,76169,La Cerlangue,2995.0,0.41583475,49.487564
15987,61319,Origny-le-Roux,1433.0,0.41729203,48.334396
15988,76090,Beuzeville-la-Grenier,626.0,0.4206815,49.592236
15989,16076,Champagne-Mouton,2270.0,0.41255897,45.99311
15990,27605,Saint-Sylvestre-de-Cormeilles,943.0,0.4210651,49.247128
15991,27680,Verneusses,1624.0,0.42567304,48.909084
15992,27601,Saint-Samson-de-la-Roque,1701.0,0.4265209,49.424747
15993,16084,Charras,1531.0,0.42888325,45.54447
15994,16379,Taponnat-Fleurignac,2160.0,0.41703385,45.77362
15995,47098,Fieux,1502.0,0.42330313,44.099724
15996,24534,Sigoulès-et-Flaugeac,1828.0,0.41583467,44.75617
15997,16255,Parzac,1134.0,0.42082664,45.92434
15998,37121,Jaulnay,1484.0,0.42294866,46.955288
15999,65061,Barbachen,307.0,0.12612434,43.42858
16000,2B236,Poggio-di-Nazza,3264.0,9.29279,42.052406
16001,2B347,Vezzani,4621.0,9.292139,42.15751
16002,2B177,Noceta,1864.0,9.209197,42.202847
16003,2B149,Lugo-di-Nazza,2539.0,9.32414,42.075825
16004,2B135,Isolaccio-di-Fiumorbo,4126.0,9.264337,42.015877
16005,2B365,San-Gavino-di-Fiumorbo,2233.0,9.247547,41.97152
16006,2B263,Rospigliani,987.0,9.238152,42.194115
16007,2B124,Ghisoni,12568.0,9.210049,42.09067
16008,14740,La Vespière-Friardel,1821.0,0.4058997,49.004646
16009,27547,Saint-Germain-la-Campagne,2231.0,0.4121482,49.052296
16010,86157,Mignaloux-Beauvoir,2152.0,0.41596287,46.548443
16011,86055,La Chapelle-Bâton,3000.0,0.40960455,46.189316
16012,86258,Scorbé-Clairvaux,2280.0,0.41108254,46.807175
16013,16103,Combiers,2413.0,0.4091886,45.511265
16014,24090,Celles,2795.0,0.41233012,45.292286
16015,16406,Moulins-sur-Tardoire,2211.0,0.40275383,45.69061
16016,37034,Braslou,1593.0,0.40766317,46.999012
16017,86012,Asnois,1633.0,0.40831092,46.103123
16018,86097,La Ferrière-Airoux,2721.0,0.41037348,46.31485
16019,2B260,Riventosa,593.0,9.203297,42.24772
16020,2B238,Poggio-di-Venaco,1336.0,9.206018,42.268734
16021,14334,L'Hôtellerie,585.0,0.4067099,49.140522
16022,65401,Salles-Adour,250.0,0.101193555,43.186504
16023,14273,La Folletière-Abenon,1084.0,0.40805212,48.973713
16024,37037,Brèches,1157.0,0.40790772,47.560326
16025,27561,Saint-Maclou,558.0,0.41355172,49.362125
16026,27455,Piencourt,877.0,0.40780136,49.171394
16027,61159,Fay,855.0,0.40757072,48.661175
16028,76522,La Remuée,705.0,0.40999842,49.526062
16029,16389,Turgon,725.0,0.4110101,45.952072
16030,16323,Saint-Germain-de-Montbron,1495.0,0.413125,45.63358
16031,09172,Loubaut,239.0,1.2823786,43.18825
16032,86103,Gençay,481.0,0.41458347,46.370373
16033,47041,Bruch,1600.0,0.40544605,44.20653
16034,09287,Senconac,474.0,1.7157936,42.812653
16035,47107,Galapian,936.0,0.41132152,44.299355
16036,47317,Verteuil-d'Agenais,2240.0,0.4045093,44.46847
16037,47313,Tourtrès,1175.0,0.41912118,44.51058
16038,09331,Le Vernet,575.0,1.6032437,43.1872
16039,47144,Lavergne,2019.0,0.41438532,44.585598
16040,24246,Lunas,1695.0,0.3985887,44.924637
16041,24186,Fonroque,901.0,0.4097105,44.704914
16042,24331,Pomport,1956.0,0.4133716,44.795307
16043,09171,Lordat,749.0,1.7841369,42.798645
16044,24157,Douzillac,1711.0,0.40769678,45.09058
16045,24424,Saint-Jean-d'Ataux,1211.0,0.39400694,45.13425
16046,32044,Béraut,1250.0,0.40700194,43.92477
16047,32059,Bonas,1013.0,0.40515596,43.778927
16048,47045,Calignac,1844.0,0.41743112,44.136383
16049,32382,Saint-Jean-Poutge,1079.0,0.3819963,43.734276
16050,65333,Oléac-Dessus,375.0,0.19651031,43.161053
16051,16020,Aubeterre-sur-Dronne,242.0,0.16804814,45.2615
16052,65222,Hitte,294.0,0.1626847,43.15217
16053,09310,Thouars-sur-Arize,238.0,1.2372679,43.182022
16054,65084,Bernac-Dessus,463.0,0.12835032,43.154675
16055,14086,Bonneville-sur-Touques,666.0,0.118918724,49.330418
16056,65083,Bernac-Debat,395.0,0.110277645,43.169655
16057,65146,Chis,378.0,0.11472881,43.299
16058,16273,Raix,693.0,0.116304696,46.00428
16059,65446,Tostat,629.0,0.111662954,43.329685
16060,65013,Ansost,220.0,0.11063384,43.43284
16061,65409,Sarriac-Bigorre,1082.0,0.118225306,43.38833
16062,65340,Orleix,833.0,0.117337495,43.27652
16063,72043,Bourg-le-Roi,36.0,0.13366726,48.34537
16064,72079,Chérisay,798.0,0.11472868,48.350548
16065,47236,Sainte-Colombe-de-Duras,697.0,0.11953808,44.69604
16066,47131,Lagupie,869.0,0.11117677,44.56826
16067,16413,Villiers-le-Roux,491.0,0.11009959,46.051083
16068,33377,Saint-Avit-de-Soulège,284.0,0.120837234,44.81125
16069,16423,Xambes,531.0,0.10665499,45.824097
16070,16229,Montjean,817.0,0.110233456,46.07957
16071,66094,Latour-Bas-Elne,332.0,3.0050728,42.604828
16072,14285,Le Fournet,302.0,0.11111729,49.200363
16073,16341,Saint-Michel,248.0,0.110896416,45.639416
16074,14755,Villerville,335.0,0.1225618,49.390797
16075,16037,Bellon,914.0,0.116974585,45.312374
16076,65424,Sers,3054.0,0.07745828,42.912907
16077,65059,Bagnères-de-Bigorre,12633.0,0.13292325,42.974827
16078,65320,Montgaillard,963.0,0.11096311,43.123066
16079,32275,Monpardiac,354.0,0.2455648,43.463684
16080,86225,Saint-Jean-de-Sauves,5669.0,0.08816416,46.839436
16081,86137,Loudun,4400.0,0.099282295,47.010063
16082,86244,Saint-Sauvant,5996.0,0.077953056,46.355717
16083,76421,Mélamare,632.0,0.43627506,49.539818
16084,72007,Ardenay-sur-Mérize,1168.0,0.42798796,47.99385
16085,72053,Challes,2589.0,0.42866108,47.934547
16086,72271,Saint-Célerin,1350.0,0.43365383,48.12584
16087,27662,Triqueville,956.0,0.4376145,49.329723
16088,2B289,Soveria,1210.0,9.146498,42.349873
16089,2B147,Lozzi,3060.0,8.981038,42.36235
16090,2B083,Castirla,2420.0,9.125767,42.368214
16091,2B073,Casamaccioli,3597.0,8.994877,42.282818
16092,2B047,Calacuccia,1854.0,9.035121,42.322987
16093,2B096,Corte,14860.0,9.082929,42.270336
16094,2B074,Casanova,1012.0,9.151536,42.261852
16095,86005,Angliers,2334.0,0.10335311,46.938576
16096,72138,Fresnay-sur-Sarthe,2930.0,0.0955715,48.286453
16097,2B315,Santo-Pietro-di-Venaco,788.0,9.164867,42.245026
16098,2A204,Pastricciola,4623.0,9.016665,42.14348
16099,61056,Le Bouillon,1794.0,0.09851888,48.558277
16100,2B354,Vivario,7856.0,9.120899,42.152477
16101,2A326,Tolla,2546.0,8.969189,41.96851
16102,2A031,Bastelica,12696.0,9.048754,41.98812
16103,2A330,Ucciani,2878.0,8.982562,42.04723
16104,2A324,Tavera,3244.0,9.017056,42.069603
16105,2A040,Bocognano,7112.0,9.070772,42.08876
16106,2A131,Guagno,4290.0,8.984203,42.17822
16107,2A089,Ciamannacce,2512.0,9.138443,41.973083
16108,2A268,Sampolo,711.0,9.120745,41.946518
16109,2A133,Guitera-les-Bains,1468.0,9.078584,41.922413
16110,2A322,Tasso,1676.0,9.093437,41.950466
16111,49045,La Breille-les-Pins,2775.0,0.08381723,47.35107
16112,32283,Montégut-Arros,1555.0,0.22546056,43.383434
16113,37207,Saint-Aubin-le-Dépeint,1516.0,0.39675343,47.617886
16114,27258,Fort-Moville,930.0,0.40216437,49.32931
16115,61067,Bures,963.0,0.39989495,48.55859
16116,61286,Montgaudry,1118.0,0.3970599,48.40973
16117,72221,Nogent-sur-Loir,1084.0,0.39841527,47.65644
16118,76304,Gonfreville-Caillot,419.0,0.44093546,49.652126
16119,76141,Bréauté,1389.0,0.40374562,49.625885
16120,76708,Toussaint,449.0,0.44158208,49.736794
16121,27629,Thiberville,798.0,0.43996686,49.1321
16122,76187,Contremoulins,437.0,0.43736604,49.72497
16123,27260,Foulbec,1190.0,0.42278597,49.394
16124,27035,Bailleul-la-Vallée,466.0,0.4322522,49.19663
16125,61277,La Mesnière,1222.0,0.43386865,48.52186
16126,61244,Mahéru,1972.0,0.43892115,48.66604
16127,76439,Mirville,542.0,0.44002333,49.606056
16128,27552,Saint-Jean-du-Thenney,842.0,0.45834962,49.01475
16129,76232,Életot,700.0,0.4569966,49.789406
16130,76576,Saint-Eustache-la-Forêt,658.0,0.45112228,49.55436
16131,61105,Chemilli,1101.0,0.45248735,48.35939
16132,61388,Saint-Fulgent-des-Ormes,841.0,0.45313916,48.320404
16133,61367,Saint-Aubin-de-Courteraie,1028.0,0.45238036,48.608337
16134,61087,Champeaux-sur-Sarthe,948.0,0.4399935,48.57676
16135,27252,Fontaine-la-Louvet,1109.0,0.44589564,49.158436
16136,27604,Saint-Sulpice-de-Grimbouville,432.0,0.44975322,49.375004
16137,86292,Villiers,1101.0,0.17162812,46.67036
16138,76012,Angerville-Bailleul,459.0,0.45404026,49.66838
16139,76725,Vattetot-sous-Beaumont,694.0,0.44929686,49.62862
16140,24508,Saint-Victor,508.0,0.4419871,45.26277
16141,16157,Le Grand-Madieu,836.0,0.4478265,45.94111
16142,76409,Mannevillette,422.0,0.17516361,49.59532
16143,16421,Vouthon,1039.0,0.4469108,45.660122
16144,24154,Douchapt,848.0,0.44588572,45.231716
16145,61289,Mont-Ormel,375.0,0.15313458,48.835747
16146,16154,Gond-Pontouvre,747.0,0.16543481,45.679382
16147,61224,Larré,570.0,0.16685025,48.493412
16148,14648,Saint-Pierre-des-Ifs,1131.0,0.16161449,49.114655
16149,14041,Barneville-la-Bertran,420.0,0.18125828,49.390762
16150,86080,Cloué,1215.0,0.16379547,46.446358
16151,76508,La Poterie-Cap-d'Antifer,586.0,0.17814074,49.678047
16152,76275,Fontenay,561.0,0.17788723,49.56951
16153,72076,Chenay,218.0,0.1588019,48.44834
16154,37076,Cinais,883.0,0.17652266,47.15751
16155,72338,Souillé,456.0,0.17310888,48.120308
16156,72142,Grandchamp,555.0,0.18106903,48.30676
16157,61089,Champosoult,709.0,0.16683848,48.863773
16158,61071,Camembert,1028.0,0.17222872,48.891552
16159,16412,Villejoubert,786.0,0.17327917,45.808094
16160,16141,Fontenille,948.0,0.17497304,45.912876
16161,16326,Saint-Groux,450.0,0.15818022,45.89099
16162,16418,Vœuil-et-Giget,869.0,0.15830828,45.592937
16163,14694,Le Torquesne,532.0,0.16935278,49.21823
16164,16039,Bernac,859.0,0.17083701,46.051304
16165,16321,Saint-Georges,224.0,0.26908517,45.975235
16166,16206,Mansle,569.0,0.17319766,45.8791
16167,16271,Puymoyen,739.0,0.17212479,45.615753
16168,33242,Les Lèves-et-Thoumeyragues,1737.0,0.1849682,44.782925
16169,24335,Port-Sainte-Foy-et-Ponchapt,1867.0,0.20830645,44.862274
16170,24189,Fougueyrolles,1163.0,0.18916838,44.86817
16171,47294,Savignac-de-Duras,1488.0,0.1839461,44.717007
16172,47147,Lévignac-de-Guyenne,2504.0,0.20381227,44.622093
16173,47086,Duras,2018.0,0.20189391,44.67601
16174,47059,Caubon-Saint-Sauveur,1142.0,0.18487754,44.593082
16175,47211,Poudenas,1734.0,0.20070502,44.04124
16176,47271,Saint-Pierre-sur-Dropt,824.0,0.20634069,44.649166
16177,47058,Caubeyres,1446.0,0.216792,44.257763
16178,47304,Taillebourg,714.0,0.20385917,44.446358
16179,37201,Rivière,369.0,0.2658565,47.144478
16180,61347,Résenlieu,513.0,0.2766588,48.78973
16181,47263,Saint-Pardoux-du-Breuil,724.0,0.19906674,44.471066
16182,47061,Caumont-sur-Garonne,1174.0,0.18034583,44.427536
16183,47159,Le Mas-d'Agenais,2118.0,0.19961765,44.39856
16184,47163,Mauvezin-sur-Gupie,1591.0,0.17592768,44.56104
16185,47207,Pompiey,1972.0,0.20707479,44.19765
16186,32342,Ricourt,795.0,0.17775868,43.48842
16187,37268,Verneuil-le-Château,840.0,0.45708227,47.04296
16188,32009,Armous-et-Cau,928.0,0.1867204,43.57286
16189,32180,Lagraulet-du-Gers,2735.0,0.20087337,43.890324
16190,32205,Laveraët,1206.0,0.21366419,43.526794
16191,32422,Scieurac-et-Flourès,544.0,0.19872805,43.557148
16192,24494,Saint-Rémy,2242.0,0.17905423,44.955578
16193,32338,Ramouzens,1668.0,0.19019371,43.810284
16194,32219,Lupiac,3449.0,0.18742853,43.68859
16195,32317,Peyrusse-Vieille,1116.0,0.17554644,43.62767
16196,32144,Gazax-et-Baccarisse,948.0,0.19642308,43.6019
16197,33369,Saint-André-et-Appelles,1025.0,0.19966036,44.81044
16198,33354,Riocaud,1035.0,0.2032814,44.750774
16199,86119,Joussé,764.0,0.4573123,46.22403
16200,16403,Le Vieux-Cérier,971.0,0.44765145,45.970776
16201,24110,La Chapelle-Montabourlet,584.0,0.45784292,45.394646
16202,16211,Marthon,1289.0,0.44577488,45.61744
16203,16353,Saint-Sornin,1125.0,0.4427843,45.694695
16204,72311,Saint-Pierre-de-Chevillé,1148.0,0.4335358,47.635384
16205,16209,Marillac-le-Franc,1446.0,0.43328482,45.730827
16206,24057,Bourg-des-Maisons,909.0,0.43415698,45.337097
16207,76254,Étretat,419.0,0.20540097,49.70415
16208,37256,Theneuil,993.0,0.43363637,47.099327
16209,2A196,Orto,1600.0,8.95773,42.198803
16210,61068,Bursard,1081.0,0.20426111,48.540928
16211,14487,Ouilly-le-Vicomte,799.0,0.21409692,49.17776
16212,72174,Lucé-sous-Ballon,685.0,0.21290489,48.21068
16213,09006,Alliat,345.0,1.5813977,42.8161
16214,72287,Saint-Gervais-en-Belin,957.0,0.20037593,47.869602
16215,72170,Louvigny,877.0,0.20058925,48.33602
16216,09217,Niaux,400.0,1.599692,42.816628
16217,61180,Fresnay-le-Samson,670.0,0.20742434,48.87245
16218,61190,Ginai,937.0,0.20866247,48.74447
16219,14368,Lisores,1198.0,0.2117421,48.956295
16220,61202,Hauterive,700.0,0.20581342,48.481697
16221,16374,Soyaux,1276.0,0.20700657,45.63929
16222,72120,Doucelles,446.0,0.18319215,48.255722
16223,72205,Montbizot,1138.0,0.18171184,48.153824
16224,72320,Saint-Saturnin,968.0,0.17303057,48.05952
16225,72072,Château-l'Hermitage,940.0,0.19953997,47.802166
16226,09328,Verdun,1166.0,1.692329,42.80654
16227,72098,Coulongé,1518.0,0.19517365,47.69224
16228,24511,Saint-Vincent-Jalmoutiers,1636.0,0.19362691,45.18438
16229,09221,Ornolac-Ussat-les-Bains,1203.0,1.6472266,42.822468
16230,89352,Saint-Martin-des-Champs,3433.0,3.028353,47.658688
16231,63208,Marcillat,1174.0,3.0343628,46.077656
16232,37144,Marçay,2134.0,0.20933315,47.083057
16233,37202,La Roche-Clermault,1807.0,0.21334144,47.127987
16234,16272,Puyréaux,815.0,0.2100625,45.863907
16235,79340,Vausseroux,1925.0,-0.13817449,46.555145
16236,79341,Vautebis,724.0,-0.15343547,46.532196
16237,79278,Saint-Martin-du-Fouilloux,2409.0,-0.12690109,46.592285
16238,16292,Ruffec,1349.0,0.19950578,46.03987
16239,24367,Saint-André-de-Double,2776.0,0.32511646,45.14126
16240,24462,Saint-Médard-de-Mussidan,2384.0,0.33170512,45.022285
16241,16002,Les Adjots,1133.0,0.20290306,46.07909
16242,16011,Anais,986.0,0.20549028,45.769863
16243,2A253,Quasquara,609.0,9.009164,41.90892
16244,2A099,Cozzano,2508.0,9.186438,41.933514
16245,2A006,Alata,3053.0,8.731661,41.973644
16246,2A017,Appietto,3453.0,8.733834,42.003468
16247,2A048,Calcatoggio,2325.0,8.738254,42.02852
16248,2A070,Casaglione,1483.0,8.760322,42.06953
16249,2A351,Villanova,1140.0,8.669982,41.963276
16250,2A014,Ambiegna,610.0,8.773573,42.087914
16251,2A295,Sant'Andréa-d'Orcino,885.0,8.789111,42.04487
16252,2A090,Coggia,3144.0,8.735258,42.112343
16253,2A174,Murzo,2143.0,8.846766,42.158634
16254,2A100,Cristinacce,2049.0,8.855569,42.24361
16255,2A108,Évisa,6711.0,8.820636,42.2852
16256,2A258,Renno,1265.0,8.820371,42.206696
16257,2A141,Letia,3666.0,8.877002,42.215004
16258,2B007,Albertacce,9691.0,8.924117,42.311905
16259,2A019,Arbori,2013.0,8.795697,42.12803
16260,2A032,Bastelicaccia,1814.0,8.836606,41.93545
16261,2A323,Tavaco,1081.0,8.885042,42.031525
16262,2A144,Lopigna,1950.0,8.854423,42.08994
16263,2A209,Peri,2372.0,8.9120455,42.004112
16264,2A103,Cuttoli-Corticchiato,3057.0,8.883335,41.976875
16265,2A181,Ocana,2606.0,8.909562,41.950348
16266,2A022,Arro,876.0,8.804275,42.09674
16267,2A060,Cannelle,344.0,8.817092,42.047764
16268,2A270,Sari-d'Orcino,2224.0,8.833867,42.064804
16269,76447,Montivilliers,1904.0,0.190153,49.544117
16270,14582,Saint-Germain-de-Livet,1652.0,0.19748838,49.076733
16271,61301,Neauphe-sous-Essai,1132.0,0.19462201,48.563637
16272,61508,Vimoutiers,1607.0,0.20020528,48.924885
16273,72200,Moncé-en-Belin,1759.0,0.1965622,47.89794
16274,14177,Coquainvilliers,1196.0,0.1971181,49.20237
16275,72349,Teillé,1168.0,0.18825723,48.185375
16276,72078,Chérancé,1032.0,0.17623852,48.281284
16277,61263,Ménil-Erreux,1107.0,0.1836241,48.509342
16278,14574,Saint-Désir,1950.0,0.19034371,49.14421
16279,14514,Pont-l'Évêque,1319.0,0.18504664,49.289143
16280,14419,Le Mesnil-Eudes,851.0,0.17398226,49.09304
16281,16082,Boisné-la-Tude,3446.0,0.18621713,45.47229
16282,86085,Coussay,2023.0,0.20182462,46.83858
16283,86160,Mirebeau,1382.0,0.19868729,46.789883
16284,2A262,Rosazia,1976.0,8.86202,42.125355
16285,2A001,Afa,1188.0,8.798382,41.984055
16286,37011,Avoine,1244.0,0.18725766,47.224052
16287,86051,Champagné-le-Sec,802.0,0.1899754,46.188335
16288,65253,Lamarque-Rustaing,282.0,0.29358432,43.276367
16289,86026,Beuxes,1123.0,0.17368734,47.087482
16290,37112,Gizeux,2108.0,0.1878498,47.389233
16291,37031,Bourgueil,3301.0,0.17476228,47.309574
16292,16180,Laprade,1030.0,0.18603095,45.279358
16293,16361,Salles-de-Villefagnan,1305.0,0.1706921,45.959393
16294,16200,Maine-de-Boixe,933.0,0.17761256,45.848373
16295,47176,Montgaillard-en-Albret,858.0,0.29659337,44.209873
16296,32166,Justian,631.0,0.30254865,43.81475
16297,16191,Lonnes,753.0,0.18170665,45.938927
16298,76501,Pierrefiques,231.0,0.23033203,49.67358
16299,47245,Saint-Géraud,571.0,0.15742643,44.622314
16300,47012,Anzex,2345.0,0.1706354,44.286068
16301,76307,Gonneville-la-Mallet,726.0,0.21282287,49.631275
16302,33223,Landerrouat,497.0,0.16115554,44.742588
16303,76064,Beaurepaire,288.0,0.21818063,49.65804
16304,32403,Saint-Pierre-d'Aubézies,839.0,0.16194315,43.649746
16305,32299,Noulens,581.0,0.1612786,43.80455
16306,32100,Cazeneuve,839.0,0.16412202,43.889015
16307,24349,Razac-de-Saussignac,1160.0,0.291042,44.813477
16308,32294,Mourède,494.0,0.28773737,43.800594
16309,32346,Roquebrune,1836.0,0.29504976,43.709415
16310,32231,Marambat,979.0,0.3232445,43.778484
16311,47005,Allemans-du-Dropt,648.0,0.28643632,44.623398
16312,61178,La Fresnaie-Fayel,508.0,0.227007,48.833782
16313,47320,Villefranche-du-Queyran,1674.0,0.21200792,44.303658
16314,47194,Moustier,835.0,0.30149183,44.642685
16315,47247,Saint-Jean-de-Duras,1671.0,0.30266964,44.689373
16316,47151,Loubès-Bernac,1927.0,0.31100982,44.733818
16317,47204,Peyrière,818.0,0.30502474,44.57642
16318,47301,Seyches,2488.0,0.29182708,44.549057
16319,47078,Damazan,1643.0,0.2752621,44.28916
16320,47177,Monheurt,1139.0,0.30540168,44.33309
16321,65232,Jacque,188.0,0.21571086,43.319675
16322,47095,Fauillet,1417.0,0.29096416,44.42501
16323,47325,Villeton,1080.0,0.2787838,44.37143
16324,47043,Buzet-sur-Baïse,2136.0,0.30143154,44.25339
16325,65153,Coussan,316.0,0.20483187,43.24489
16326,47009,Andiran,1000.0,0.2857885,44.102093
16327,65443,Thuy,55.0,0.24097115,43.256935
16328,47143,Lavardac,1524.0,0.30159196,44.183
16329,32351,Roques,853.0,0.29755494,43.8419
16330,32197,Larroque-sur-l'Osse,1518.0,0.28208113,43.975803
16331,32456,Tudelle,517.0,0.2867971,43.681908
