,insee,nom_commune,x,y,surf_ha,c.nom_commune,c.insee,nb_elec,visit_score,sleeping_score
37,76066,Beautot,1.0374288,49.6422659,357.0,Beautot,76066,0.0,0.21864120691603067,2.1195623808969275
38,55054,Bislée,5.494617,48.8685945,498.0,Bislée,55054,3.0,3.1834813147365097,1.4005549097050982
39,38319,Pont-en-Royans,5.34251,45.0622,275.0,Pont-en-Royans,38319,5.0,8.653862288962646,2.0
40,16181,Lessac,0.6746197,46.0686148,3436.0,Lessac,16181,2.0,1.0,0.0
41,40176,Mauvezin-d'Armagnac,-0.1205775,43.9522571,467.0,Mauvezin-d'Armagnac,40176,2.0,3.906954987910835,10.508278981528514
42,31306,Lourde,0.6608353,42.9843479,124.0,Lourde,31306,1.0,1.4892527502152189,0.7147698200966455
43,21255,Étaules,4.9452192,47.4069368,1710.0,Étaules,21255,11.0,0.06856970309818744,1.1028545546472812
44,33416,Saint-Girons-d'Aiguevives,-0.5416993,45.1401281,1175.0,Saint-Girons-d'Aiguevives,33416,10.0,0.5501976418159932,1.1276937383590342
45,14254,Éterville,-0.4257921,49.1446169,497.0,Éterville,14254,42.0,1.026763751398081,1.6776418688134034
46,40206,Oeyregave,-1.0977885,43.5347228,796.0,Oeyregave,40206,4.0,8.071094745432847,5.706665949120518
47,69049,Chasselay,5.33692,45.2569,1292.0,Chasselay,69049,86.0,10.204876695891793,1.0
48,47318,Vianne,0.3226604,44.1976639,989.0,Vianne,47318,12.0,5.8811589143472975,7.047649479881627
49,47283,Saint-Vite,0.9400621,44.4733753,554.0,Saint-Vite,47283,7.0,2.0772010705263715,4.073819745346664
50,60664,Vendeuil-Caply,2.291680285679817,49.608296249999995,1093.0,Vendeuil-Caply,60664,4.0,2.0,0.18418306741889248
51,68242,Oberhergheim,7.3939274,47.966838,1990.0,Oberhergheim,68242,39.0,0.0,1.7828790809934996
52,31034,Auzas,0.882683,43.1691,784.0,Auzas,31034,4.0,1.031232549221111,2.6105164611968292
53,02198,Clamecy,3.3619444,49.4286111,343.0,Clamecy,02198,3.0,0.1854665584733179,1.0532559645729647
54,88252,Jésonville,6.1104,48.1302,700.0,Jésonville,88252,1.0,0.0,0.0
55,03073,Chemilly,3.3155176,46.4889734,1714.0,Chemilly,03073,1.0,6.446036952815891,0.21833564128166036
56,68267,Reiningue,7.2355917,47.7507352,1852.0,Reiningue,68267,49.0,2.869358291425711,2.301150315457248
57,25347,La Longeville,6.4705334,47.0024962,1577.0,La Longeville,25347,16.0,0.9808887319248439,5.553440032007533
58,28337,Saint-Georges-sur-Eure,1.3552631,48.4182576,1554.0,Saint-Georges-sur-Eure,28337,31.0,0.14439133384933195,0.24869778184672509
59,33165,Fargues-Saint-Hilaire,-0.4440284,44.8230228,703.0,Fargues-Saint-Hilaire,33165,86.0,0.851105266084017,8.4462724951546
60,50321,Le Mesnil-Rouxelin,-1.0871106,49.1475616,479.0,Le Mesnil-Rouxelin,50321,11.0,2.288672700540642,11.470266975978468
61,17032,Ballon,-0.9515722,46.0572528,1225.0,Ballon,17032,15.0,0.43614492978879316,0.063337888891261
62,41035,Champigny-en-Beauce,1.2537705,47.714,2249.0,Champigny-en-Beauce,41035,13.0,0.0,0.11348552415536489
63,94002,Alfortville,2.4197113,48.8051624,367.0,Alfortville,94002,359.0,2.8129973534555646,0.7809190645053177
64,74070,Chens-sur-Léman,6.2674591,46.3268916,1088.0,Chens-sur-Léman,74070,88.0,8.487437536407336,0.04574238577028319
65,01238,Massieux,4.8241,45.9068,317.0,Massieux,01238,73.0,1.2950383947344255,1.0316339971466078
66,10185,Lagesse,4.131959,48.02133,1268.0,Lagesse,10185,1.0,1.4952476073268726,3.483894738888664
67,29241,Rosporden,-3.8278459,47.9592684,5750.0,Rosporden,29241,69.0,1.0,1.0
68,56089,Inguiniel,-3.2819444,47.9767121,5143.0,Inguiniel,56089,32.0,5.157317657560151,0.0
69,14678,Soumont-Saint-Quentin,-0.2328369,48.9786818,688.0,Soumont-Saint-Quentin,14678,11.0,1.3823360387986072,1.9907180432893135
70,76529,Riville,0.5617051,49.7270661,748.0,Riville,76529,5.0,0.04917024501623416,1.7234024963643249
71,60513,Précy-sur-Oise,2.3722215,49.2066545,982.0,Précy-sur-Oise,60513,63.0,0.31313656239037413,0.7848233129808284
72,04148,Peyroules,6.6421398,43.8151958,3299.0,Peyroules,04148,2.0,1.0166716460352934,0.016671646035293457
73,06155,Vallauris,7.05859,43.5761001,1335.0,Vallauris,06155,668.0,57.65314283244917,7.585900304289424
74,70112,Cemboing,5.8555913,47.8415521,1055.0,Cemboing,70112,1.0,0.1593066005289864,2.3413311399619046
75,41003,Areines,1.0946214,47.8006923,481.0,Areines,41003,1.0,1.3214940014052692,1.098107701593723
76,34180,Nébian,3.4298917,43.6065778,986.0,Nébian,34180,23.0,7.843978225280292,1.7510510857534947
77,01191,Izenave,5.52318,46.0383,1310.0,Izenave,01191,2.0,0.49823270133669684,0.2422281810831151
78,29152,Motreff,-3.5549287,48.20178,2150.0,Motreff,29152,1.0,1.0654134869522127,0.0
79,23255,Trois-Fonds,2.2386432,46.2408006,968.0,Trois-Fonds,23255,1.0,0.0,2.0559942352065885
80,03194,Naves,3.1107,46.1756,808.0,Naves,03194,1.0,8.765020627709584,1.180777506068351
81,60012,Andeville,2.16852,49.2597,421.0,Andeville,60012,35.0,1.3430343412191004,3.2347557366032396
82,26368,Vercheny,5.2540026,44.7102992,1129.0,Vercheny,26368,3.0,10.80496885827577,2.167618734682685
83,43254,Vazeilles-Limandre,3.6972741,45.1124337,1193.0,Vazeilles-Limandre,43254,2.0,1.045877037348382,0.0
84,17188,Haimps,-0.258333,45.868333,1859.0,Haimps,17188,8.0,1.163916474641207,0.0
85,07186,Privas,4.5986733,44.7352708,1197.0,Privas,07186,127.0,35.31983910200698,9.31203823737199
86,79243,Saint-Coutant,-0.011564,46.2296872,1202.0,Saint-Coutant,79243,0.0,0.18037170961246854,0.27889205441797726
87,04107,Majastres,6.289253,43.9137024,3006.0,Majastres,04107,0.0,1.0,0.0
88,80698,Saint-Aubin-Montenoy,1.9940117,49.8465601,1041.0,Saint-Aubin-Montenoy,80698,4.0,0.0,1.096646955212157
89,65444,Tibiran-Jaunac,0.5433176,43.0472182,644.0,Tibiran-Jaunac,65444,2.0,0.25597188665703097,0.530769155779812
90,61442,Saint-Patrice-du-Désert,-0.3014481,48.5420777,2064.0,Saint-Patrice-du-Désert,61442,1.0,2.4157383611619916,0.5117595598306223
91,25157,La Cluse-et-Mijoux,6.3819317,46.8722613,2264.0,La Cluse-et-Mijoux,25157,40.0,4.556053231060484,12.70183367796739
92,31381,Montgiscard,1.5744528,43.4580362,1321.0,Montgiscard,31381,50.0,1.1037665431503552,4.885412775296006
93,59092,Bouchain,3.3196824,50.2810049,1247.0,Bouchain,59092,35.0,1.0,0.0
94,29237,La Roche-Maurice,-4.2035505,48.4719455,1204.0,La Roche-Maurice,29237,28.0,3.2045096004006095,0.06191030842783522
95,21676,Vic-de-Chassenay,4.2657081,47.4724906,2652.0,Vic-de-Chassenay,21676,4.0,1.0,0.0
96,67440,Schaffhouse-près-Seltz,8.0988935,48.9097061,447.0,Schaffhouse-près-Seltz,67440,5.0,2.27318907817199,0.4741001306424017
97,86013,Aulnay,0.092874,46.9059496,805.0,Aulnay,86013,0.0,0.1140859715728519,0.38184203433598285
98,45286,Saint-Jean-le-Blanc,1.9371554,47.8835088,766.0,Saint-Jean-le-Blanc,45286,148.0,5.353050850860107,5.043134796056894
99,47317,Verteuil-d'Agenais,0.4151507,44.4646897,2240.0,Verteuil-d'Agenais,47317,2.0,6.672434315195119,4.506730024763104
100,78297,Guyancourt,2.0706084,48.7709414,1319.0,Guyancourt,78297,1774.0,0.22564607645113002,1.5620120632275534
101,21108,Brianny,4.3726,47.41115,759.0,Brianny,21108,1.0,1.228261903721887,1.322362281486169
102,10290,Planty,3.6521717,48.2710837,1082.0,Planty,10290,1.0,0.02704604803682312,0.04162822607237817
103,01107,Cleyzieu,5.42877,45.9081,759.0,Cleyzieu,01107,4.0,0.0,0.0
104,71251,Laizy,4.2003983,46.9080545,3121.0,Laizy,71251,5.0,1.5040592882649644,3.0764500688977434
105,59157,Cousolre,4.1523121,50.2452615,2103.0,Cousolre,59157,20.0,18.134682127184444,1.0
106,47086,Duras,0.1806066,44.6762124,2018.0,Duras,47086,14.0,12.859929332663858,13.658371466253838
107,59381,Maresches,3.5754267,50.2938286,479.0,Maresches,59381,14.0,20.875132118677037,0.25139692864498975
108,55165,Doulcon,5.1689253,49.3811543,861.0,Doulcon,55165,6.0,2.078823035257944,2.846424144065158
109,09260,Sainte-Foi,1.915015,43.1282349,242.0,Sainte-Foi,09260,1.0,0.0,0.0
110,58185,Moux-en-Morvan,4.1527453,47.1706678,4464.0,Moux-en-Morvan,58185,3.0,3.1026484179138003,62.669614607594966
111,21655,Vanvey,4.7083655,47.8341725,1683.0,Vanvey,21655,2.0,1.0,1.2758350820253004
112,63265,Orléat,3.4203664,45.8601819,2648.0,Orléat,63265,33.0,3.10034455493661,0.016724092489435023
113,59144,Château-l'Abbaye,3.4768145,50.4866972,442.0,Château-l'Abbaye,59144,17.0,0.0,0.12171811334872401
114,24421,Saint-Geyrac,0.914,45.08746,1782.0,Saint-Geyrac,24421,1.0,0.027535085424495502,7.262062047083112
115,34258,Saint-Geniès-de-Fontedit,3.17461,43.467,934.0,Saint-Geniès-de-Fontedit,34258,20.0,4.857867092879327,0.1960181532205719
116,18025,Beffes,3.0069422,47.0925827,1203.0,Beffes,18025,2.0,0.26735062473833937,0.0
117,65330,Nouilhan,0.0389634,43.424007,460.0,Nouilhan,65330,2.0,0.01772753924900868,0.020086261823163663
118,88113,Combrimont,7.0647722,48.2766909,470.0,Combrimont,88113,0.0,0.029685975943790917,1.8795394573048525
119,38279,Notre-Dame-de-Mésage,5.7555,45.0713,458.0,Notre-Dame-de-Mésage,38279,16.0,8.975815863416406,0.0
120,28055,Le Boullay-Thierry,1.4304583,48.6381349,1299.0,Le Boullay-Thierry,28055,11.0,1.0,1.018574202390363
121,02791,Veslud,3.7333333,49.5341667,413.0,Veslud,02791,4.0,1.019903050254534,0.20208574217122785
122,39406,Le Pasquier,5.90649,46.8011062,791.0,Le Pasquier,39406,4.0,0.0,1.210201160246689
123,30198,Les Plantiers,3.7232387,44.1168751,3105.0,Les Plantiers,30198,1.0,6.314883944463559,12.543805801772557
124,32316,Peyrusse-Massas,0.5544444,43.7388889,658.0,Peyrusse-Massas,32316,1.0,1.5769392947800656,0.68509158159978
125,86109,Guesnes,0.1633769,46.9170046,1336.0,Guesnes,86109,0.0,1.0985899013280187,1.2957697039840566
126,86265,Sossay,0.3847284,46.8575421,1203.0,Sossay,86265,6.0,0.0,0.0
127,51578,Trécon,4.0814401,48.8690224,1245.0,Trécon,51578,0.0,0.0,0.09480010546718104
128,70413,Plancher-Bas,6.7322649,47.7210861,2923.0,Plancher-Bas,70413,19.0,0.09628646370951224,5.408962312609323
129,51377,Montépreux,4.1375817,48.7126403,1536.0,Montépreux,51377,3.0,0.02000626106735194,0.0
130,51465,Romery,3.9158427,49.096755,206.0,Romery,51465,17.0,1.391253478987105,3.8625042210894525
131,22250,Pontrieux,-3.1629787,48.6972419,106.0,Pontrieux,22250,6.0,27.340721242862855,1.0250614502988684
132,58296,Tresnay,3.186931,46.6965509,1776.0,Tresnay,58296,1.0,0.5848592330415208,4.029424816603765
133,65433,Soues,0.099197,43.2054,392.0,Soues,65433,22.0,0.0,0.0
134,05025,Buissard,6.1449035,44.6572112,293.0,Buissard,05025,2.0,1.6780340462766763,0.38195614515770676
135,31203,Frouzins,1.3228991,43.516101,791.0,Frouzins,31203,192.0,0.48567865507228986,5.125154250105308
136,47247,Saint-Jean-de-Duras,0.2963711,44.6943112,1671.0,Saint-Jean-de-Duras,47247,4.0,6.314479676513869,11.785356189828493
137,69276,Feyzin,4.85831,45.6738,1052.0,Feyzin,69276,183.0,2.0150823940291485,1.312882743531167
138,79197,Oroux,-0.0899365,46.6925827,670.0,Oroux,79197,1.0,2.2705486513783244,1.1755311745302455
139,52057,Blumeray,4.8587104,48.3654281,1490.0,Blumeray,52057,1.0,0.056937237479296327,1.0
140,09015,Arignac,1.60011,42.87051,877.0,Arignac,09015,8.0,2.018778736332427,1.36915164996511
141,17155,Étaules,-1.0996037,45.7340308,1184.0,Étaules,17155,51.0,5.4460928142984235,0.0870088484873307
142,41017,Binas,1.4630501,47.9037847,2630.0,Binas,41017,6.0,0.015446637583324919,0.030893275166649838
143,80428,Hem-Monacu,2.8385,49.95449,365.0,Hem-Monacu,80428,1.0,0.307800857443337,0.21838914739401238
144,64426,Orin,-0.6733531,43.2324542,442.0,Orin,64426,3.0,0.42733918768134077,3.4068008561293652
145,55428,Réville-aux-Bois,5.357572,49.34668,1109.0,Réville-aux-Bois,55428,1.0,1.1313749145421956,0.5510016696477806
146,48081,Lanuéjols,3.5730397,44.5004509,3344.0,Lanuéjols,48081,5.0,0.0,1.081351047355129
147,62117,Bertincourt,2.9816234,50.0867635,756.0,Bertincourt,62117,11.0,0.0,0.0
148,80453,Laboissière-en-Santerre,2.6775419,49.6652512,720.0,Laboissière-en-Santerre,80453,1.0,0.0,0.0
149,67022,Bassemberg,7.283941,48.3348478,188.0,Bassemberg,67022,1.0,7.548150915357394,22.19209248074447
150,02543,Neuilly-Saint-Front,3.2631904,49.1708005,1791.0,Neuilly-Saint-Front,02543,21.0,3.1624383080224607,0.13441939409276937
151,64183,Caubios-Loos,-0.4005395,43.412924,719.0,Caubios-Loos,64183,18.0,3.437959521638028,0.4527173933283556
152,39487,Saint-Laurent-en-Grandvaux,5.9553088,46.5754734,1762.0,Saint-Laurent-en-Grandvaux,39487,21.0,7.0,29.661305429425006
153,80425,Hédauville,2.5671666,50.0453101,409.0,Hédauville,80425,2.0,0.01760779116299662,0.144508589598016
154,01337,Saint-Bénigne,4.97007,46.4386,1643.0,Saint-Bénigne,01337,9.0,3.844915525895875,0.25856690521042625
155,80782,Vaux-en-Amiénois,2.247945,49.9626062,1127.0,Vaux-en-Amiénois,80782,8.0,0.06860631526581851,1.083831511344221
156,93062,Le Raincy,2.5155626,48.8986666,223.0,Le Raincy,93062,298.0,1.0967453960880387,0.05844643377297057
157,42203,Saint-Bonnet-des-Quarts,3.84389,46.1317149,3282.0,Saint-Bonnet-des-Quarts,42203,2.0,4.152167801651962,2.0
158,10264,Noé-les-Mallets,4.570874,48.1006049,843.0,Noé-les-Mallets,10264,2.0,3.1607436469325068,2.1656624346278788
159,65041,Asque,0.2557402,43.0432357,1571.0,Asque,65041,1.0,0.0,0.0
160,51517,Saint-Souplet-sur-Py,4.4668744,49.2362757,2117.0,Saint-Souplet-sur-Py,51517,3.0,0.0,0.0
161,76436,Le Mesnil-sous-Jumièges,0.8576236,49.4124195,683.0,Le Mesnil-sous-Jumièges,76436,6.0,3.147382606142388,1.306411952770201
162,78147,Chaufour-lès-Bonnières,1.4836755,49.0163554,304.0,Chaufour-lès-Bonnières,78147,6.0,0.0,0.06096169341463807
163,53185,Pré-en-Pail-Saint-Samson,-0.19887518310246696,48.4527955,5807.0,Pré-en-Pail-Saint-Samson,53185,22.0,6.048486375034958,7.088574492326186
164,17477,Villiers-Couture,-0.1506,45.9842,841.0,Villiers-Couture,17477,0.0,0.0,0.0
165,80536,Mesnil-Bruntel,2.9584195,49.8962337,736.0,Mesnil-Bruntel,80536,3.0,0.2535376062618769,0.2535376062618769
166,11092,Citou,2.5410939,43.3777231,1778.0,Citou,11092,1.0,1.0,0.07901120532184769
167,12203,Roquefort-sur-Soulzon,2.9904721,43.9761756,1682.0,Roquefort-sur-Soulzon,12203,15.0,13.249031579703896,3.977065087240499
168,11397,Trèbes,2.4412579,43.2108325,1792.0,Trèbes,11397,58.0,4.375946598578407,4.01433834370382
169,62309,Esquerdes,2.1829747,50.7055198,941.0,Esquerdes,62309,14.0,0.49004780116590624,1.3090158600758692
170,39554,Vers-en-Montagne,5.9142023,46.8154569,841.0,Vers-en-Montagne,39554,3.0,0.0,3.7410607468497292
171,74209,Peillonnex,6.3756187,46.1314529,643.0,Peillonnex,74209,42.0,3.3233422209510906,0.032252088305437486
172,54213,Friauville,5.8430102,49.1457213,631.0,Friauville,54213,6.0,1.8313786691671141,0.2080986725895113
173,62197,Camblain-Châtelain,2.4637444,50.4822875,988.0,Camblain-Châtelain,62197,20.0,2.1854110611426,0.42682215625523445
174,46152,Lamothe-Fénelon,1.4138862,44.8349446,1394.0,Lamothe-Fénelon,46152,4.0,0.5174334483277652,5.878559593240733
175,76328,Grigneuseville,1.187805,49.6527898,760.0,Grigneuseville,76328,4.0,1.396852988898885,0.33945947172787294
176,16284,Rouffiac,-0.4912752,45.6860002,988.0,Rouffiac,16284,1.0,1.4268318547473031,0.5676882940490953
177,11308,Raissac-sur-Lampy,2.1597241,43.2773158,546.0,Raissac-sur-Lampy,11308,4.0,0.44754621933569083,0.07309248305482519
178,61415,Saint-Léger-sur-Sarthe,0.3392037,48.5041799,1329.0,Saint-Léger-sur-Sarthe,61415,0.0,0.6067484689213939,7.962846501397385
179,28407,Vichères,0.9131745,48.2686477,1236.0,Vichères,28407,2.0,0.0,2.259777729280519
180,28283,Nottonville,1.5064432,48.1124879,2477.0,Nottonville,28283,2.0,2.0,0.01821760103310452
181,43014,Autrac,3.1323802,45.329946,843.0,Autrac,43014,1.0,1.392493583096819,0.19351569438445843
182,60669,Verderonne,2.4981611,49.3297709,334.0,Verderonne,60669,15.0,2.344537495830084,0.15633336378642063
183,78320,Notre-Dame-de-la-Mer,1.515735738708906,49.054584950000006,912.0,Notre-Dame-de-la-Mer,78320,10.0,0.9660272108653655,0.5834140105135989
184,03242,Saint-Loup,3.3789206,46.3515126,1761.0,Saint-Loup,03242,6.0,4.915922402175021,2.149311931760438
185,01130,Bresse Vallons,5.189322820577445,46.32705034999999,2618.0,Bresse Vallons,01130,45.0,1.4248066650739135,0.0505492816565641
186,62194,Calonne-Ricouart,2.481762,50.4869689,462.0,Calonne-Ricouart,62194,37.0,2.8001281554636592,1.2367572861644984
187,13059,Meyrargues,5.5284652,43.6352906,4169.0,Meyrargues,13059,120.0,8.164816863538983,10.27469477256497
188,33451,Saint-Michel-de-Fronsac,-0.3035889,44.9294962,553.0,Saint-Michel-de-Fronsac,33451,10.0,4.494818760265123,11.306707274850435
189,63176,Heume-l'Église,2.73261,45.71897,1522.0,Heume-l'Église,63176,1.0,1.0,0.0
190,43090,Esplantas-Vazeilles,3.5471212,44.9085469,1715.0,Esplantas-Vazeilles,43090,0.0,0.0,0.0
191,91223,Étampes,2.1614464,48.4344621,4605.0,Étampes,91223,186.0,29.53029252575464,2.182175910298054
192,42034,Cervières,3.771638,45.8477259,763.0,Cervières,42034,0.0,3.681603730198246,0.28632102015599614
193,31442,Puydaniel,1.4325334,43.3373729,757.0,Puydaniel,31442,10.0,0.0,1.3691021473944358
194,57558,Puttigny,6.5508298,48.8525841,746.0,Puttigny,57558,1.0,0.46682539780256926,0.21277526449320155
195,55408,Pouilly-sur-Meuse,5.10767,49.54006,1184.0,Pouilly-sur-Meuse,55408,0.0,1.0,1.2804777963695728
196,38436,Saint-Paul-de-Varces,5.6428518,45.0716067,1990.0,Saint-Paul-de-Varces,38436,69.0,2.766935154791097,0.0
197,50192,Fourneaux,-1.0352574,48.9642905,339.0,Fourneaux,50192,0.0,0.08684416102255244,1.026038581003588
198,68054,Brinckheim,7.4598183,47.6260316,344.0,Brinckheim,68054,22.0,1.205335078087534,1.146645700531049
199,51324,Linthes,3.8475754,48.7303241,904.0,Linthes,51324,0.0,0.014252179069947057,0.10782807746228262
200,69019,Belleville-en-Beaujolais,4.7486553,46.1089382,2283.0,Belleville-en-Beaujolais,69019,217.0,32.91141783086631,5.118831059543835
201,52319,Mennouveaux,5.4149796,48.1071218,785.0,Mennouveaux,52319,1.0,0.06514401322593513,0.0
202,50469,Sainte-Geneviève,-1.310835,49.6571618,499.0,Sainte-Geneviève,50469,1.0,1.097653988141822,29.31826383113199
203,43175,Saint-Cirgues,3.4041373,45.144986,1373.0,Saint-Cirgues,43175,0.0,0.0,0.0
204,30129,Générargues,3.98429,44.0816,1060.0,Générargues,30129,12.0,14.845619589563434,24.512694476005894
205,57117,Buding,6.3227721,49.334193,636.0,Buding,57117,7.0,2.3438982810473816,1.140754089622474
206,54197,Fléville-devant-Nancy,6.2057955,48.6256119,748.0,Fléville-devant-Nancy,54197,66.0,3.5207535489078103,2.3824626437974294
207,46187,Mauroux,1.0463121,44.4554072,1631.0,Mauroux,46187,14.0,6.54615700539207,21.639082064586557
208,53086,La Croixille,-1.0568445,48.2048085,2018.0,La Croixille,53086,4.0,0.206019525381876,1.0
209,49292,Val-du-Layon,-0.6568825985212126,47.3135124,3014.0,Val-du-Layon,49292,47.0,34.730516366383476,17.562807963787037
210,40328,Vieux-Boucau-les-Bains,-1.4044029,43.7854047,441.0,Vieux-Boucau-les-Bains,40328,35.0,18.507559424347377,118.19942417217196
211,52076,Bricon,4.9767422,48.0809793,987.0,Bricon,52076,4.0,1.0,1.0
212,54322,Longuyon,5.600732,49.4461066,2982.0,Longuyon,54322,29.0,6.06693100671058,0.0
213,38474,Sassenage,5.6629992,45.2066078,1331.0,Sassenage,38474,218.0,9.559492787953289,1.076436410600438
214,10079,Channes,4.253241,47.9396216,1438.0,Channes,10079,1.0,0.0,0.055988091474259205
215,70176,Corravillers,6.6213123,47.8920636,1126.0,Corravillers,70176,0.0,1.2286325100602644,4.675124302301261
216,25208,Durnes,6.2308693,47.11077,850.0,Durnes,25208,3.0,0.11058714436670894,0.46211878677455887
217,21594,Savoisy,4.4124728,47.7289281,2501.0,Savoisy,21594,0.0,0.0,2.040356379052352
218,17254,Nachamps,-0.6252106,46.0171075,422.0,Nachamps,17254,1.0,0.3613250799841843,0.0
219,68162,Kaysersberg-Vignoble,7.247852991000449,48.154958449999995,3564.0,Kaysersberg-Vignoble,68162,79.0,58.96548237889024,60.422377929856786
220,28080,Charbonnières,0.9353879,48.1924675,2107.0,Charbonnières,28080,1.0,0.022954881902920478,0.0
221,54016,Andilly,5.881351,48.7662318,720.0,Andilly,54016,11.0,0.09867551851009689,0.0
222,08016,Aouste,4.3169569,49.7981558,1277.0,Aouste,08016,1.0,0.6498892367365168,0.4271307282150249
223,30345,La Vernarède,4.00886,44.2892,562.0,La Vernarède,30345,3.0,2.3770347964678304,5.3410233594173935
224,51198,Crugny,3.7394295,49.2578687,1267.0,Crugny,51198,8.0,1.2005031316967647,1.304522001155762
225,87147,Saint-Gilles-les-Forêts,1.6641666,45.6288115,843.0,Saint-Gilles-les-Forêts,87147,0.0,0.0,0.4343897817103126
226,57018,Amelécourt,6.5007196,48.8391214,754.0,Amelécourt,57018,1.0,2.295244228782771,1.127813600146196
227,27339,Hondouville,1.120708,49.1396841,694.0,Hondouville,27339,15.0,0.0,0.4765151643441458
228,45315,Sully-sur-Loire,2.3738968,47.7654098,4355.0,Sully-sur-Loire,45315,78.0,8.245898597672273,10.396526423642761
229,31480,Sainte-Foy-d'Aigrefeuille,1.6096467,43.5432622,987.0,Sainte-Foy-d'Aigrefeuille,31480,97.0,1.3277691904534945,5.430006593048678
