,insee,score_4
0,01001,99.05268873733135
1,01002,61.36728627255667
2,01004,549.0833535055425
3,01005,237.95818264718176
4,01006,46.31892299362714
5,01007,170.45077125227024
6,01008,136.96353099997742
7,01009,53.17720861339182
8,01010,87.66481006139364
9,01011,61.84707111355301
10,01012,46.7302068702174
11,01013,43.75826974210191
12,01014,174.9081504528496
13,01015,75.58797384338283
14,01016,40.629396971950904
15,01017,57.987274285810685
16,01019,25.540340409605065
17,01021,332.508675768411
18,01022,53.91344047086117
19,01023,89.59195207299877
20,01024,162.68240511480104
21,01025,172.18800077384975
22,01026,114.75664012775417
23,01027,408.96028028652967
24,01028,110.67225743763827
25,01029,41.85146533267174
26,01030,347.8947416887597
27,01031,129.45980128524275
28,01032,325.15011584526275
29,01033,431.64481296146073
30,01034,292.7482378470882
31,01035,65.91464059676642
32,01036,51.02814424263728
33,01037,57.11846078774089
34,01038,82.78271421391078
35,01039,50.66303685762703
36,01040,66.48841326300757
37,01041,117.85172178594048
38,01042,111.4519730243491
39,01043,1372.0840686849297
40,01044,74.07605005645794
41,01045,157.8638443871721
42,01046,111.7859432706489
43,01047,226.35562831923443
44,01049,851.8003460376738
45,01050,66.43308118520157
46,01051,60.36637917277967
47,01052,86.73370204054197
48,01053,1251.1158464690454
49,01054,244.91069891326018
50,01056,58.746809999849184
51,01057,83.55819634702257
52,01058,103.54886417379294
53,01060,42.8974075433054
54,01061,126.97582109453288
55,01062,322.2733460825986
56,01063,76.57687137227356
57,01064,92.47536544570039
58,01065,158.76494192283187
59,01066,38.06316004485326
60,01067,43.26476032442466
61,01068,60.34087874177154
62,01069,137.98119083539936
63,01071,606.4751695825457
64,01072,261.4887723699018
65,01073,64.77510542947948
66,01074,126.09612189782305
67,01075,242.35947111882803
68,01076,36.13926663447413
69,01077,63.17723085194585
70,01078,222.54506667654488
71,01079,35.81297902037141
72,01080,42.49274816689843
73,01081,95.5987295777704
74,01082,54.62473762836411
75,01083,143.59159584862644
76,01084,102.84303507357531
77,01085,59.58928426571495
78,01087,53.90851656245813
79,01088,208.30881926927918
80,01089,181.18278935774163
81,01090,76.0747743734145
82,01092,136.62691003290684
83,01093,215.10795011118395
84,01094,58.372562009930945
85,01095,65.01958160852891
86,01096,100.7541974252962
87,01098,79.31660487101695
88,01099,192.12948951040033
89,01100,34.19570735247403
90,01101,40.800250291507325
91,01102,82.42140625566581
92,01103,353.6022339710177
93,01104,113.24335152984156
94,01105,766.1498263626188
95,01106,65.8465924180436
96,01107,68.58022833129539
97,01108,55.018771419484814
98,01109,203.83946346929415
99,01110,55.83129140194919
100,01111,49.37010776980664
101,01112,56.48512531151052
102,01113,93.25158009993523
103,01114,105.05298069597653
104,01115,115.71870553687228
105,01116,38.276032441724226
106,01117,48.860523646745996
107,01118,92.9922364013252
108,01121,40.26514085158463
109,01123,143.33805802570367
110,01124,45.378217332099496
111,01125,73.33329026977694
112,01127,59.11779581395299
113,01128,28.79250943182733
114,01129,106.76834701798106
115,01130,144.63732174192
116,01133,88.83562607704026
117,01134,164.015649451954
118,01135,319.4963224296257
119,01136,124.40839112775446
120,01138,106.98571864533608
121,01139,27.674940343855877
122,01140,104.25170492205736
123,01141,53.100929659741816
124,01142,595.4016698081067
125,01143,828.2994252482857
126,01145,96.71696759384493
127,01146,86.91610854683012
128,01147,33.10884847069311
129,01148,80.97974971918484
130,01149,139.80773444757762
131,01150,81.78566685444018
132,01151,123.1114052522827
133,01152,77.99565152973078
134,01153,344.47345307151204
135,01155,43.76533408289078
136,01156,183.48264313613097
137,01157,365.74712461870695
138,01158,177.23475201078526
139,01159,194.59298076900666
140,01160,517.8151613390136
141,01162,65.83859008534685
142,01163,87.87357441509539
143,01165,200.29517945943473
144,01166,413.92602725174527
145,01167,138.29033498291727
146,01169,158.40910547526465
147,01170,66.44072536642233
148,01171,97.04036848389993
149,01173,641.6302657257268
150,01174,64.38508477839234
151,01175,79.61404096977165
152,01177,66.81926241619107
153,01179,147.25349161089665
154,01180,260.11403562116254
155,01181,100.73904017584545
156,01183,225.4894211073067
157,01184,77.77565604496257
158,01185,89.11074260611555
159,01187,43.021462544998116
160,01188,111.18048753809362
161,01189,82.80485645407455
162,01190,38.09611059592184
163,01191,38.37622647112446
164,01192,93.90266425163259
165,01193,86.4784517721807
166,01194,537.8258802397864
